 property_id | neighborhood_id |   price    
        2799 |            1422 |  128802.66
        2815 |            1423 | 1185679.07
        1392 |            1424 |  1643496.7
        1292 |            1425 |  630308.86
          81 |            1426 |    1601866
        2671 |            1428 |  627164.02
        2086 |            1429 | 1074946.96
        1338 |            1430 |  390218.19
        2034 |            1431 |   95564.79
         993 |            1433 |   835271.8
        1845 |            1435 | 1296515.02
        1390 |            1436 | 1271484.98
         163 |            1437 | 1938885.58
        1062 |            1438 | 1324167.23
        1272 |            1439 | 1250070.86
        2443 |            1440 | 1797528.78
        2913 |            1441 |  254905.07
         591 |            1442 | 1916273.92
        1689 |            1443 | 1669346.54
         676 |            1444 |   99748.35
        1939 |            1445 | 1628923.83
        1606 |            1447 |  932198.19
        1285 |            1449 |   913860.3
         771 |            1450 |  339153.31
        1956 |            1452 | 1999647.52
         733 |            1453 |  710836.73
         497 |            1455 | 1575749.18
          16 |            1456 | 1520791.92
        1506 |            1458 | 1491771.93
        1391 |            1462 | 1658277.07
         796 |            1464 | 1345346.78
        1932 |            1465 | 1111559.48
         283 |            1467 | 1148042.28
         857 |            1469 |  530081.61
        1051 |            1470 | 1138139.14
        2909 |            1471 |  965037.97
        2708 |            1474 | 1329602.03
        1098 |            1477 | 1898282.11
        2587 |            1479 | 1639759.93
        2298 |            1481 |  269327.35
         112 |            1482 |   328069.1
         366 |            1485 | 1253661.12
         357 |            1489 | 1356735.58
         311 |            1490 |  281129.32
           6 |            1491 |   82106.96
        1035 |            1492 |  129024.19
        2919 |            1494 | 1565827.32
        2547 |            1495 | 1123131.91
        1807 |            1496 |  207761.71
        2937 |            1500 |  721921.88
        1528 |            1502 | 1005397.43
        2214 |            1503 | 1149691.17
        1499 |            1508 | 1841075.62
         670 |            1512 | 1097746.46
         546 |            1513 | 1372647.91
        1968 |            1514 |   407358.5
        2090 |            1515 | 1535318.71
         974 |            1516 | 1225435.26
        1685 |            1517 | 1509884.73
        1839 |            1520 | 1883016.03
         753 |            1522 | 1759155.06
        2920 |            1525 |  404445.41
        1944 |            1527 | 1543432.85
        1813 |            1528 |  870645.82
        1749 |            1529 |  473203.57
         888 |            1532 | 1386496.27
         698 |            1533 | 1687327.45
          20 |            1536 | 1743166.67
        1115 |            1539 |  993210.35
        1002 |            1540 | 1940817.56
        2730 |            1541 | 1239762.22
          68 |            1542 | 1611176.25
        1848 |            1545 |   699614.6
        2599 |            1546 |  719418.87
        1852 |            1547 | 1499978.03
        2337 |            1549 | 1902553.07
        2272 |            1552 | 1851858.06
        2978 |            1553 |  527785.41
        2575 |            1554 |  841402.93
         642 |            1555 |   307316.8
        2306 |            1556 | 1440707.41
         284 |            1558 | 1520147.07
         953 |            1559 | 1738645.73
        1162 |            1560 | 1766708.44
        1304 |            1561 | 1584808.34
         306 |            1562 | 1726965.57
         128 |            1564 | 1986373.35
         542 |            1566 | 1071023.31
        1445 |            1568 |  222423.88
        2070 |            1569 |  583836.69
         789 |            1573 |  506610.14
        2536 |            1574 | 1650783.44
         563 |            1575 | 1333027.06
        2987 |            1577 | 1358120.57
        1435 |            1578 | 1604329.89
        1355 |            1579 |  897764.15
        1609 |            1580 | 1236274.68
         696 |            1581 | 1939927.05
         727 |            1583 | 1571128.65
         343 |            1584 |  1627910.8
          11 |            1586 |   88209.77
         562 |            1587 | 1558382.76
         835 |            1588 | 1649452.87
        2338 |            1589 |  1470084.7
        1864 |            1591 | 1184928.66
         158 |            1592 |  1370457.9
        2511 |            1594 | 1125955.65
        1561 |            1597 | 1440971.23
        1358 |            1598 | 1883033.78
        2340 |            1599 |  886351.93
        2426 |            1601 |  406824.71
        1727 |            1604 | 1577091.52
        1640 |            1605 |  903943.77
        2952 |            1609 |  1118383.9
        1172 |            1610 | 1061182.38
         588 |            1611 |  1666016.3
        1283 |            1612 |  500816.95
        1465 |            1615 | 1753288.73
        1614 |            1616 | 1831299.12
        2362 |            1617 | 1170614.71
        1491 |            1621 |  209338.14
        1492 |            1622 | 1791375.32
         566 |            1623 | 1817282.24
        2891 |            1624 | 1916405.52
        2204 |            1626 |  845747.16
         616 |            1627 | 1137456.87
         217 |            1629 | 1250243.74
        2803 |            1631 | 1404183.31
        1963 |            1632 |  1404841.7
        1785 |            1633 | 1620474.43
        1331 |            1634 | 1785257.93
        1919 |            1638 |  855902.85
        1080 |            1641 |  918919.77
        2137 |            1645 | 1340999.72
         630 |            1646 | 1576058.69
         668 |            1647 | 1002913.94
        1011 |            1651 |  1226466.5
         334 |            1652 |  121459.88
        1322 |            1653 | 1913625.75
         282 |            1657 |  279643.89
        1443 |            1658 | 1584806.74
        2307 |            1660 |  183946.85
        2057 |            1661 | 1537924.09
        1279 |            1662 |  792178.52
         979 |            1663 |  438023.79
        1071 |            1664 |     613369
        1687 |            1666 | 1835608.71
        1910 |            1667 | 1549535.85
        1194 |            1668 | 1365171.12
        2389 |            1669 | 1592933.64
         767 |            1670 |  398583.98
        1744 |            1672 | 1124293.36
          39 |            1673 | 1741163.12
        1466 |            1674 |   431511.1
        1972 |            1675 | 1296036.62
        2512 |            1676 |   92640.32
         752 |            1677 |  384011.25
        1184 |            1678 | 1652740.15
        2197 |            1681 |  329631.57
        1398 |            1682 |  716594.16
        2600 |            1684 | 1865017.55
         831 |            1685 |  819312.79
        2781 |            1686 |  393026.83
          35 |            1687 |  523153.51
        2729 |            1689 | 1693368.75
         260 |            1691 | 1258591.36
         236 |            1692 | 1857265.87
        1175 |            1693 | 1550608.94
         438 |            1694 |  161144.07
         718 |            1695 | 1648840.02
         195 |            1699 | 1167821.18
        2779 |            1703 | 1512565.57
        1791 |            1704 |   374045.3
        1989 |            1706 | 1277005.42
        2191 |            1707 | 1868456.97
        1001 |            1708 | 1227115.15
        2008 |            1710 | 1456455.96
         854 |            1711 |  970209.07
        1742 |            1712 | 1705198.11
        2148 |            1713 |  612362.26
        2504 |            1714 | 1900303.36
        2839 |            1715 |   257104.1
         658 |            1717 |  694510.01
        1952 |            1720 |  457552.32
        2292 |            1721 | 1434232.57
        2482 |            1722 | 1542291.82
          74 |            1723 | 1840764.86
         326 |            1724 | 1105023.83
        2099 |            1726 | 1105238.66
         970 |            1727 | 1463999.29
        2665 |            1730 | 1600262.25
         472 |            1731 |  469942.54
        1104 |            1733 |     375500
        2353 |            1734 |   902762.7
         171 |            1735 |  231830.11
        1057 |            1737 | 1856985.16
         998 |            1738 | 1626548.65
        2149 |            1742 | 1228853.34
         461 |            1743 | 1754935.96
        1816 |            1744 | 1540696.14
        2651 |            1746 | 1243511.92
        2664 |            1747 |  537386.99
        2701 |            1748 |    1494344
        1810 |            1749 | 1436186.63
         140 |            1750 | 1956519.64
         209 |            1751 | 1375610.56
        1787 |            1752 |   676106.8
        2499 |            1754 | 1163504.07
        1861 |            1757 | 1891870.96
         680 |            1758 | 1466308.28
        1487 |            1761 | 1411357.79
        2606 |            1763 | 1414132.54
        2938 |            1764 | 1475981.67
         450 |            1765 |  1257813.1
        2657 |            1766 |   82514.83
        2623 |            1767 |  848590.19
        2394 |            1768 | 1474459.72
        1025 |            1769 | 1413241.49
         481 |            1774 | 1735724.38
        1823 |            1775 | 1802729.35
        1911 |            1779 |  1680412.3
        1254 |            1780 |  218435.84
        1444 |            1783 | 1324165.74
        1708 |            1784 | 1573786.97
         227 |            1788 | 1887799.29
        2907 |            1790 | 1040940.32
        2457 |            1792 |  894334.19
        1109 |            1794 |  452452.86
         491 |            1795 | 1696605.26
        1135 |            1796 |  403165.32
        2646 |            1798 | 1658077.92
        2628 |            1799 |  208899.33
        2813 |            1800 | 1765862.39
        1906 |            1802 |  1968998.4
        1484 |            1803 |   961194.5
        2868 |            1804 | 1444034.58
          80 |            1805 | 1911021.33
        1902 |            1808 |  795393.26
        1403 |            1810 | 1467941.03
        2446 |            1811 |  307409.32
        2247 |            1815 | 1135440.69
         154 |            1816 | 1125817.52
         286 |            1817 | 1002447.76
         312 |            1818 |   81575.32
         925 |            1820 | 1256763.31
        2933 |            1822 | 1549557.08
         667 |            1823 |  970582.92
         351 |            1825 | 1969756.15
        1384 |            1826 | 1865283.04
        1643 |            1827 | 1349792.88
        1091 |            1828 |  932139.74
         367 |            1829 | 1554787.34
        2789 |            1830 | 1037694.16
        2971 |            1831 | 1418531.92
        2634 |            1833 | 1583737.54
        1558 |            1834 | 1369782.82
        1712 |            1836 |  178147.41
         996 |            1837 | 1277781.07
         253 |            1838 | 1725737.62
        1755 |            1839 |  823998.43
        2146 |            1840 | 1152614.23
         745 |            1841 |  470046.99
        2984 |            1842 | 1177024.33
        1546 |            1844 |  749693.61
        2074 |            1846 | 1761029.53
        2864 |            1847 | 1895457.08
        1066 |            1848 | 1351730.69
        1505 |            1849 |   496135.3
        2109 |            1850 | 1642417.61
        1964 |            1851 | 1475283.53
        1431 |            1852 |   360751.8
        2790 |            1854 |  763239.12
        2997 |            1855 | 1576404.63
        2305 |            1856 | 1657278.82
        1459 |            1857 | 1450122.78
         624 |            1859 | 1745284.55
        2893 |            1860 | 1725901.87
        2454 |            1861 |   698536.1
        2169 |            1863 | 1546810.93
         720 |            1864 | 1736984.26
        1309 |            1866 | 1732303.19
        1456 |            1867 | 1418799.53
        1375 |            1868 | 1432699.62
        1379 |            1871 | 1962644.93
         673 |            1872 |  578355.52
         103 |            1873 |  1412725.3
        2832 |            1875 |  659875.66
        2762 |            1878 | 1916648.96
        1477 |            1881 | 1573042.24
        2743 |            1882 | 1819847.76
         303 |            1885 | 1403095.93
        2444 |            1886 |   906408.5
         387 |            1887 | 1485056.26
        2740 |            1888 |  883270.03
         368 |            1889 |  717027.62
          51 |            1891 |  444363.66
         305 |            1892 | 1419212.43
         924 |            1893 | 1810176.01
        1768 |            1894 | 1079628.34
        1349 |            1896 | 1353842.14
         929 |            1897 | 1987186.29
        2308 |            1898 |  180468.32
         361 |            1899 |  171402.45
        2892 |            1901 | 1821626.42
        2591 |            1903 | 1982686.47
        1851 |            1905 | 1136919.22
         308 |            1906 | 1596039.26
         584 |            1908 | 1038503.52
        2763 |            1909 |   516907.5
         908 |            1911 |  816956.77
        1065 |            1912 | 1698117.69
        2235 |            1913 |  407955.55
        2641 |            1914 |  369393.72
        2133 |            1915 | 1568920.85
        2816 |            1918 | 1659662.12
        2685 |            1923 | 1382146.54
         987 |            1924 | 1623500.47
        2015 |            1925 |  722668.07
        1826 |            1927 | 1811490.34
         523 |            1929 |   407800.7
         760 |            1930 | 1943835.83
        1044 |            1931 |   562615.4
        1570 |            1932 |  1889429.6
        1710 |            1933 |  640673.63
        2659 |            1935 |  843803.24
        1507 |            1936 |  621143.41
        2598 |            1937 |  864896.43
         310 |            1939 | 1775883.82
         505 |            1940 |  987418.87
        1341 |            1941 | 1873062.32
        1103 |            1947 |  216878.94
        2969 |            1948 | 1232919.95
        2020 |            1950 | 1943806.36
         309 |            1953 | 1808246.33
        1131 |            1954 |  1083547.2
         611 |            1957 |     677124
        1270 |            1958 |  567992.92
        1470 |            1960 |  386706.04
        1210 |            1967 | 1636853.73
         896 |            1969 |  672010.28
         875 |            1970 | 1804648.06
        1553 |            1971 |  783959.35
        2124 |            1972 |  495464.51
        1106 |            1973 |  467054.57
         474 |            1975 |  930919.93
        2737 |            1977 | 1687033.65
         641 |            1979 |  1389901.3
         899 |            1980 | 1667972.57
        1221 |            1982 | 1472380.21
          52 |            1983 |  249842.53
        1291 |            1984 | 1130340.39
         541 |            1985 |   950599.1
        1273 |            1986 | 1063037.75
         548 |            1987 |  656387.01
         467 |            1988 | 1752644.03
          98 |            1989 | 1969440.36
        2278 |            1991 | 1767299.86
        1072 |            1992 | 1051685.31
        2829 |            1993 |  257152.51
        2072 |            1995 |  279415.79
        1474 |            1996 |   354549.5
         166 |            1998 |  885996.01
        1551 |            1999 | 1250047.99
        1591 |            2000 |  1299563.7
        2958 |            2005 |  452155.49
          86 |            2007 | 1845924.89
        1966 |            2008 |  881414.22
        1078 |            2012 |  712725.06
         735 |            2014 | 1277660.73
        1691 |            2018 |  372326.98
        1753 |            2019 | 1495274.17
        2837 |            2021 | 1949694.53
         507 |            2024 | 1565070.04
        1718 |            2025 |   961737.4
        1366 |            2027 | 1962493.73
        1116 |            2029 |  1694143.3
        2245 |            2032 | 1365074.09
        2903 |            2034 | 1220322.15
        1082 |            2035 |  411439.99
         725 |            2036 | 1357006.09
        1132 |            2037 | 1528860.05
         390 |            2038 |   470095.1
         872 |            2040 | 1567444.49
        2798 |            2041 |  734003.08
        1521 |            2042 |  994861.57
        2427 |            2043 |  1894041.3
        2013 |            2044 |  701979.72
        1173 |            2045 | 1993363.94
        2677 |            2047 |  102695.64
         208 |            2050 |  945463.52
        2687 |            2055 | 1574835.79
        2313 |            2060 | 1658807.43
         354 |            2062 |  275499.23
        2872 |            2063 | 1891961.89
        2464 |            2064 |  325484.88
        2430 |            2065 | 1857186.14
        1758 |            2068 |  851003.95
        2772 |            2069 |  637479.23
        1859 |            2071 | 1672197.01
         893 |            2072 |  1660002.7
        2356 |            2074 |  1582908.3
        2230 |            2077 |  772836.44
         757 |            2078 | 1695327.13
        2955 |            2079 |  984110.87
        1645 |            2080 | 1673351.15
        2206 |            2081 |   666599.5
        1086 |            2082 |  713269.34
         418 |            2083 | 1703798.43
        1607 |            2084 | 1400550.22
        2967 |            2085 | 1183531.29
        2725 |            2086 | 1466323.88
        2363 |            2088 | 1079222.51
         914 |            2089 |  794564.37
         225 |            2091 | 1251125.42
        2433 |            2092 |  677344.06
         499 |            2094 |  457460.24
        1385 |            2095 |  1615745.5
        2621 |            2096 | 1186992.05
        2326 |            2099 | 1931556.38
        2309 |            2100 | 1376199.03
         958 |            2101 |  557842.61
        2440 |            2104 |  547714.55
        2202 |            2106 | 1591996.35
        2653 |            2107 | 1066782.27
         994 |            2108 | 1672131.28
         251 |            2112 |  416965.55
         263 |            2114 | 1343230.64
        2643 |            2115 |  181790.56
         817 |            2116 | 1041650.84
        1683 |            2118 |  1238734.1
        1446 |            2119 |  552140.44
        1714 |            2120 |  1256802.2
         682 |            2121 | 1987804.45
         200 |            2129 | 1851579.92
          65 |            2131 | 1961864.66
        2498 |            2133 | 1955352.08
         969 |            2134 | 1441844.44
        1984 |            2135 |  1045138.8
        1032 |            2136 |  174417.97
        2229 |            2139 | 1430351.94
         830 |            2141 |  722281.28
        2077 |            2142 | 1013090.07
        2932 |            2143 | 1641599.51
         594 |            2144 | 1351791.61
         837 |            2146 | 1829551.15
        2642 |            2148 | 1923172.59
         966 |            2150 |  1286416.7
          30 |            2151 |  366593.98
        1099 |            2157 | 1785857.57
         275 |            2158 |  473144.42
        1187 |            2160 | 1624249.39
         524 |            2162 |  628228.68
        1409 |            2163 |  671003.29
          99 |            2164 | 1724162.94
          48 |            2165 | 1933399.65
          44 |            2166 | 1778812.35
        2618 |            2167 | 1434930.16
        1600 |            2168 |  279383.95
        2976 |            2169 |  679412.62
         136 |            2170 |  846649.23
         393 |            2174 | 1080638.03
         645 |            2175 |  497764.39
        1209 |            2176 | 1434048.13
        1193 |            2178 |  782818.85
        1678 |            2179 |  689524.19
         631 |            2181 | 1379544.52
        1442 |            2182 |  419446.68
         515 |            2183 |  1611845.7
        2283 |            2184 | 1004095.02
         772 |            2185 |  843965.28
        2466 |            2186 |    1901480
        1771 |            2188 |  615985.95
        1160 |            2191 | 1388016.82
        1757 |            2192 |  1119264.7
        2242 |            2193 |  1503731.1
        2226 |            2194 |  984334.18
        2505 |            2198 | 1609246.75
         238 |            2200 | 1287530.83
        1801 |            2201 | 1494806.49
        1008 |            2202 | 1157234.82
        2738 |            2204 | 1453708.69
         279 |            2205 | 1581653.06
        1526 |            2206 | 1559290.35
        2251 |            2207 | 1824424.22
        2388 |            2209 |  810097.35
        2047 |            2212 | 1373269.03
         805 |            2213 | 1632995.83
         949 |            2214 | 1852169.57
         554 |            2215 | 1413061.53
        2496 |            2216 |  1170125.9
        2785 |            2218 | 1921063.08
        2097 |            2219 |  786587.69
        1927 |            2220 | 1139385.52
         492 |            2221 | 1678172.93
         963 |            2222 | 1624202.05
         480 |            2223 | 1942185.79
        1666 |            2224 |  756978.25
         479 |            2225 | 1126306.12
        1878 |            2226 | 1537456.68
        1396 |            2227 | 1403783.26
        1114 |            2229 |  1190501.9
        1808 |            2231 |  448850.19
        1257 |            2232 | 1407454.34
          60 |            2233 | 1462717.61
         250 |            2234 |  422149.37
         153 |            2236 |  1187409.2
        2003 |            2241 | 1342415.33
        2518 |            2242 |  142133.29
         579 |            2245 |  798581.62
        2233 |            2247 |  693512.91
        2702 |            2248 | 1407630.93
        1937 |            2250 | 1876476.79
        2756 |            2251 | 1893718.83
        1542 |            2253 | 1332748.59
         617 |            2254 |  233949.26
        1693 |            2259 | 1141715.92
        1012 |            2260 | 1263739.54
        1830 |            2261 | 1878159.58
          23 |            2262 | 1859112.77
        1276 |            2263 | 1136281.21
        1097 |            2264 | 1052609.45
         790 |            2266 | 1868987.33
        2032 |            2267 | 1170033.19
         266 |            2268 |  374933.04
          47 |            2270 | 1195929.96
         944 |            2271 | 1214309.69
        2256 |            2272 |  820119.36
        1419 |            2273 |  383228.74
        1010 |            2275 |    1543211
          73 |            2277 | 1108133.94
        2130 |            2278 | 1055663.76
         982 |            2281 |  777648.25
        1308 |            2282 |    1227868
         510 |            2283 |  861559.64
        2267 |            2285 | 1195870.16
         349 |            2286 |    1360174
        1153 |            2287 | 1118310.87
        1636 |            2289 |  1925179.7
         272 |            2292 | 1667202.83
          19 |            2294 |  1806492.2
        1587 |            2296 | 1391250.21
        1761 |            2297 | 1006504.17
        2670 |            2300 |  1471099.8
        1282 |            2301 |  879659.09
        1382 |            2302 | 1890986.72
        2058 |            2304 | 1352890.09
          33 |            2305 | 1781764.89
        1199 |            2306 |  212427.33
        1529 |            2308 | 1115697.64
        2213 |            2310 | 1943596.11
        1305 |            2311 |  841972.31
         415 |            2314 | 1176348.16
        2592 |            2316 |  484190.55
         861 |            2319 |  732758.88
         886 |            2323 |  618773.18
         270 |            2325 | 1215511.77
         738 |            2326 | 1999656.74
        1081 |            2327 | 1647911.22
        2881 |            2328 |  251505.84
         382 |            2330 |  709168.14
         620 |            2331 | 1145169.69
        1713 |            2332 |  804384.76
        2689 |            2333 |  1553312.7
         184 |            2334 | 1537415.31
          37 |            2337 | 1554377.87
        1340 |            2338 | 1714082.04
        2007 |            2340 | 1106808.59
         777 |            2341 |  938666.49
        1871 |            2342 | 1998064.55
        2257 |            2344 |  536450.44
          45 |            2345 |  815676.25
        2806 |            2346 | 1757439.13
        2265 |            2348 | 1838315.85
        2716 |            2349 | 1920148.58
         211 |            2350 |  682481.73
        1120 |            2352 | 1180230.86
         424 |            2353 | 1094073.18
        1452 |            2354 | 1830300.49
        2635 |            2358 |  510716.13
        2160 |            2359 |  714404.58
        1154 |            2360 |   968516.3
         762 |            2361 |  1599136.5
        1061 |            2362 | 1477615.19
        2354 |            2363 |  995489.86
         439 |            2364 | 1611394.11
        1441 |            2366 | 1940857.21
        2398 |            2367 | 1849529.26
        1671 |            2369 |  749238.26
        2537 |            2370 |  1261325.8
        2709 |            2371 |  1778719.5
        2972 |            2374 | 1798802.29
        2286 |            2375 |  161995.64
        1993 |            2376 | 1005429.26
        1461 |            2377 | 1774178.53
        2391 |            2378 | 1756846.46
        2243 |            2380 | 1272244.73
        1841 |            2385 | 1638915.93
        1169 |            2386 |  509895.11
         273 |            2387 |  162071.17
        1437 |            2388 | 1555288.72
        2303 |            2389 | 1652349.07
         880 |            2391 |    1311845
         775 |            2392 |  432448.46
        2884 |            2393 | 1041490.36
         755 |            2396 |   99071.54
        2448 |            2401 | 1874168.53
        1218 |            2403 | 1513482.54
        2006 |            2404 |  366559.47
         821 |            2406 | 1705145.54
        2270 |            2408 |  632929.03
         289 |            2409 |  426161.79
         409 |            2410 | 1678707.81
          71 |            2414 | 1927568.25
        2174 |            2415 |  587257.59
        2731 |            2416 | 1963881.69
        1896 |            2417 | 1150539.49
        2713 |            2419 | 1939300.28
        1410 |            2420 | 1232676.97
        1077 |            2421 | 1431466.42
        1754 |            2422 | 1696100.31
        1182 |            2427 | 1957331.63
        2629 |            2429 |  477836.25
        2320 |            2431 | 1703121.69
           4 |            2432 |   958540.4
        1831 |            2433 | 1174107.01
         148 |            2434 | 1819398.93
         877 |            2435 | 1750628.06
        1070 |            2436 | 1384430.98
         433 |            2438 | 1556100.23
        1893 |            2440 | 1691476.75
         119 |            2441 | 1359143.63
        1464 |            2443 |  642247.26
        1248 |            2444 |  872101.37
        1423 |            2445 | 1728200.72
         178 |            2447 | 1851398.23
        2083 |            2448 |  1994415.3
        1189 |            2449 |  127500.28
        2359 |            2450 |  727069.28
         430 |            2452 |  1855254.4
        2558 |            2453 |  509119.38
         703 |            2456 |  196256.04
        2824 |            2459 | 1552903.26
        1621 |            2460 |  1459326.7
        2849 |            2461 | 1509158.11
        1022 |            2462 |  481642.54
         533 |            2465 | 1960923.04
        1581 |            2466 | 1638701.17
        1992 |            2467 | 1746821.42
        1482 |            2468 | 1947134.23
        2589 |            2469 | 1850111.02
        1866 |            2470 | 1725194.49
        2503 |            2471 |  968991.55
        1860 |            2472 | 1333028.94
        2189 |            2473 |  807595.71
          36 |            2475 | 1813939.26
        1455 |            2477 | 1164030.69
        1089 |            2480 |   667418.9
         322 |            2481 | 1414003.64
         449 |            2482 |  274423.02
        2658 |            2483 | 1887691.75
        2449 |            2484 |  480561.76
        2530 |            2486 | 1826972.72
         521 |            2487 |  813948.66
        2119 |            2488 |  799586.59
        1096 |            2491 |  883893.75
          93 |            2495 |  968574.25
        1933 |            2496 |  999806.69
        1517 |            2497 |  916988.39
        2386 |            2499 |  967085.31
        1421 |            2500 |   970900.6
        2210 |            2501 | 1292962.26
        2766 |            2505 | 1728854.52
        1862 |            2506 |  641659.85
        2695 |            2507 | 1071125.42
        1538 |            2509 | 1697350.61
        2961 |            2510 |  743001.47
        2045 |            2511 |  407767.99
        1438 |            2512 | 1489120.43
        2614 |            2514 | 1443362.62
        1269 |            2516 | 1914285.17
        1732 |            2518 |  235121.61
        1451 |            2520 |  1463286.5
         298 |            2521 | 1510642.01
         520 |            2522 | 1668149.59
        1138 |            2523 |   269421.4
        1681 |            2525 |  1089380.6
        1986 |            2527 |  1809113.7
        2052 |            2528 | 1359303.19
         662 |            2530 |  802650.65
        1364 |            2532 | 1057748.52
         381 |            2533 |  348690.76
         320 |            2534 | 1641379.82
         495 |            2535 |  176500.19
         955 |            2538 | 1152021.23
        1734 |            2539 | 1156406.93
         876 |            2542 |  1095088.9
         465 |            2543 | 1731712.76
        2896 |            2544 |  451863.09
        1320 |            2547 | 1104279.87
        1440 |            2548 | 1831880.86
        1920 |            2549 | 1312455.42
        2141 |            2550 |  699970.45
         938 |            2551 |  393664.25
        1297 |            2552 | 1373716.77
         798 |            2554 |   577232.4
          70 |            2561 |  834612.73
        2331 |            2562 | 1340371.76
         462 |            2563 |  302833.74
        1626 |            2564 | 1315992.33
        1267 |            2565 | 1105635.36
        2321 |            2567 |  910544.51
        2281 |            2568 |   394081.1
         660 |            2570 | 1629785.61
        2809 |            2572 |  1548865.7
        2378 |            2576 |  852890.12
         413 |            2577 | 1260938.55
         458 |            2581 | 1929602.36
        1833 |            2582 | 1582276.25
        2159 |            2583 |  369040.31
        1926 |            2584 |  671987.83
         181 |            2585 | 1861765.82
        2563 |            2587 |  1862463.7
          85 |            2588 | 1397616.21
        2129 |            2589 |  404449.21
        1941 |            2590 | 1960075.75
        2095 |            2593 | 1355998.35
         984 |            2594 | 1563345.11
        2579 |            2595 | 1711334.18
        2397 |            2597 | 1296297.13
        2691 |            2598 |  301207.57
        2009 |            2599 |  551301.14
        2679 |            2600 |  417200.35
        1662 |            2601 |  739361.95
         600 |            2604 |  1497449.2
         814 |            2605 |   882601.5
        1799 |            2607 |  682786.44
        1415 |            2608 | 1231584.83
          96 |            2609 | 1424510.65
         852 |            2612 | 1647490.09
        2596 |            2614 | 1201026.97
        1782 |            2619 | 1314563.73
        2439 |            2620 | 1659551.79
        1905 |            2624 | 1834473.15
        2866 |            2625 | 1930602.11
         201 |            2626 | 1435167.24
         742 |            2627 | 1936603.24
        2939 |            2629 | 1529507.24
         555 |            2630 | 1928677.28
         625 |            2631 |  734194.14
         695 |            2635 |    1673854
        1055 |            2636 |  875201.54
         285 |            2638 |  421109.82
        2085 |            2641 | 1147464.33
         552 |            2642 | 1909937.14
        2462 |            2645 |  1677839.5
         496 |            2648 | 1413360.46
         133 |            2652 | 1903573.56
        1321 |            2653 | 1127350.96
        1467 |            2654 | 1927493.31
         115 |            2657 | 1245697.84
        2883 |            2658 |  807840.98
         531 |            2659 | 1176858.76
        1328 |            2660 | 1838678.97
        1954 |            2661 |  444433.87
        2254 |            2663 |  661191.54
        1006 |            2664 |  1514559.9
        1514 |            2667 | 1133916.53
        2524 |            2668 |  607343.41
         255 |            2669 |  814400.27
         761 |            2670 |  1286302.5
         722 |            2672 |  797378.72
        1020 |            2673 |  686784.11
        2467 |            2674 | 1941300.04
         917 |            2675 | 1093529.98
         416 |            2676 | 1697767.08
        2549 |            2677 | 1941190.16
        1186 |            2678 |  182598.68
        2276 |            2679 | 1653617.14
        2318 |            2680 |  413461.08
         571 |            2681 | 1881474.77
        1737 |            2682 |  588476.29
        2192 |            2683 | 1775651.72
         843 |            2684 | 1531402.67
        1703 |            2685 |  490168.58
          14 |            2687 |  1172432.1
        2061 |            2688 | 1325392.97
        1641 |            2689 |  759556.79
         290 |            2690 | 1632633.57
        2943 |            2691 |  961998.49
        2602 |            2694 | 1276292.36
          21 |            2695 |  402793.01
        1925 |            2696 |  209086.81
        1536 |            2697 | 1623280.26
         921 |            2702 | 1503087.17
         894 |            2705 | 1326128.38
         560 |            2706 |  927904.16
        2992 |            2708 | 1300465.72
        2904 |            2711 |   901273.8
         851 |            2712 |  1196200.3
         629 |            2713 |  283104.55
        1684 |            2714 | 1852058.54
         937 |            2715 |  674470.58
        2377 |            2716 | 1562629.38
        1463 |            2717 | 1643888.22
        2788 |            2718 | 1185767.61
        2724 |            2719 |  613059.04
        2166 |            2720 | 1929298.59
          17 |            2721 | 1239437.86
          49 |            2723 | 1558803.66
         870 |            2724 |  1848335.5
        1947 |            2725 | 1430868.66
        1688 |            2726 | 1623351.71
        1073 |            2727 | 1642625.79
         741 |            2728 | 1234195.49
        1222 |            2730 | 1017386.52
        2299 |            2731 |  526291.43
        1406 |            2733 | 1100487.22
        1725 |            2734 |  413720.23
        2551 |            2735 |  984104.67
        1014 |            2737 |  674426.09
        2636 |            2738 |  160877.55
         700 |            2739 |  478074.26
          27 |            2740 | 1188366.71
        2650 |            2742 |  580872.75
        2413 |            2746 | 1856882.53
          43 |            2747 | 1014747.93
        1527 |            2749 |   848345.1
        2334 |            2751 |  167832.19
         862 |            2752 |  576250.01
        1895 |            2753 |  1927621.9
        1820 |            2755 |  897529.64
        2264 |            2756 | 1743774.06
        1150 |            2757 |  618690.51
        1034 |            2762 | 1722634.27
         509 |            2763 |  990005.11
        1280 |            2765 | 1016816.56
          12 |            2766 | 1563780.91
         161 |            2770 | 1986919.65
        1868 |            2772 |  914496.34
        1290 |            2776 | 1310630.98
        2442 |            2777 | 1426487.12
        2349 |            2778 | 1246630.64
        1486 |            2779 | 1566408.83
        2493 |            2781 | 1935921.45
        1271 |            2782 |  664216.21
         242 |            2783 | 1898536.29
        1724 |            2784 | 1108001.02
         365 |            2785 |  805433.23
         729 |            2786 | 1805604.34
         359 |            2787 |  986439.85
        2489 |            2788 | 1421312.83
        2902 |            2789 | 1186691.12
        2683 |            2790 |  696878.93
         122 |            2792 | 1965732.41
        2217 |            2794 | 1840742.09
        2875 |            2795 |  847300.84
        2666 |            2796 | 1148224.44
         756 |            2797 |  272705.63
