 property_id |                                     address                                     |   price    
         976 | 8504 Denise Lakes Suite 278, North Ronaldshire Heights, South Timothyview       |  256400.98
         980 | 643 Park Via Apt. 636, South Hectortown Ridge, Kimberlyshire                    |  142109.22
         981 | 20804 Kelly Hill Apt. 068, Port Bruce Bay, Port Pamela                          |  513709.36
         985 | 94327 Webb Isle, North Jacob Ridge, East Andrew                                 |  635408.87
         986 | 59566 Jeremy Square, Stephanieton Gardens, New Debraburgh                       |  730800.29
         989 | 436 Oconnor Wells Suite 030, Welchmouth Estates, Elizabethbury                  |     777540
         990 | 469 Lawrence Groves, Vanessafort Village, Port Timothyborough                   | 1500537.21
         999 | 8527 Amy Courts Suite 058, Davidchester Gardens, South Caseybury                |  124746.52
        1003 | 095 Daniel Greens, New Seth Ridge, Thomasbury                                   |  906335.35
        1007 | 538 Rice Crossroad, Tamarahaven Bay, Thomasbury                                 |  512247.79
        1015 | 35240 Hamilton Mountain Apt. 977, West Brittneymouth Gardens, South Richardfurt |  941906.69
        1017 | 44295 Lester Stream, Lake William Heights, Wilsontown                           |  782667.16
        1023 | 278 Santos Trail Suite 848, Perezville Estates, Nelsonland                      |  589468.71
        1026 | 872 Stephens Trail, Danielberg Ridge, Moniqueborough                            |  963651.22
        1038 | 78240 Marcus Vista, New Gabrieltown Estates, North Ronnieton                    |  635063.98
        1039 | 286 Jennifer Fords Suite 132, Lake Jeffrey Gardens, South Cynthia               |  698547.23
        1042 | 11295 Booker Island, West Craigport Village, Lorifurt                           |  509762.01
        1053 | 16485 Denise Land, South Elizabeth Bay, Williamsview                            |  433865.71
        1058 | 303 Leslie Valley, West Thomastown Gardens, Port Carolstad                      |   180531.1
        1059 | 433 Michael Stream Apt. 531, Larsenchester Estates, Sosastad                    |  405374.18
        1060 | 319 Edwards Rest Apt. 621, Millerport Bay, East Steven                          |  242843.54
        1068 | 5587 Patricia Passage Apt. 269, East Darlene Estates, Craigport                 |  593150.32
        1069 | 28950 Brown Green Apt. 349, Elizabethport Village, Kingtown                     |  280615.41
        1074 | 7928 Williamson Via, Port Sheila Estates, Julieview                             |  478471.32
        1076 | 473 Jared Rest, Chaneyview Gardens, North Patrick                               |   274744.2
        1083 | 5482 James Plain, North Johnburgh Ridge, East Randymouth                        |  965302.69
        1087 | 60649 Zachary Corners Suite 113, Rodriguezchester Estates, Port Nancystad       |  174993.72
        1092 | 7450 Troy Burgs Suite 908, New Julie Ridge, Port Dennis                         |  450171.68
        1101 | 78051 Derek Station Suite 339, Ryantown Bay, South Donaldfurt                   |  821916.46
        1107 | 136 Gonzalez Walks Suite 818, Port Margaretfurt Village, Lukeshire              | 1064112.68
        1111 | 155 Latoya Prairie Suite 173, Port Matthew Park, New Christina                  |  412848.26
        1112 | 3536 Emily Ramp Suite 356, South Kevinfort Ridge, East Kenneth                  | 1254009.96
        1118 | 850 Diane Pass Suite 079, Williamburgh Gardens, Evansland                       |  653742.29
        1121 | 5901 Wright Courts Apt. 675, Jasonport Park, West Sonyaville                    |  116169.97
        1124 | 680 Hopkins Drive, Derrickmouth Park, South Alexanderton                        | 1618747.09
        1127 | 1028 White Pike, North Barry Heights, East Nicholas                             |  374844.52
        1129 | 14110 John Crescent Suite 572, Flowersside Estates, Rileyland                   |  776142.44
        1142 | 274 Moon Highway Suite 924, North Joanna Gardens, Rachelside                    |  646210.01
        1147 | 36798 Gregory Islands, South Hollyfurt Ridge, Jodihaven                         |  517758.06
        1148 | 92045 Lara Plaza Apt. 146, Lake Brian Bay, Jeffersonburgh                       | 1640098.67
        1149 | 6105 Barbara Field Apt. 886, Davidview Heights, North David                     | 1120933.44
        1151 | 24685 Steven Branch, Lorimouth Heights, South Vincent                           |  578220.97
        1152 | 08109 Kelly Bypass Suite 064, Wendytown Heights, Daughertyfort                  |  682639.11
        1155 | 175 Cynthia Field, Cassidybury Village, Port Stevenland                         | 1028696.01
        1156 | 89563 Sydney Pines, Cooperside Estates, Michaelborough                          | 1059061.31
        1170 | 2039 Gill Courts Suite 874, Milesside Village, South Lindsay                    | 1349797.65
        1177 | 541 Cook Pine, Paulstad Estates, Stanleyburgh                                   |  766354.69
        1188 | 4535 Evans Flat Apt. 758, Jessicahaven Ridge, Wilsonport                        |  640491.25
        1196 | 755 Nicole Courts Apt. 984, Marvinport Ridge, Richardsmouth                     | 1164674.95
        1197 | 9160 Peterson Plain, West Kyle Heights, Kristinside                             | 1350826.49
        1200 | 61726 Wright River, Dianeland Bay, New Brian                                    |  911092.04
        1202 | 13761 Lauren Crescent Apt. 362, West Janet Village, Port Lisaburgh              |  419237.08
        1204 | 09227 Villanueva Way Suite 747, Harrisonstad Ridge, Tabithaborough              |  594050.76
        1212 | 0924 Frederick Viaduct Apt. 471, Lake Cliffordstad Heights, Brianberg           |  1355720.8
        1215 | 741 Smith Road Apt. 746, New Joanneland Heights, Port Williamland               |  303824.11
        1216 | 07397 Valencia Estate, Hallville Ridge, Russellborough                          |  316379.43
        1219 | 70973 Green Path Apt. 338, Brittanyside Park, New Raymond                       |  338100.37
        1220 | 7865 Kara Ports Suite 734, East Williamfort Ridge, Thomasshire                  |  595836.55
        1233 | 8096 Garza Dam Suite 289, Teresabury Estates, North Michael                     |  700882.64
        1235 | 9514 Sarah Manors Suite 505, Lake Christian Bay, South Gabriel                  |  571170.53
        1237 | 369 Tracy Mall Apt. 825, East Michelle Gardens, Port Rodney                     |  980138.21
        1238 | 50317 Victoria Dale Apt. 511, Hunterbury Park, Theresaville                     |  609907.19
        1240 | 408 Alan Plains, Lake Michelle Estates, North Gabriel                           |  580571.58
        1242 | 3916 Ryan Burg, Whitefort Ridge, New Ryanberg                                   |   95508.28
        1244 | 61250 Megan Path Apt. 150, Bellhaven Park, West Molly                           |  453092.81
        1245 | 2882 Martinez Radial Suite 486, East Amyborough Gardens, Ricardobury            |  179068.73
        1246 | 18359 David Corner Suite 693, East Sandra Estates, Donnaside                    |  244686.28
        1250 | 156 David Mountains Suite 423, New Tanya Park, Port Megantown                   |  167047.65
        1251 | 5500 Evans Forest Suite 447, Port Debbie Gardens, New Kayla                     |   892629.8
        1255 | 21937 Eddie Expressway, West Reneechester Village, Kingborough                  |  103495.77
        1256 | 072 Huerta Burg Apt. 070, North Brian Park, North Timothy                       |  435237.41
        1258 | 55145 Sullivan Hollow, Thompsonmouth Estates, Vaughnmouth                       |  402943.38
        1260 | 379 Danielle Isle Apt. 306, New Jackiefort Estates, Russellmouth                |  224744.71
        1263 | 887 Samantha Shores, South Pamelamouth Heights, Davisshire                      |  613520.67
        1264 | 95395 James Heights, Brooksfurt Park, North Roberthaven                         |  330544.07
        1265 | 1053 Golden Union, East Kimberlyport Gardens, South Curtis                      |  348489.25
        1266 | 0724 Angela Fort, Alejandroland Ridge, West Mark                                | 1534416.01
        1268 | 168 Leblanc Courts Suite 051, Thompsonmouth Park, New Katherineberg             |  517423.85
        1274 | 811 Tina Manor, Nelsonville Bay, Robertborough                                  | 1480990.41
        1278 | 356 James Highway Apt. 996, North Jeromehaven Village, Garciaton                |  722448.02
        1284 | 07340 Eduardo Branch, West Dennisview Heights, East Kenneth                     |   634003.7
        1288 | 79860 Price Isle, Odonnellbury Gardens, Lake Michelle                           |  375864.27
        1289 | 72834 Craig Streets Apt. 916, Michaelland Estates, Collinshaven                 |  369410.33
        1293 | 04245 Christine Way Suite 569, West Kelsey Ridge, Toddchester                   |  552993.94
        1299 | 378 Baker Branch Apt. 458, Prestonland Heights, Kaylahaven                      |  124393.14
        1302 | 6142 Christine Cove Apt. 140, New Davidhaven Park, South James                  |  116670.05
        1307 | 440 Rogers Parkways, South Alexander Ridge, South Jennifer                      |  649352.47
        1313 | 1782 Danielle Burgs Suite 166, Milesside Village, Riveramouth                   | 1271210.01
        1315 | 45213 Moody Inlet Suite 004, Mayport Park, North Jennifer                       |  281368.18
        1316 | 228 Samantha Villages, South Timothybury Ridge, New Davidborough                |   132876.6
        1323 | 10265 Zamora Station, Tinaview Ridge, Hardyberg                                 |  221913.79
        1329 | 567 Ward Springs, Leonardville Ridge, Keithmouth                                |  155946.56
        1330 | 0003 Lori Ford Apt. 903, West Krystalfurt Village, Jenniferfurt                 |  575008.56
        1332 | 6639 Sydney Forges Suite 122, Starkstad Park, Lake Erinview                     |  896896.84
        1333 | 1520 Mendez Port Suite 543, West Jonathantown Park, Kevinfort                   |  264643.26
        1342 | 61899 Kendra Forge, Normanhaven Heights, Port Dawntown                          |  994758.77
        1347 | 891 Marks Forges Suite 184, Hayesview Estates, Arthurmouth                      |   748834.1
        1351 | 376 Danielle Valleys Suite 616, Jenniferland Gardens, Brownfort                 |  416960.69
        1352 | 0865 Jacob Terrace, North Karen Ridge, Jerryshire                               |   83871.87
        1356 | 293 Liu Valley, Thompsonmouth Heights, Micheleland                              |  504138.97
        1360 | 28172 Samantha Drives, East Teresa Park, Port Karishire                         |  245930.28
        1362 | 140 Chang Courts Apt. 903, Martinborough Estates, West Lauren                   |  994709.01
        1368 | 930 Lori Mountain Apt. 847, Whitneyhaven Village, Ramirezburgh                  |   94798.73
        1369 | 497 Carolyn Ports Apt. 521, Jacobfort Bay, Emilystad                            |   293735.7
        1371 | 1600 Dawn Inlet Apt. 091, Prestonchester Heights, Dannymouth                    |  105288.25
        1372 | 653 Guerrero Ferry Apt. 512, Alejandroview Park, Mcclainberg                    | 1089936.97
        1373 | 7505 Torres Heights Apt. 233, Jenniferberg Gardens, Port Adam                   |  141343.58
        1374 | 2111 Beck Village Apt. 381, Bennettland Village, Cookmouth                      |  594515.04
        1377 | 826 Roberson Brook, Lisaport Gardens, East Jeffrey                              | 1098776.21
        1380 | 282 Perez Groves Apt. 864, Laurastad Village, South Michelleport                |  325041.45
        1386 | 446 Arroyo Street, North Anthonyland Gardens, South Lauren                      |   243204.7
        1387 | 062 Garrison Flat, Lake Joanna Village, South John                              |  123339.81
        1393 | 9947 Duke Village, Terryburgh Ridge, Danielberg                                 | 1585755.85
        1394 | 3889 Gutierrez Course Suite 298, Johnchester Ridge, West Laurenville            | 1125884.01
        1400 | 751 White Forks Apt. 842, Charlesland Estates, East Henry                       |  932785.97
        1402 | 2945 Gabriel Lodge, North Robertside Heights, Moralesmouth                      |  502307.82
        1411 | 3122 James Drive, Martinezberg Bay, Rasmussenberg                               |  621034.16
        1414 | 471 Jessica Garden, Lake Katherineport Park, West Robert                        |  505516.62
        1416 | 213 Johnson Crossing, South Monica Village, Kevinton                            |  698544.34
        1418 | 641 Harvey Greens, East Caitlinport Village, Lake Tracy                         |  432936.32
        1420 | 63976 Campbell Avenue, Donberg Gardens, South William                           |  346562.35
        1426 | 81592 Butler Manors, West Chase Gardens, Weavermouth                            |   94572.67
        1427 | 8266 Gardner Ridges, Derekton Park, Mendezfort                                  | 1203274.23
        1428 | 7172 Perry Viaduct Suite 572, Garciafort Bay, Rojasport                         |  486361.14
        1430 | 164 Macias Forest Suite 697, Port Marie Estates, Travisbury                     |  432909.68
        1432 | 280 Peterson Hollow, Guzmantown Park, New Mark                                  |   619084.1
        1433 | 6989 James Lane, Carmenmouth Ridge, New Alexandria                              |  759482.94
        1436 | 652 Castillo Port, Lake Jacqueline Gardens, Melanietown                         |  239060.07
        1447 | 8591 Stephanie Green, Collinsburgh Ridge, Port Brianshire                       | 1130421.38
        1449 | 5358 Hughes Landing Apt. 135, New Maria Heights, Sarastad                       |  460971.21
        1450 | 17482 Bryan Green, South Jason Park, Deannaside                                 |  378199.73
        1453 | 7959 John Key, Jasonville Park, New Lisa                                        | 1244046.13
        1462 | 570 Landry Trace, Lake Cynthiaport Ridge, Samanthafort                          |  159188.71
        1469 | 53084 David Bypass Apt. 004, East Lisafurt Ridge, South Russell                 |  579541.21
        1471 | 8285 Summers Street Suite 720, Leslieville Ridge, New Michaelburgh              | 1674485.07
        1472 | 3596 Durham Forges, New Charles Ridge, Lisaland                                 |  684610.72
        1476 | 752 Robin Plaza, Lopezton Heights, Thompsonberg                                 | 1500214.54
        1478 | 48819 David Park, East Pennychester Gardens, New Dustinshire                    |  331501.59
        1483 | 713 Roberto Bridge, Tammymouth Ridge, South Miabury                             |  797274.19
        1493 | 15513 Stafford Locks, Port Morgan Village, Natashaberg                          |  322880.35
        1495 | 84572 Steven Cliffs, Martinfort Bay, South Susanmouth                           |  399460.38
        1496 | 0630 Marcus Lane, North Davidbury Village, Nicoleberg                           | 1469660.78
        1497 | 2176 Troy Forest Apt. 158, Jeremyside Heights, North Jennifermouth              |   96755.97
        1503 | 8211 Brown Estates Suite 591, Lake Jason Gardens, Johnsonstad                   |  640205.15
        1508 | 96640 James Estates Apt. 201, North Joshuahaven Village, Cassidyberg            |   819127.2
        1513 | 240 Clark Mission, North Kristenside Bay, Jamieshire                            |   812351.7
        1515 | 493 Shea Drives, Anthonystad Village, West Rhonda                               |  151427.39
        1516 | 6449 Anthony Trace, Hoodbury Estates, Port Nicholas                             | 1092061.33
        1518 | 41711 Darren Fall, Davidmouth Park, New Matthewmouth                            |  894643.05
        1524 | 066 Valentine Isle, North Julieshire Gardens, New Marktown                      |  708126.18
        1525 | 1598 Phillips Island, New Christianville Estates, South Justinview              |  780312.38
        1531 | 77464 Schaefer Lock Apt. 033, Lake Kayla Village, Carterville                   |   92403.34
        1532 | 918 Rose Lake, North Deborah Bay, New Rachelton                                 |  423237.46
        1533 | 74087 Myers Pines, Amandabury Estates, Donnabury                                |  506198.85
        1534 | 2819 Rivera Harbors, Vickiborough Heights, Brookeborough                        |  197561.61
        1539 | 9786 Williams Landing Suite 552, Angelatown Gardens, New Melissa                | 1146694.18
        1543 | 52984 Anthony Point Suite 639, Phillipshire Estates, Karenmouth                 |  198038.75
        1547 | 317 Lisa Trafficway, Mitchellland Gardens, Port Matthewfort                     | 1351453.05
        1549 | 3840 Martinez Pass Suite 878, North Rhondaside Village, East Peterfurt          |  288005.94
        1550 | 37662 Jared Wells Apt. 254, West Tiffanyhaven Gardens, Jillianchester           |  853060.89
        1554 | 86046 Adams Islands Suite 279, Lake Jenniferborough Gardens, Michaelbury        |  809334.78
        1555 | 845 Peterson Streets, Normanhaven Heights, Pammouth                             | 1278354.56
        1557 | 608 Jacob Island Suite 164, Port Fred Village, Port Clayton                     |  105507.57
        1559 | 27489 Melissa Spur Suite 051, Amyhaven Village, North Sethshire                 |  1026256.2
        1563 | 66922 Thomas Avenue Apt. 328, New Austin Heights, Vargasberg                    |  481155.02
        1564 | 85544 Powell Track Suite 133, West Cynthiafurt Ridge, North Williammouth        |  954971.47
        1567 | 0754 Warren Stream, West Danielle Estates, East Timothyhaven                    | 1174658.01
        1571 | 828 Maria Isle, South Ericshire Ridge, Port Abigailfurt                         |  892702.63
        1572 | 6364 Richardson Passage Suite 214, Kellyhaven Bay, West Mollytown               | 1114354.01
        1573 | 1297 Mann Run Suite 003, Samanthahaven Gardens, Lake Andrew                     | 1036275.16
        1574 | 24371 Lewis Causeway, Normanhaven Heights, East Danny                           | 1403275.71
        1576 | 95694 Elizabeth Track, West Cindymouth Ridge, North Jeffreyborough              | 1596628.62
        1577 | 25155 Anthony Junctions, East Brianhaven Park, Patriciaville                    |  1550125.1
        1582 | 1012 Hector Mountains Suite 316, Elainefurt Estates, Port Kyle                  | 1211519.17
        1583 | 6074 Fields Island, South Mark Bay, East Sharon                                 | 1141845.16
        1586 | 174 Dustin Rapid Suite 149, Williamburgh Gardens, West Brandon                  |   203780.4
        1589 | 632 Paul Run Apt. 445, Christianton Heights, Kingfurt                           |  545487.69
        1590 | 92210 Jones Loaf, Nathanmouth Park, Porterville                                 |  127486.48
        1592 | 5516 Michael Cliffs, Port Bethany Gardens, Patriciamouth                        |  661951.68
        1593 | 26434 Larson Junctions Apt. 604, West Christophershire Estates, Raymondfurt     | 1753884.68
        1594 | 74721 Adkins Hill, East Sandra Estates, Davismouth                              |  149764.87
        1596 | 2202 Beth Land Suite 430, North Johnhaven Gardens, Melanieton                   | 1034613.78
        1597 | 34952 Dale Dam, New Jacob Ridge, New Leslie                                     |  637214.56
        1598 | 943 Clay Walk, Lake Jamie Park, Avilashire                                      |  1514232.4
        1602 | 2987 Eddie Rue, East Joshua Village, Adambury                                   | 1343747.93
        1604 | 0702 Francisco Rapid, Scottland Village, Port Robert                            | 1337101.52
        1605 | 045 Karen Place Suite 672, Lisabury Estates, New Hannah                         |  410043.32
        1612 | 9744 Boyle Station, Port Luiston Bay, South Mackenzie                           |  995112.69
        1616 | 836 Michael Locks Suite 869, East Angelatown Ridge, Trevinoland                 |  289972.06
        1617 | 6016 Cameron Unions, New Cody Village, Port Chelseamouth                        |  441864.32
        1622 | 041 Thomas Forge, Rhodesfurt Village, Jillview                                  | 1306106.11
        1623 | 15772 Daniel Fords Apt. 952, Lynchville Village, New Heidichester               |  751195.08
        1627 | 277 Kelly Neck Apt. 371, West Brian Ridge, Thomasshire                          | 1177511.67
        1629 | 033 Edwards Light Apt. 050, Ginashire Village, Lake Erica                       |  863502.67
        1630 | 7865 Anthony Green Apt. 544, Lake Sophia Heights, Debraburgh                    |  818128.22
        1634 | 95731 Sanders Ferry, Rodriguezchester Estates, North Jenniferfort               |  633498.31
        1635 | 96755 Garcia Gardens Suite 091, Harveytown Gardens, Lake Maria                  |  256681.65
        1637 | 5397 Kristen Pass Suite 336, North Patrick Bay, Amandabury                      |  570967.36
        1642 | 4581 Corey Trace, North Kayla Bay, Welchfurt                                    | 1052818.92
        1647 | 483 Moses Viaduct Suite 077, New Danielland Bay, Candiceside                    |   88784.81
        1649 | 9823 Fowler Valley, West Shannonville Estates, Port Chelseashire                | 1156837.13
        1650 | 7990 Travis Wall Suite 235, Thompsonmouth Park, Josephmouth                     |  906797.25
        1651 | 92641 Frank Turnpike Apt. 759, Pattyfort Estates, North Danielfort              |  763579.65
        1653 | 960 Clinton Springs Apt. 046, Lynchtown Ridge, Johntown                         |  596748.66
        1656 | 6170 Lowe Lake, Savannahchester Ridge, Donnaside                                |  516370.93
        1657 | 157 Clayton Valley, Rebeccafort Park, North Michelleport                        |  684285.97
        1658 | 63256 Katherine Knoll Apt. 018, East Christopher Gardens, Sheenatown            |   89191.38
        1659 | 569 Brown Well, East Paulfurt Ridge, Halemouth                                  |   723358.4
        1660 | 2245 Tonya Pike Apt. 641, Port Brian Estates, North Teresaborough               |   334698.1
        1661 | 90642 Watkins Common Apt. 189, New Thomas Heights, West Brittney                |   124466.5
        1665 | 030 Morrow Ridge Suite 722, New Marilynburgh Gardens, Matthewburgh              |  1471776.2
        1667 | 970 Bell Mills Suite 667, West Brandyville Gardens, Port Laura                  |  850121.61
        1669 | 7278 Daniel Motorway, Port Anthonyhaven Heights, Josephside                     |  740376.34
        1675 | 8720 Matthew Lights, Port Anna Ridge, Lake Veronicaberg                         |  140001.21
        1676 | 922 Matthews Knolls Apt. 538, Williamsstad Heights, West Jamesburgh             | 1702786.04
        1677 | 295 Katherine Overpass, Katherinefurt Ridge, Rossville                          |   560345.2
        1686 | 68763 Sarah Valley, Lake Candice Bay, Matthewstad                               |  713465.87
        1690 | 0832 Taylor Path, South Sherri Village, Lake Yolanda                            |  672466.82
        1694 | 990 Ortiz Road, East Shannon Heights, Brownfurt                                 |  334428.07
        1695 | 61581 Cardenas Inlet, Huangborough Bay, South Williambury                       |  434826.29
        1698 | 231 Allen Course, North Michelleton Estates, Joannaville                        |  916887.01
        1701 | 5131 Barbara Meadows, Mayoville Village, Lake Jamesberg                         |  362388.57
        1705 | 919 Morgan Valleys, Port Darlene Estates, North Oliviafurt                      | 1046565.88
        1709 | 34959 Franklin Walk Suite 079, New Kathleenfurt Park, Bethtown                  | 1066581.96
        1715 | 3245 Maria Inlet, East Madison Estates, Port Robert                             |  406593.93
        1716 | 5501 Angela Course Suite 999, Thomasborough Ridge, Lake David                   |  170683.32
        1720 | 532 James Village Apt. 530, East Cindyburgh Village, South Sarahberg            | 1049578.15
        1723 | 3254 Nicole Court Apt. 362, Lake David Heights, Melissamouth                    | 1127344.76
        1728 | 367 Short Stream Suite 305, South Olivia Bay, Edwinmouth                        |  536113.33
        1729 | 21046 Tara Inlet, Cruzchester Park, Rhodesmouth                                 |   999457.5
        1731 | 5370 Alyssa Crescent, Kristietown Estates, Lake Larryhaven                      | 1005714.05
        1735 | 9674 Melissa Haven, Richardport Gardens, Port Danaville                         |  280063.15
        1736 | 706 Graves Springs, Lake Joseph Ridge, Lake April                               |  235379.79
        1738 | 274 Benjamin Rue Apt. 126, Port Jeffrey Ridge, Port Jenniferberg                |  887006.21
        1739 | 924 Jennifer Burgs, Lake Ian Bay, South Tiffanyville                            |  729788.54
        1740 | 50909 Gonzalez Glens, Guzmantown Park, Mahoneyside                              | 1037151.29
        1743 | 31660 Debra Route Suite 251, West William Heights, Lake Elizabethtown           |  338186.26
        1745 | 77285 Donna Camp Suite 308, South Nicholeville Village, North Phillip           |  960831.46
        1747 | 55037 Moon Crossroad Apt. 512, South Olivia Bay, Lake Jackburgh                 |  497437.58
        1748 | 99308 Sarah Mount Suite 805, Lake Deannafurt Heights, Wilcoxshire               |  659697.76
        1750 | 202 Connor Views Apt. 841, Larryhaven Bay, Brittanyborough                      |  292063.97
        1751 | 79056 John Drive Suite 907, Lake Benjamin Heights, South Michaeltown            |  652525.34
        1752 | 83302 Brown Prairie Suite 113, South Wesleyfurt Gardens, Matthewville           | 1061808.69
        1763 | 8248 Watson Highway, Port Annachester Ridge, Jimenezberg                        |  358695.57
        1765 | 57799 Lowe Neck Apt. 407, New Deannamouth Park, New Michelleshire               |  449752.73
        1767 | 4681 Herrera Fort Suite 124, Cruzview Ridge, East Evelyn                        |  722558.36
        1769 | 553 Laura Point, Lake Samuelland Bay, Lake Georgemouth                          | 1196739.76
        1772 | 16359 Katie Isle Apt. 867, Monroestad Gardens, South Leviport                   | 1072224.76
        1775 | 045 Woodward Trail, North Patrick Bay, New Donna                                |  261848.76
        1781 | 0740 Erik Bridge Suite 772, New Michelle Bay, Rachelchester                     |  832570.62
        1783 | 539 Ricky Lock, South Taylor Estates, Smithberg                                 |  748273.31
        1786 | 324 Graves Course, North Michaelburgh Estates, Port Jason                       |  712492.01
        1788 | 05378 Kristy Greens Apt. 440, Lake Edwardview Estates, North Ashley             |  393617.02
        1792 | 80691 Mata Island Apt. 024, Hallton Gardens, Harrisshire                        |  359359.86
        1793 | 361 Kim Pike, East Vincent Estates, West Williammouth                           |  213900.51
        1802 | 93455 Angela Courts Suite 598, Laurenmouth Heights, East Donna                  | 1415865.96
        1803 | 35684 Michael Lights Apt. 527, Michelleport Gardens, North Joseton              | 1113688.31
        1804 | 3878 Jean Isle, Kirkton Village, Aliciamouth                                    | 1159814.43
        1806 | 52936 Andre Mall, New Jenniferberg Bay, Lake Kellyborough                       |  710954.32
        1809 | 9877 David Plain, Scottville Bay, South Wendy                                   |  341284.04
        1811 | 0364 Reed Vista, East Noah Estates, Johnathanshire                              |  1320971.5
        1812 | 996 David Islands Apt. 409, Brownside Village, North Loretta                    | 1088404.27
        1814 | 0949 Alexis Manors Apt. 377, Vincentville Village, Lake Christopher             |  680328.81
        1815 | 4275 Shannon Circles Suite 102, West Travismouth Ridge, Lake Sandra             | 1325721.95
        1817 | 6425 Glover Groves Apt. 369, Josephport Bay, New Juliefort                      |  139169.28
        1818 | 91935 Noah Centers, Lake Kariborough Village, Lake Josephberg                   |   94059.91
        1819 | 325 Lee Ferry Apt. 527, Brooksbury Bay, Jessicabury                             | 1426979.33
        1821 | 88836 Danielle Hill Apt. 252, Kimhaven Ridge, Lake Warrenland                   |   95483.61
        1824 | 05411 Kristina Rue Suite 685, New Tammy Park, West Lisa                         |  337731.45
        1825 | 82953 Michael Pines Suite 961, New Johnmouth Heights, Lewisfurt                 |  187140.88
        1827 | 5053 Aaron Bridge, Lake Edwardfort Estates, Jeremybury                          |  815995.24
        1829 | 64847 Hall Haven Apt. 474, Timothymouth Bay, Port Jeremy                        |   544374.9
        1834 | 0627 Wilson Lane, Lake Nancy Ridge, North Tyronefurt                            | 1602655.11
        1837 | 11335 Caroline Stravenue Suite 945, West Garrett Heights, Grahamfort            |  467017.77
        1840 | 9854 Kelsey Junction, South Anna Heights, Garciaview                            |  568451.49
        1843 | 8176 Sullivan Junctions, Diazfurt Park, Jameston                                |  119981.23
        1846 | 2127 Cochran Hills Apt. 639, Richardland Park, Port Jenna                       |  602200.44
        1847 | 604 Garner Locks Apt. 353, New Lukeville Gardens, Javierchester                 | 1628803.71
        1849 | 658 Hughes Islands Suite 184, Sampsonfurt Park, Kingborough                     |  576539.39
        1850 | 3481 Rebecca Harbor Suite 248, West Dustinchester Bay, Port Kim                 |  152260.32
        1855 | 587 Ronald Hills Apt. 592, West Annetteberg Bay, Cannonchester                  |  958546.07
        1856 | 887 Duncan Knolls Apt. 545, Gallagherberg Bay, Amberborough                     | 1201744.76
        1867 | 2538 White Centers Apt. 749, Henryport Estates, Timothyview                     |   167477.4
        1870 | 474 Carter Isle Apt. 596, West Matthew Bay, Williamsstad                        |  714441.74
        1880 | 23650 Caleb Mews, North Mariaview Gardens, Leonardmouth                         |  802011.85
        1881 | 78348 Harvey Island, South Heidiborough Gardens, New Jamesbury                  |  708891.97
        1882 | 449 Payne Garden Suite 557, New Jonathan Park, Richardmouth                     |  494013.34
        1883 | 6511 Young Manor, New Cassidy Estates, Port Richardbury                         |  575676.75
        1884 | 7994 Michelle Village, East Donald Heights, Churchmouth                         |   549641.9
        1885 | 068 Jonathon Radial, Arroyoville Park, Port Laura                               |  456658.42
        1886 | 899 Mcguire Flats, South Mark Bay, Hendersonbury                                |  995413.36
        1887 | 48566 Gray Knoll, New Samantha Bay, Perezchester                                | 1689341.06
        1889 | 80912 Lewis Parks, West Donaldburgh Ridge, West Taraton                         |  825198.42
        1890 | 9944 Williams Flats, Port Johnnyshire Park, Cohenburgh                          |  158989.09
        1897 | 7104 Amanda Corners Suite 919, New Edwinmouth Village, North Christophershire   |  123252.59
        1898 | 655 Steven Views, Diazfurt Park, Mahoneyburgh                                   |  671600.73
        1899 | 76710 William Groves, New Andrewborough Ridge, Barbaraport                      |   225980.2
        1900 | 727 Philip Lodge Apt. 907, Donnaview Gardens, Lake Fernandochester              |  194038.35
        1907 | 211 Robert Turnpike, Dianechester Village, Lake Melissa                         |  579638.53
        1908 | 7381 Livingston Bypass Suite 227, Edwardschester Village, South Shawn           |   195065.6
        1909 | 491 Jared Summit, West Cathy Estates, Carneychester                             |  774412.38
        1921 | 462 Ricky Gardens, Danielberg Ridge, Lake Richard                               |  526727.29
        1922 | 326 Gregory Hills, Port Justinhaven Park, South Priscilla                       | 1432393.63
        1924 | 71576 Jones Roads Suite 104, Wrightland Gardens, New Cynthiaville               |  415491.55
        1930 | 37715 Ashley Pass, Gomezton Ridge, North Stephen                                |  621489.89
        1935 | 4712 Mario Gardens Suite 125, Lake Jimmyshire Bay, Port Troy                    |  351400.15
        1942 | 3186 Guzman Locks Apt. 864, Lake Connor Heights, Port Stephanie                 |  803436.41
        1950 | 6651 Robert Club, Smithfort Ridge, Hamiltonberg                                 |  412906.64
        1955 | 34900 Irwin Camp Suite 802, Port Adam Gardens, Ryanport                         | 1103021.93
        1957 | 319 Chen Dam, Simpsonmouth Park, Port Joshua                                    |  661912.01
        1958 | 5182 Hurst Coves Apt. 086, Port Stevetown Gardens, East Tarahaven               |  909745.11
        1960 | 17569 Lewis Plaza Suite 315, Smithmouth Village, West Taylor                    |  351409.42
        1961 | 464 Michael Island Suite 708, South Catherine Ridge, South Matthewchester       |  185746.68
        1962 | 1752 Vincent Burg Suite 351, Port Vanessa Ridge, Lake Sethstad                  |  123983.03
        1965 | 422 Ashley Spring, North Jessica Park, Davidberg                                |  337275.43
        1971 | 9290 Amanda Ford Suite 699, East Michelletown Bay, Kennethmouth                 |  742904.35
