             name              | listing_cnt | avg_price  
 North Julieshire Gardens      |           2 | 1280147.88
 South Rachel Park             |           2 | 1278441.25
 Jasonville Park               |           2 | 1278250.78
 Sanchezfurt Gardens           |           1 | 1278177.69
 Lynchville Village            |           2 | 1277853.32
 Isaacton Park                 |           1 | 1277781.07
 New Karen Bay                 |           1 | 1277660.73
 West Victoria Gardens         |           2 | 1277484.24
 Adamsmouth Gardens            |           1 | 1277005.42
 New Howard Ridge              |           2 | 1275985.98
 Martinborough Estates         |           2 | 1275542.13
 Port Maryport Bay             |           2 | 1274891.49
 Kellyhaven Bay                |           3 | 1274650.44
 Floresberg Gardens            |           2 | 1274149.48
 Spencechester Heights         |           2 | 1274056.93
 South Deborah Heights         |           1 | 1272244.73
 South Sherry Ridge            |           1 | 1271484.98
 East Michelleland Ridge       |           1 | 1271245.84
 Petersenhaven Village         |           2 | 1270861.08
 Port Jessicashire Gardens     |           1 | 1270599.78
 Lake David Heights            |           2 | 1267399.55
 South Lauriefurt Gardens      |           4 | 1264784.53
 Carolland Gardens             |           1 | 1264623.21
 Susantown Ridge               |           3 | 1263378.55
 Rodriguezton Ridge            |           1 | 1263103.31
 Cainton Ridge                 |           3 | 1263043.64
 Cunninghamberg Gardens        |           2 | 1262894.99
 Ryantown Bay                  |           4 | 1262348.16
 Mileshaven Park               |           2 | 1261585.51
 Johnstonstad Estates          |           1 | 1261325.80
 Garciahaven Gardens           |           1 | 1259958.19
 North Michelleton Estates     |           2 | 1259698.34
 Tinaborough Park              |           2 | 1257571.25
 East Jenna Gardens            |           1 | 1256802.20
 South Ronaldview Bay          |           1 | 1256203.14
 Mistyhaven Estates            |           1 | 1255188.68
 Griffithstad Estates          |           1 | 1253661.12
 Laurieton Village             |           2 | 1253329.38
 Port Adam Gardens             |           2 | 1253082.86
 Lake Colleenmouth Ridge       |           1 | 1252632.25
 North Johnhaven Gardens       |           3 | 1252160.47
 Port Craigmouth Estates       |           1 | 1251723.82
 South Alexander Ridge         |           2 | 1250644.95
 Port Jasonbury Ridge          |           1 | 1250259.79
 Mendozaburgh Village          |           1 | 1250047.99
 Mollymouth Bay                |           2 | 1249651.12
 Lake Curtis Bay               |           2 | 1248835.71
 Lake Connor Heights           |           2 | 1248789.86
 Port Andreaton Gardens        |           2 | 1248225.56
 Colemanbury Park              |           1 | 1247653.64
 Port Tiffany Gardens          |           1 | 1246941.71
 South Andrewhaven Bay         |           1 | 1246630.64
 Debbieburgh Village           |           1 | 1245697.84
 Lindaton Heights              |           3 | 1244596.67
 East Gabriel Ridge            |           3 | 1242255.25
 Port Joshua Estates           |           1 | 1241682.28
 Port Sonyaside Estates        |           1 | 1241516.75
 South Darrenbury Village      |           1 | 1241124.50
 Angelaville Heights           |           1 | 1239762.22
 Ashleyshire Park              |           2 | 1237631.94
 Burnston Ridge                |           1 | 1236732.46
 Hernandezside Gardens         |           3 | 1236293.52
 Port Anthony Heights          |           1 | 1236274.68
 Vincentville Village          |           6 | 1234790.97
 North Mariaview Gardens       |           3 | 1234709.18
 Thomasville Bay               |           1 | 1234195.49
 North Julianton Ridge         |           2 | 1233184.60
 North Cristianton Village     |           1 | 1232919.95
 South Monica Village          |           3 | 1232468.73
 North Kimberlymouth Gardens   |           1 | 1232388.59
 Peterton Bay                  |           1 | 1232236.17
 West Frankport Village        |           1 | 1231584.83
 Hayesmouth Bay                |           2 | 1231063.51
 South Jason Park              |           5 | 1231032.85
 Port Margaretfurt Village     |           2 | 1230864.45
 Jessicatown Park              |           2 | 1229801.92
 Taylorland Park               |           1 | 1228853.34
 Robertburgh Village           |           1 | 1228609.54
 Nathanielport Heights         |           2 | 1227785.42
 Garyfort Heights              |           1 | 1227765.86
 Lake Markborough Park         |           1 | 1227115.15
 Port Darlene Estates          |           3 | 1227082.12
 South Heidiborough Gardens    |           3 | 1226691.82
 Jamesbury Ridge               |           2 | 1225383.65
 Cynthiafurt Heights           |           1 | 1225045.15
 New Julie Ridge               |           2 | 1222236.27
 North Erica Park              |           1 | 1220322.15
 North Jenniferview Estates    |           2 | 1218430.74
 Adambury Heights              |           2 | 1217764.49
 Lake Michaelhaven Estates     |           1 | 1215511.77
 Pearsonside Bay               |           1 | 1214700.11
 North Mark Village            |           2 | 1214561.31
 Stephenshire Gardens          |           1 | 1214309.69
 Lindatown Estates             |           2 | 1213888.44
 Cruzview Ridge                |           2 | 1213851.95
 Troyville Heights             |           1 | 1213453.35
 Pinedahaven Estates           |           2 | 1213298.24
 Berryview Gardens             |           2 | 1212952.42
 South Catherine Ridge         |           3 | 1212580.11
 North Nicholasport Gardens    |           2 | 1212486.95
 West Donna Ridge              |           1 | 1212119.22
 North Stevenbury Estates      |           1 | 1211801.03
 New Ashley Ridge              |           1 | 1211178.46
 Larryview Heights             |           2 | 1209442.99
 South Pam Gardens             |           1 | 1208637.84
 Lake Michael Park             |           4 | 1208523.45
 New Cherylport Ridge          |           2 | 1207541.38
 Shannonville Estates          |           2 | 1207163.27
 Abigailmouth Estates          |           2 | 1206771.35
 West Chase Gardens            |           3 | 1206466.34
 Alexishaven Bay               |           1 | 1203345.16
 New Andrew Village            |           2 | 1202328.34
 Johnsonmouth Heights          |           4 | 1201942.11
 Ericfort Heights              |           1 | 1201026.97
 South Patriciaview Bay        |           2 | 1200670.52
 Aguilarside Estates           |           1 | 1198936.30
 Floreshaven Park              |           2 | 1197890.76
 Lake Jaredfurt Ridge          |           1 | 1196200.30
 Port Mariobury Bay            |           1 | 1195870.16
 North Valerieton Gardens      |           1 | 1194814.05
 New Timothy Ridge             |           1 | 1194675.62
 Cassidybury Village           |           2 | 1194116.16
 Carmenmouth Ridge             |           3 | 1193908.54
 Richardport Gardens           |           3 | 1192855.94
 Lake Edwardfort Estates       |           2 | 1192458.05
 New Lisa Bay                  |           1 | 1192430.21
 Mariobury Village             |           2 | 1190913.14
 East Williamfort Ridge        |           3 | 1190374.57
 Port Justinview Ridge         |           1 | 1190122.15
 Lake Melissaview Gardens      |           1 | 1189026.05
 Ryanmouth Ridge               |           1 | 1188366.71
 New Austin Heights            |           3 | 1186722.93
 Fosterport Bay                |           1 | 1185679.07
 Johnmouth Ridge               |           4 | 1185672.78
 South Janetside Heights       |           1 | 1184928.66
 Kirkton Village               |           2 | 1184375.41
 Montesside Park               |           2 | 1184223.53
 Port Jay Heights              |           3 | 1183781.73
 East Melissaberg Ridge        |           1 | 1182241.78
 Ashleyview Bay                |           1 | 1180230.86
 Welchmouth Estates            |           2 | 1180224.15
 South Kimberly Park           |           2 | 1179721.52
 Jessetown Heights             |           2 | 1179253.87
 Woodardbury Park              |           2 | 1178321.83
 New Jenniferberg Bay          |           2 | 1177421.27
 Grayton Gardens               |           1 | 1177197.98
 Lake Brookeport Estates       |           1 | 1176348.16
 South Shawnfort Gardens       |           1 | 1174107.01
 East Brandon Heights          |           1 | 1173074.74
 Amandaland Bay                |           3 | 1170991.47
 Lake Sarah Heights            |           2 | 1170820.58
 Markberg Heights              |           1 | 1170125.90
 Davidview Bay                 |           1 | 1167821.18
 New Michelle Village          |           1 | 1166717.67
 West Craigport Village        |           3 | 1166438.35
 Hoodbury Estates              |           2 | 1165885.37
 Lake Jenniferborough Gardens  |           2 | 1165491.05
 East Stephenburgh Estates     |           1 | 1164888.91
 Michelleberg Gardens          |           1 | 1164030.69
 West Shawnberg Ridge          |           1 | 1163504.07
 South Mark Bay                |           3 | 1162996.40
 Port Alexismouth Village      |           2 | 1162615.99
 North Dana Gardens            |           2 | 1162555.66
 Lake Steven Estates           |           2 | 1161008.89
 Lynchtown Ridge               |           3 | 1159692.81
 Thomasfort Park               |           2 | 1158011.34
 Jeffreyberg Bay               |           1 | 1157196.81
 New Kathleenfurt Park         |           3 | 1155343.71
 Lake Annaland Estates         |           2 | 1154969.51
 Port Christopherburgh Bay     |           1 | 1152021.23
 New Katelynshire Heights      |           1 | 1150593.27
 Port Kristinburgh Gardens     |           2 | 1150080.57
 Samanthahaven Gardens         |           3 | 1149461.73
 East Vincent Estates          |           3 | 1148816.64
 Swansonberg Estates           |           1 | 1147477.55
 Port Julie Bay                |           1 | 1147464.33
 Vaughnfurt Estates            |           5 | 1145555.88
 Huangborough Bay              |           3 | 1145530.07
 South Joseph Park             |           2 | 1145217.93
 South Ericshire Ridge         |           3 | 1143334.72
 Nathanville Estates           |           2 | 1143196.74
 Kathleenville Village         |           1 | 1142629.17
 West Vincentfurt Village      |           2 | 1142369.49
 North Sarah Bay               |           1 | 1141715.92
 Angelabury Bay                |           2 | 1140574.72
 Lake Michelleport Estates     |           4 | 1140458.37
 Port Daniel Gardens           |           2 | 1140371.30
 North Deborah Bay             |           2 | 1140086.02
 Brownton Ridge                |           1 | 1138612.47
 Robinsonland Gardens          |           1 | 1138139.14
 Arroyoville Park              |           2 | 1138028.68
 Kimhaven Ridge                |           3 | 1137528.74
 Lake Brandonfurt Village      |           1 | 1136281.21
 Millsmouth Bay                |           1 | 1136095.05
 Alejandroview Park            |           2 | 1134912.79
 Anneland Heights              |           1 | 1133916.53
 North Kayla Bay               |           2 | 1133037.66
 Timothyburgh Bay              |           1 | 1131905.62
 Richardsborough Park          |           1 | 1130340.39
 New Michael Gardens           |           1 | 1127350.96
 Matthewville Ridge            |           1 | 1125955.65
 New Christinaton Bay          |           1 | 1125817.52
 West Eddie Bay                |           1 | 1125649.35
 Michelleport Gardens          |           2 | 1125572.59
 Davidview Heights             |           3 | 1125436.45
 Tanyaview Park                |           1 | 1125164.39
 Port Ricardomouth Bay         |           1 | 1123131.91
 South Chad Bay                |           4 | 1122999.38
 New Russellside Bay           |           1 | 1119264.70
 New Conniefort Village        |           2 | 1118360.68
 South Codychester Gardens     |           1 | 1118310.87
 Lake Gregory Village          |           1 | 1117731.00
 Lake Georgemouth Heights      |           3 | 1117046.37
 Randyville Ridge              |           2 | 1114572.12
 Brownborough Park             |           2 | 1113739.24
 Carriechester Estates         |           1 | 1112356.61
 Port Stephaniechester Estates |           1 | 1111798.23
 Lewisport Park                |           2 | 1111302.73
 North Marybury Village        |           4 | 1111071.27
 Port Eric Estates             |           1 | 1109706.50
 Robinsonville Heights         |           1 | 1109257.68
 West Evanmouth Park           |           3 | 1109122.13
 Brooksfurt Park               |           2 | 1108997.13
 Lake Heatherfurt Park         |           1 | 1108133.94
 Daughertyview Village         |           1 | 1108001.02
 Johnsonmouth Bay              |           1 | 1107528.08
 Wallaceside Village           |           4 | 1107228.89
 Lorimouth Heights             |           3 | 1106745.88
 Donnatown Bay                 |           4 | 1106501.22
 Brownside Village             |           2 | 1106428.83
 Armstrongfurt Estates         |           2 | 1106157.86
 East Shannon Heights          |           2 | 1105782.39
 Jordanville Estates           |           1 | 1105238.66
 Davidside Estates             |           2 | 1105164.63
 South Raymondberg Gardens     |           1 | 1105023.83
 Newmanshire Heights           |           1 | 1104279.87
 Gomezton Ridge                |           3 | 1102742.79
 Ashleyview Gardens            |           2 | 1101303.34
 Lake Donna Heights            |           1 | 1100487.22
 East Jesseshire Village       |           3 | 1095885.76
 Goldenmouth Estates           |           1 | 1095088.90
 West David Village            |           3 | 1094368.35
 Nobleport Bay                 |           1 | 1094073.18
 New Cassidy Estates           |           2 | 1093761.23
 Douglastown Park              |           5 | 1093734.14
 South John Park               |           1 | 1093529.98
 Christianton Heights          |           3 | 1091338.09
 Lake Rebecca Heights          |           2 | 1090214.81
 Port Jacobtown Gardens        |           2 | 1089546.20
 Schwartzbury Village          |           1 | 1089380.60
 Richardland Park              |           2 | 1089302.54
 New Jonathan Park             |           2 | 1087927.14
 South Patricia Estates        |           2 | 1084933.91
 East Blakeshire Ridge         |           1 | 1084849.09
 Lake Nathaniel Park           |           1 | 1083996.71
 Sullivanview Bay              |           1 | 1083547.20
 North Anitaside Bay           |           2 | 1081166.60
 Tammymouth Ridge              |           3 | 1081115.06
 Whitefort Ridge               |           3 | 1080174.56
 Robertmouth Gardens           |           2 | 1080074.21
 Snydertown Heights            |           1 | 1079222.51
 Lake Jason Gardens            |           3 | 1078960.39
 North Kristen Bay             |           1 | 1078707.31
 Brianstad Heights             |           3 | 1078688.69
 North Richardmouth Estates    |           2 | 1076556.39
 South Tiffanychester Bay      |           1 | 1076474.53
 Lisabury Estates              |           2 | 1075603.22
 Guzmantown Park               |           3 | 1074559.96
 Natalietown Bay               |           2 | 1073584.90
 Flowersside Estates           |           2 | 1072962.63
 West Diane Bay                |           1 | 1071125.42
 South Monicaside Estates      |           1 | 1071023.31
 Wendytown Heights             |           4 | 1070337.82
 Bennettland Village           |           3 | 1069532.61
 South John Heights            |           2 | 1069265.34
 South Debraborough Village    |           2 | 1067743.99
 Port Michelle Ridge           |           1 | 1066279.55
 Jessemouth Gardens            |           1 | 1066150.95
 Meganville Ridge              |           1 | 1065891.78
 Richardfurt Bay               |           2 | 1064996.56
 Trevorville Estates           |           1 | 1064424.41
 Murphyland Village            |           2 | 1064225.53
 Phillipsfort Village          |           3 | 1063264.81
 Port Jason Park               |           1 | 1063037.75
 West Shariburgh Park          |           1 | 1063010.53
 New Samuel Estates            |           1 | 1061182.38
 Port Judy Bay                 |           2 | 1058931.04
 Ellisfurt Heights             |           1 | 1058875.90
 West Edward Estates           |           1 | 1057748.52
 West Markland Heights         |           2 | 1057330.03
 Ericksonville Bay             |           2 | 1057110.70
 West Regina Village           |           2 | 1056215.34
 Davismouth Bay                |           1 | 1055663.76
 Lake Benjamin Heights         |           2 | 1055559.09
 Fitzgeraldmouth Gardens       |           3 | 1054889.64
 Johnnybury Bay                |           1 | 1054673.32
 East Jennifer Village         |           1 | 1054592.18
 East Donald Heights           |           2 | 1052465.31
 New Yolandamouth Estates      |           2 | 1051968.89
 Cruzchester Park              |           2 | 1051836.04
 South Patricia Village        |           1 | 1051685.31
 New David Ridge               |           3 | 1050944.52
 Bellhaven Park                |           4 | 1049945.51
 Griffinfort Village           |           4 | 1049853.71
 East Theresa Bay              |           2 | 1049227.26
 Danielberg Ridge              |           4 | 1048374.27
 Gonzalezbury Ridge            |           1 | 1047350.74
 South Nicholeville Village    |           5 | 1047073.98
 Lauraside Heights             |           1 | 1046024.10
 Lake Marissaview Park         |           1 | 1044966.86
 West Cynthiafurt Ridge        |           2 | 1044509.22
 Marymouth Ridge               |           2 | 1043377.71
 Maryborough Ridge             |           1 | 1041650.84
 Port Jason Village            |           1 | 1041490.36
 Joshuaton Heights             |           1 | 1040940.32
 New Jacob Ridge               |           3 | 1040608.73
 Lake Jessica Gardens          |           1 | 1040367.92
 Thomasbury Heights            |           2 | 1040357.78
 West Brendaside Village       |           3 | 1039510.79
 Port Brenda Ridge             |           1 | 1037694.16
 Knightburgh Village           |           2 | 1036921.36
 Rachelburgh Heights           |           1 | 1034361.01
 New Michelle Bay              |           3 | 1033043.28
 Conleymouth Park              |           1 | 1032705.23
 Nicholasland Estates          |           1 | 1032683.55
 West Dustinmouth Heights      |           3 | 1031235.16
 South Evanburgh Bay           |           1 | 1030801.39
 North Ashley Estates          |           3 | 1030688.07
 East Cherylbury Heights       |           1 | 1029916.01
 Skinnermouth Heights          |           2 | 1029729.22
 North Joanna Gardens          |           2 | 1029421.53
 Dianeland Bay                 |           2 | 1028814.33
 East Rodneyville Park         |           2 | 1028142.06
 East Stevenhaven Gardens      |           2 | 1027168.53
 Martinberg Estates            |           1 | 1026597.96
 New Laurenberg Bay            |           2 | 1024800.91
 Deannaton Ridge               |           1 | 1023537.98
 Port Andrew Gardens           |           1 | 1023377.23
 East Crystalburgh Bay         |           1 | 1022853.62
 New Coreyfurt Park            |           2 | 1022206.21
 Jacquelinemouth Heights       |           2 | 1021835.79
 Savannahchester Ridge         |           3 | 1021530.88
 New Donnabury Heights         |           2 | 1020361.80
 Port Jasminechester Bay       |           2 | 1017511.78
 New Jodiborough Ridge         |           1 | 1017386.52
 Port Justinberg Heights       |           3 | 1017299.45
 West Angel Park               |           2 | 1017065.35
 New Triciahaven Heights       |           1 | 1016816.56
 Stephanieton Gardens          |           4 | 1015153.51
 North Laura Heights           |           1 | 1014747.93
 North Erica Heights           |           1 | 1013090.07
 East Christopher Park         |           2 | 1011876.36
 West Krystalfurt Village      |           2 | 1010283.93
 East Caitlinport Village      |           3 | 1009013.29
 Tyroneshire Heights           |           1 | 1008913.25
 Powellland Village            |           1 | 1007881.10
 Samuelview Ridge              |           2 | 1007713.34
 Elizabethport Village         |           5 | 1007109.34
 Lake Jeffrey Estates          |           2 | 1007068.75
 New Stevenberg Ridge          |           3 | 1005777.42
 Stephaniemouth Gardens        |           3 | 1005596.89
 East Brandon Estates          |           1 | 1005429.26
 Davidhaven Ridge              |           2 | 1004879.01
 South Lori Heights            |           3 | 1003537.06
 North Megan Park              |           1 | 1002913.94
 Palmerborough Ridge           |           1 | 1002447.76
 Berryfurt Ridge               |           2 | 1002047.47
 South Natalietown Gardens     |           2 | 1001895.28
 Port Heather Bay              |           2 | 1001524.80
 Chapmanland Park              |           1 |  997428.55
 Lake Jeffrey Gardens          |           2 |  997291.93
 North Kimberly Park           |           1 |  995565.20
 Paynestad Gardens             |           1 |  994861.57
 Dakotamouth Bay               |           2 |  994522.19
 Sharonton Ridge               |           2 |  993990.61
 South Anthony Estates         |           1 |  992344.67
 Williemouth Gardens           |           3 |  991735.28
 Mossburgh Heights             |           1 |  990005.11
 Millerbury Heights            |           1 |  989379.86
 North Laurenton Heights       |           1 |  988872.35
 Chadmouth Gardens             |           2 |  987675.65
 Brownview Park                |           1 |  987418.87
 Port Andreastad Park          |           2 |  986608.61
 Patelshire Gardens            |           1 |  986439.85
 Vickiborough Heights          |           3 |  986122.50
 Aliciaton Park                |           2 |  985807.75
 East Michael Bay              |           1 |  985338.28
 Port Vanessa Ridge            |           2 |  984953.96
 West Garrett Heights          |           3 |  984570.48
 South Michaelshire Gardens    |           1 |  984110.87
 West Josephmouth Estates      |           1 |  984081.06
 Flynnstad Heights             |           1 |  982898.76
 Bergermouth Village           |           3 |  982790.12
 Martinezport Gardens          |           2 |  982595.27
 Hardyport Estates             |           2 |  981971.43
 Loganburgh Ridge              |           3 |  981561.87
 Reynoldston Ridge             |           4 |  979861.93
 Kimberlyhaven Ridge           |           2 |  978303.17
 Herrerachester Bay            |           2 |  978048.57
 Martinfort Bay                |           4 |  977974.09
 Garciafort Bay                |           2 |  977575.35
 Port Matthew Park             |           3 |  977428.08
 Laurastad Village             |           2 |  977413.53
 Port Stephen Bay              |           1 |  974128.12
 North Joshuahaven Village     |           3 |  974124.01
 North Kristenside Bay         |           3 |  972259.32
 New Christinafurt Heights     |           1 |  970900.60
 Olsenview Estates             |           1 |  970495.14
 Allisonland Heights           |           1 |  970209.07
 East Thomasshire Village      |           2 |  970083.67
 Thompsonmouth Heights         |           2 |  969653.11
 Brownton Village              |           2 |  969454.15
 Port Savannahland Village     |           1 |  968574.25
 West Dennisview Heights       |           2 |  968050.12
 Newtonbury Park               |           2 |  966861.47
 West Brandonstad Gardens      |           1 |  966708.20
 Williamsview Gardens          |           2 |  965340.27
 South Brendachester Ridge     |           1 |  965166.42
 Davisstad Bay                 |           1 |  965089.44
 East Jamesburgh Estates       |           1 |  965037.97
 Teresabury Estates            |           5 |  962580.82
 Timothyville Bay              |           1 |  962167.68
 Lake Stevenberg Estates       |           1 |  961753.50
 East Devon Gardens            |           1 |  961194.50
 Wendyport Heights             |           2 |  961110.78
 South Emilyport Heights       |           1 |  959746.75
 East Linda Park               |           1 |  959381.51
 East Lisafurt Ridge           |           2 |  959318.15
 Michaeltown Bay               |           3 |  958939.80
 Katelynberg Bay               |           1 |  958540.40
 West Jonathantown Park        |           6 |  957831.10
 East Paulfurt Ridge           |           3 |  956221.19
 Steelebury Bay                |           2 |  955659.80
 Phillipshire Estates          |           4 |  955572.79
 East Debbie Park              |           2 |  953571.10
 Reedchester Ridge             |           2 |  953471.06
 Hunterbury Park               |           4 |  952409.25
 Williamsstad Estates          |           1 |  951261.33
 West John Heights             |           1 |  950827.28
 Jenniferland Gardens          |           2 |  946122.11
 Danielberg Park               |           1 |  945463.52
 Starkstad Park                |           2 |  944032.23
 East Lisa Village             |           1 |  943572.96
 Toddside Park                 |           3 |  943441.02
 Port Nichole Park             |           1 |  942848.61
 Maryshire Estates             |           2 |  942591.83
 Port Ronald Village           |           1 |  941254.22
 Cherylville Gardens           |           1 |  941034.91
 Paulstad Estates              |           2 |  941026.17
 Kimville Heights              |           3 |  940929.88
 Port Shaun Heights            |           2 |  939679.79
 West Michelle Village         |           1 |  939658.71
 West Kelsey Ridge             |           2 |  939193.46
 Reyesmouth Heights            |           2 |  938928.81
 Harrischester Park            |           1 |  937237.18
 Thompsonmouth Park            |           8 |  936893.53
 Port Jeffrey Ridge            |           2 |  935555.44
 East Amy Ridge                |           2 |  934592.83
 South Hollyfurt Ridge         |           2 |  934308.00
 Parsonsmouth Bay              |           1 |  933470.30
 Erictown Bay                  |           2 |  932888.44
 Kimberlyland Bay              |           3 |  932588.47
 Tinaview Ridge                |           3 |  932201.40
 West Aaronton Ridge           |           3 |  932135.76
 Johnnymouth Ridge             |           2 |  931458.10
 Brianhaven Bay                |           1 |  930919.93
 North Jacob Ridge             |           2 |  930422.07
 Port Shane Heights            |           1 |  927904.16
 Marissashire Bay              |           2 |  926966.73
 West Travisland Village       |           2 |  924997.28
 Sandersview Heights           |           2 |  923743.90
 Michaelland Estates           |           2 |  921499.77
 South Taylor Estates          |           3 |  920198.43
 Wallacemouth Estates          |           1 |  920076.02
 South Jonathan Village        |           1 |  918919.77
 Sarahfurt Heights             |           2 |  915002.18
 Nguyenton Village             |           1 |  914910.19
 Chaneyview Gardens            |           2 |  914765.77
 Stevensshire Ridge            |           1 |  914496.34
 New Katherineburgh Village    |           1 |  914425.84
 Wallaceland Estates           |           1 |  913860.30
 Carrieside Gardens            |           2 |  913270.77
 Lake Ian Bay                  |           2 |  912911.19
 East Reginaldside Park        |           2 |  910922.19
 Jimmyville Heights            |           1 |  910544.51
 Coffeyfurt Park               |           1 |  910289.02
 Prestonchester Heights        |           2 |  909400.06
 West Matthew Bay              |           3 |  908713.70
 Larryhaven Bay                |           2 |  908207.27
 South Tylerstad Ridge         |           2 |  906411.36
 Millerville Bay               |           1 |  906408.50
 New Lauren Park               |           3 |  905557.12
 East Benjamin Village         |           1 |  905373.37
 North Ronaldshire Heights     |           2 |  904814.61
 Lake Megan Bay                |           3 |  904721.26
 Katherinefurt Ridge           |           2 |  904482.83
 New Maria Heights             |           3 |  904365.79
 Port Gabriel Heights          |           1 |  903969.56
 Kevinfurt Estates             |           1 |  903943.77
 Hernandezborough Heights      |           1 |  902762.70
 Hallmouth Bay                 |           1 |  902461.86
 Lake Russell Bay              |           2 |  899665.25
 Amyburgh Estates              |           2 |  899154.75
 Port Kelly Bay                |           2 |  898035.36
 South Christopherfurt Village |           3 |  896751.10
 Billhaven Heights             |           3 |  896285.45
 South Johnville Bay           |           1 |  895974.22
 Kelleystad Heights            |           2 |  895957.71
 Johnnyview Estates            |           1 |  894334.19
 East Matthew Bay              |           2 |  893792.87
 South Shannonview Ridge       |           1 |  891367.89
 New Michael Park              |           3 |  888725.31
 Leonardville Ridge            |           3 |  887183.24
 East Jameshaven Gardens       |           1 |  886351.93
 Kimberlyburgh Ridge           |           1 |  886347.06
 South Carol Ridge             |           1 |  885996.01
 West Tracyton Ridge           |           1 |  885980.10
 East Amyborough Gardens       |           2 |  885676.48
 South Alexland Gardens        |           1 |  884634.12
 Whitneyhaven Village          |           2 |  884561.76
 Bryanfort Ridge               |           1 |  884108.76
 West Donaldside Ridge         |           1 |  883893.75
 Stephanieville Village        |           1 |  883188.95
 New Kyleville Heights         |           1 |  882601.50
 Jeremyside Heights            |           2 |  882567.10
 North Caroline Bay            |           1 |  881414.22
 South David Estates           |           1 |  880987.21
 New Joshua Village            |           3 |  880690.72
 North Michaelfort Gardens     |           1 |  879659.09
 West Cathy Estates            |           2 |  879373.28
 West Timothyport Village      |           1 |  875201.54
 Ingramborough Park            |           1 |  874726.34
 Brownburgh Ridge              |           2 |  874620.03
 Shaneshire Bay                |           1 |  873968.90
 Taylorburgh Village           |           2 |  873814.43
 New Tanya Park                |           3 |  873135.41
 Dianafort Village             |           1 |  872531.03
 North Stephenbury Park        |           1 |  872101.37
 Rodneytown Village            |           1 |  870645.82
 West Karenbury Village        |           2 |  869434.90
 Johnsonshire Park             |           2 |  868501.80
 Silvashire Park               |           3 |  866230.16
 Lake Carlos Bay               |           1 |  863846.97
 North Jeromehaven Village     |           2 |  863271.52
 Jacobsport Ridge              |           1 |  862885.05
 Bushfurt Bay                  |           1 |  862653.01
 Claireshire Ridge             |           1 |  861559.64
 North Brian Park              |           2 |  860769.96
 Port Johnnyshire Park         |           3 |  860387.62
 North Robertside Heights      |           2 |  858985.59
 Richardmouth Gardens          |           1 |  857652.56
 Lake Candice Bay              |           2 |  856636.28
 Lake Cynthiaport Ridge        |           2 |  855966.48
 Webbbury Gardens              |           1 |  855902.85
 South Troy Park               |           3 |  855763.26
 Port Adambury Bay             |           2 |  855516.41
 Davidchester Gardens          |           3 |  853673.18
 Gonzalezland Heights          |           1 |  853481.83
 Port Deanside Gardens         |           1 |  852890.12
 Saunderston Ridge             |           2 |  850720.31
 South Michael Bay             |           3 |  849597.86
 Christyfort Bay               |           1 |  849416.69
 Harrisville Gardens           |           1 |  848590.19
 Olsonberg Heights             |           1 |  848345.10
 Frankside Estates             |           1 |  847798.95
 Lake Kimberly Park            |           5 |  847738.04
 West Tammyview Estates        |           1 |  847300.84
 Barkerchester Village         |           1 |  846649.23
 New Randy Heights             |           2 |  845399.51
 Morrisburgh Bay               |           2 |  843973.36
 Port Jeffrey Park             |           1 |  843965.28
 West Connorshire Ridge        |           1 |  843803.24
 Madisonhaven Park             |           4 |  843021.54
 Colefort Ridge                |           1 |  841402.93
 Lake Williamville Park        |           2 |  840362.96
 South Heather Estates         |           2 |  839118.67
 New Deannamouth Park          |           2 |  838109.62
 Jamesland Estates             |           1 |  835129.05
 Smithfort Ridge               |           2 |  834834.98
 East Michelletown Bay         |           2 |  833744.82
 Brianshire Village            |           2 |  833623.79
 Harrisonstad Ridge            |           3 |  833619.79
 Timothymouth Bay              |           2 |  833214.92
 East Williammouth Gardens     |           1 |  830650.33
 New Charles Ridge             |           3 |  830258.97
 Jamesbury Heights             |           2 |  830028.56
 Port Garychester Gardens      |           2 |  828356.36
 New Johnathan Heights         |           3 |  828324.32
 Christianland Heights         |           2 |  826172.56
 Lake Katherineport Park       |           2 |  825933.40
 Maystad Ridge                 |           1 |  823998.43
 Diazfurt Park                 |           3 |  823998.09
 South Aaronfort Heights       |           1 |  822855.06
 Port Morgan Village           |           2 |  822823.29
 East Debraborough Village     |           1 |  820119.36
 Ellisonshire Park             |           1 |  819312.79
 South Sherri Village          |           3 |  817777.00
 Port Elizabeth Gardens        |           1 |  815676.25
 Blakestad Bay                 |           1 |  814400.27
 West Steven Heights           |           2 |  814244.71
 New Shellyborough Estates     |           1 |  813948.66
 Lake Joseph Ridge             |           4 |  813621.76
 Hintonmouth Estates           |           2 |  810619.81
 West Michaelbury Estates      |           1 |  810097.35
 North Donna Bay               |           1 |  809971.57
 Dianechester Village          |           2 |  809071.03
 Scottport Estates             |           1 |  807840.98
 South Brianna Gardens         |           1 |  807595.71
 South Jamiehaven Gardens      |           1 |  807522.88
 Port John Ridge               |           1 |  806774.02
 West Shelly Park              |           2 |  805350.15
 Port Jamesshire Ridge         |           2 |  805007.37
 West Williamview Bay          |           1 |  804616.55
 New Alejandro Ridge           |           1 |  803617.62
 Derekborough Heights          |           2 |  803101.91
 East Michaelhaven Heights     |           1 |  802039.16
 Garyberg Park                 |           1 |  799610.05
 Philipchester Park            |           1 |  799586.59
 North Deniseland Village      |           1 |  798774.53
