transaction_id,buyer_id,property_id,amount,date
704,1495,1984,1045138.8,2022-12-30
705,2748,1510,606925.69,2023-05-30
706,1243,2478,366435.16,2025-03-24
707,2599,610,1986489.55,2023-07-05
708,2722,22,1138303.69,2022-07-03
709,906,2867,902461.86,2022-09-29
710,2519,2242,1503731.1,2022-12-21
711,3,464,883307.04,2023-08-15
712,827,954,816371.19,2024-04-14
713,2604,1912,1782524.41,2023-09-30
714,2617,1625,275216.69,2025-02-22
715,300,2505,1609246.75,2023-08-04
716,320,1497,96755.97,2023-01-25
717,2753,1872,1067191.51,2025-04-12
718,1974,33,1781764.89,2023-03-01
719,407,1273,1063037.75,2024-10-29
720,366,472,469942.54,2025-02-03
721,324,1459,1450122.78,2022-12-05
722,2165,443,231422.52,2022-12-02
723,2608,1559,1026256.2,2024-03-13
724,630,868,298683.74,2023-03-07
725,284,1449,460971.21,2025-01-25
726,997,2497,954316.01,2022-12-15
727,1120,658,694510.01,2023-03-26
728,2248,301,169113.45,2024-05-25
729,464,1468,1371471.14,2022-10-13
730,2234,1896,1150539.49,2024-04-07
731,2960,1659,723358.4,2024-05-20
732,1384,160,1696956.62,2023-06-03
733,2363,263,1343230.64,2023-05-23
734,1542,828,144431.49,2023-11-21
735,2459,1838,1908362.2,2022-09-27
736,2612,1493,322880.35,2023-12-29
737,93,1512,1307190.48,2023-05-22
738,1799,2481,1877662.23,2024-03-21
739,562,495,176500.19,2022-07-07
740,1519,264,527689.2,2023-09-06
741,158,2686,187820.16,2025-01-11
742,2473,2281,394081.1,2025-04-14
743,379,255,814400.27,2022-10-12
744,125,2640,1595429.06,2023-03-04
745,2369,1085,473656.72,2022-09-04
746,1208,906,1906526.45,2023-11-19
747,62,146,1032570.38,2023-11-20
748,570,1882,494013.34,2023-02-14
749,2000,923,112030.74,2024-09-12
750,567,58,242499.95,2025-02-14
751,2775,1537,1107528.08,2024-02-21
752,1376,1627,1177511.67,2024-05-15
753,2318,1185,1198936.3,2024-05-16
754,599,1829,544374.9,2024-01-19
755,2635,1692,849416.69,2024-05-23
756,2575,773,665875.64,2022-11-21
757,2268,35,523153.51,2024-01-30
758,2593,2156,1714463.43,2025-01-24
759,710,1568,1050285.96,2024-11-14
760,810,676,99748.35,2022-07-24
761,1613,1824,337731.45,2024-05-31
762,1709,928,528381.91,2022-11-02
763,2847,2627,151282.34,2024-09-24
764,412,360,1520230.84,2024-12-17
765,1268,1010,1543211.0,2022-10-18
766,325,252,502999.1,2022-07-20
767,1880,1392,1643496.7,2024-12-16
768,937,2445,997166.62,2023-05-12
769,2061,1949,1957903.83,2023-09-21
770,322,1132,1528860.05,2024-08-07
771,446,1091,932139.74,2023-09-18
772,762,1769,1196739.76,2022-07-02
773,2955,1196,1164674.95,2023-02-06
774,549,2425,1537068.14,2024-03-01
775,905,126,1982359.83,2024-12-09
776,1542,2746,233417.36,2023-11-04
777,1054,2993,1258129.55,2025-02-04
778,1563,459,82347.04,2022-12-29
779,1153,815,412076.68,2025-01-11
780,2074,827,247285.61,2024-02-10
781,2982,2074,1761029.53,2022-07-25
782,260,1692,849416.69,2024-06-26
783,2037,1231,1395793.47,2022-10-19
784,2903,2967,1183531.29,2023-10-22
785,551,2829,257152.51,2023-03-13
786,2213,2975,1451611.28,2023-06-25
787,2438,1282,879659.09,2024-03-05
788,1273,210,1675894.61,2025-02-17
789,1458,2181,1788360.98,2024-03-18
790,1165,2690,1503792.51,2024-01-07
791,1944,1064,1172815.34,2022-09-08
792,1009,2285,1504167.4,2022-07-14
793,2392,1200,911092.04,2023-08-23
794,2002,1377,1098776.21,2022-07-27
795,548,2082,115026.35,2023-04-24
796,2415,1984,1045138.8,2025-04-15
797,664,2670,1471099.8,2022-08-02
798,1251,1367,1370846.37,2025-03-12
799,2487,1877,1234077.78,2023-12-01
800,2310,2277,1023377.23,2023-01-16
801,2416,2225,453820.38,2024-05-13
802,732,767,398583.98,2022-08-10
803,1179,1393,1585755.85,2025-03-01
804,1413,2835,1475955.31,2022-11-01
805,1209,109,404433.84,2024-09-07
806,2983,2668,1067717.94,2022-11-14
807,1146,621,1777483.7,2023-11-19
808,501,88,481501.3,2022-08-14
809,39,462,302833.74,2024-08-21
810,1230,2606,1414132.54,2023-07-25
811,2423,2504,1900303.36,2024-06-07
812,1637,486,224544.04,2022-12-31
813,449,1939,1628923.83,2025-05-07
814,1825,2158,1490056.91,2022-07-09
815,1318,1146,1044966.86,2022-09-11
816,1523,856,137997.49,2023-01-11
817,2318,2658,1887691.75,2023-06-28
818,129,2955,984110.87,2023-01-24
819,1419,1803,1113688.31,2024-12-21
820,2882,2540,1348465.12,2023-07-27
821,2239,1558,1369782.82,2023-02-12
822,1575,525,999621.43,2024-03-08
823,1766,2436,531887.43,2025-02-22
824,724,881,1116486.85,2025-04-20
825,971,2321,910544.51,2024-08-01
826,1387,989,777540.0,2022-11-15
827,2995,35,523153.51,2024-05-13
828,134,2752,1776182.39,2024-02-27
829,2576,524,628228.68,2024-06-12
830,2681,1419,383228.74,2024-05-12
831,1439,801,962752.05,2023-03-12
832,2437,1371,105288.25,2024-07-01
833,2699,751,311293.81,2023-04-29
834,2620,1513,812351.7,2022-08-26
835,1640,2840,637879.43,2022-10-16
836,845,1862,641659.85,2023-03-25
837,1997,2737,1687033.65,2022-08-15
838,894,433,1556100.23,2024-09-09
839,720,1470,386706.04,2024-07-31
840,648,1276,1136281.21,2023-05-19
841,1484,2175,1800583.01,2023-05-09
842,2947,2005,1095143.42,2024-06-15
843,131,504,289581.59,2024-11-01
844,905,390,470095.1,2022-09-05
845,480,257,659920.49,2024-08-21
846,1823,1438,1489120.43,2025-01-27
847,500,2010,1067339.31,2022-10-10
848,974,2733,1934888.87,2023-05-11
849,845,1495,399460.38,2022-06-24
850,2283,804,641249.58,2024-08-03
851,1685,582,884406.89,2024-03-11
852,1205,2307,183946.85,2024-07-24
853,2589,723,914910.19,2022-10-22
854,510,1380,325041.45,2024-10-28
855,355,1392,1643496.7,2023-05-01
856,1757,2373,324597.92,2024-05-08
857,1266,1276,1136281.21,2023-11-02
858,903,2266,1322766.23,2023-08-05
859,2030,2244,1466944.41,2023-03-31
860,1949,287,1304587.29,2022-11-01
861,1875,281,880940.24,2023-12-02
862,947,1326,1339821.8,2024-09-25
863,2803,2493,1935921.45,2023-12-06
864,884,1428,486361.14,2023-12-22
865,2853,2741,482637.29,2023-08-16
866,2104,2789,1037694.16,2023-03-08
867,2395,344,1684532.99,2025-04-29
868,232,1433,759482.94,2022-10-25
869,1142,2206,666599.5,2024-06-12
870,714,1355,897764.15,2023-06-06
871,1775,652,803949.42,2024-12-04
872,2956,1983,1458592.84,2022-11-02
873,873,2503,968991.55,2025-04-19
874,1739,1150,618690.51,2025-02-25
875,816,2758,900753.51,2022-10-13
876,828,511,1725110.81,2024-08-27
877,1764,338,296085.56,2024-05-29
878,632,1,408304.49,2025-05-24
879,2639,2456,233992.37,2024-07-12
880,2525,579,798581.62,2024-07-03
881,2251,1724,1108001.02,2023-05-23
882,2708,2186,728678.44,2023-07-23
883,2709,2959,436933.02,2023-11-03
884,2883,1949,1957903.83,2023-12-01
885,2288,1202,419237.08,2023-12-17
886,628,2731,1963881.69,2024-01-17
887,2846,1934,1843852.64,2024-01-03
888,1972,1354,1433190.38,2024-03-16
889,422,1289,369410.33,2024-12-16
890,911,1627,1177511.67,2024-05-31
891,2693,1802,1415865.96,2023-11-28
892,561,194,812482.79,2024-08-01
893,2839,2417,637938.71,2022-08-26
894,1801,1449,460971.21,2022-08-24
895,148,1573,1036275.16,2025-01-07
896,1539,2523,1816476.04,2023-10-04
897,2429,426,1681840.94,2023-08-16
898,2802,2629,477836.25,2023-11-22
899,527,2239,1146350.18,2023-08-06
900,1286,1622,1306106.11,2024-05-23
901,2122,1351,416960.69,2024-11-18
902,2316,1128,1356776.76,2024-05-03
903,1194,323,1315042.89,2023-12-18
904,1722,1170,1349797.65,2025-05-15
905,2343,970,1463999.29,2024-11-19
906,842,407,1403827.96,2023-07-30
907,344,357,1356735.58,2024-05-24
908,1311,1563,481155.02,2024-04-02
909,2611,2898,442833.72,2022-06-24
910,2220,1302,116670.05,2025-06-13
911,1279,117,841137.39,2023-02-05
912,697,1585,1966202.66,2024-01-09
913,513,408,733345.91,2023-06-14
914,2122,170,1164888.91,2024-11-03
915,1611,2936,1783723.72,2024-07-22
916,2840,2689,1553312.7,2024-01-07
917,41,2932,1641599.51,2023-03-21
918,1006,1675,140001.21,2024-03-26
919,1024,696,1939927.05,2025-02-16
920,946,2805,394929.06,2024-09-19
921,1513,502,1934137.95,2023-08-16
922,2253,1333,264643.26,2023-01-19
923,704,593,1597005.27,2025-05-14
924,2436,2700,797859.91,2024-11-06
925,365,1752,1061808.69,2023-01-26
926,1451,1635,256681.65,2024-10-24
927,383,817,1041650.84,2024-03-30
928,2848,254,803617.62,2024-12-02
929,1804,985,635408.87,2022-10-07
930,2541,2112,351661.68,2025-04-08
931,1794,322,1414003.64,2023-01-15
932,2655,2745,524761.84,2024-12-30
933,1192,2094,379703.91,2023-09-01
934,1185,2792,1897559.86,2022-07-10
935,1317,1110,375455.19,2022-09-26
936,1262,815,412076.68,2023-04-10
937,122,17,1239437.86,2024-07-27
938,1902,2645,1022853.62,2023-08-31
939,1198,1381,1798313.52,2022-06-25
940,2767,1847,1628803.71,2024-08-11
941,2002,1921,526727.29,2022-08-11
942,1192,497,1575749.18,2022-11-16
943,2656,1203,764934.24,2022-09-13
944,1721,1419,383228.74,2025-04-19
945,411,2054,374099.33,2023-02-16
946,861,398,864499.91,2025-01-11
947,1645,1002,1940817.56,2024-07-27
948,822,717,748278.42,2023-06-24
949,1503,909,1200141.22,2024-11-26
950,993,2891,1916405.52,2023-06-11
951,1776,807,1269867.31,2025-03-16
952,163,1362,994709.01,2022-09-22
953,1871,1447,1130421.38,2022-09-13
954,1898,2817,396350.68,2022-08-14
955,2072,1556,1192554.39,2023-05-08
956,1655,229,600038.21,2023-03-01
957,1857,240,1581326.94,2025-01-30
958,766,1379,1962644.93,2024-07-06
959,96,1870,714441.74,2025-05-28
960,2946,1564,954971.47,2023-10-25
961,1752,1748,659697.76,2025-05-19
962,183,1584,1718927.18,2023-09-30
963,2358,2625,432822.21,2023-11-13
964,2760,1463,1643888.22,2024-12-27
965,79,2112,351661.68,2023-03-25
966,1479,2916,1496320.54,2024-03-13
967,607,1748,659697.76,2024-02-28
968,336,194,812482.79,2023-03-10
969,1724,2101,94018.58,2025-05-23
970,2525,1679,1466074.28,2023-10-26
971,1526,1418,432936.32,2024-03-03
972,857,557,701968.52,2024-08-08
973,1579,1044,562615.4,2023-03-06
974,2034,1111,412848.26,2024-12-31
975,440,2657,82514.83,2025-02-23
976,2905,1064,1172815.34,2023-03-08
977,263,740,933115.56,2024-06-28
978,2755,1115,993210.35,2023-01-07
979,58,2763,516907.5,2025-02-04
980,1065,801,962752.05,2023-10-01
981,2330,1786,712492.01,2022-06-16
982,2132,1162,1766708.44,2024-11-25
983,2109,862,576250.01,2023-06-04
984,1304,2389,1592933.64,2024-08-29
985,1589,206,454213.38,2024-10-30
986,30,22,1138303.69,2023-06-14
987,276,2262,1238914.48,2022-10-07
988,2704,2812,410821.51,2023-08-06
989,637,32,452409.53,2023-05-18
990,2104,2000,670640.93,2022-12-05
991,433,1588,1436052.07,2023-09-10
992,2590,888,1386496.27,2023-11-17
993,2176,2259,913747.07,2025-02-21
994,499,2427,1894041.3,2025-04-08
995,883,2912,614715.96,2025-04-03
996,2774,2383,661272.55,2024-01-22
997,2587,2626,1378946.4,2024-09-02
998,595,1953,775890.96,2022-06-20
999,333,2320,1703121.69,2023-04-14
1000,390,2073,1297049.62,2023-08-09
1001,2427,2359,727069.28,2022-10-30
1002,903,2290,1881613.59,2024-10-20
1003,434,2501,495817.17,2022-11-02
1004,2189,1958,909745.11,2024-09-14
1005,2474,527,1088996.28,2023-01-16
1006,395,1693,1141715.92,2024-07-07
1007,1362,12,1563780.91,2024-10-10
1008,399,2150,1908993.07,2024-08-07
1009,304,1907,579638.53,2023-11-28
1010,1483,1871,1998064.55,2025-03-17
1011,1725,33,1781764.89,2022-07-25
1012,421,2095,1355998.35,2023-03-13
1013,132,2130,1055663.76,2025-01-16
1014,1766,2920,404445.41,2024-04-16
1015,1801,2801,239319.39,2023-01-03
1016,1309,513,1829829.42,2023-02-05
1017,517,1686,713465.87,2024-11-07
1018,538,1255,103495.77,2024-03-28
1019,2446,355,1829428.1,2025-01-15
1020,1368,528,1518466.75,2023-08-29
1021,2811,2124,495464.51,2024-07-31
1022,2518,921,1503087.17,2024-03-13
1023,689,2091,1179734.92,2024-11-08
1024,440,1654,178182.32,2023-06-30
1025,1788,1381,1798313.52,2024-10-10
1026,330,1997,1481317.1,2022-08-04
1027,2004,823,957509.94,2022-07-20
1028,319,845,1302657.2,2024-01-10
1029,342,2517,1394107.96,2024-11-07
1030,1888,1187,1624249.39,2023-06-01
1031,2333,1008,1157234.82,2023-11-01
1032,474,981,513709.36,2023-10-28
1033,1336,564,1938840.28,2022-07-18
1034,2922,2003,1342415.33,2024-12-07
1035,2771,1748,659697.76,2024-03-31
1036,747,1412,1161151.22,2022-12-25
1037,1404,2527,841078.94,2025-06-02
1038,1012,2015,722668.07,2023-07-24
1039,1733,2701,1494344.0,2024-10-20
1040,1516,257,659920.49,2023-06-04
1041,381,2125,1111151.05,2022-10-20
1042,523,1313,1271210.01,2023-09-28
1043,1792,1737,588476.29,2024-04-12
1044,2565,1383,1753447.08,2023-03-13
1045,452,1571,892702.63,2024-10-06
1046,879,2442,1426487.12,2023-03-26
1047,450,1867,167477.4,2022-11-10
1048,695,1921,526727.29,2023-06-27
1049,392,1351,416960.69,2023-07-27
1050,1032,2191,1868456.97,2024-05-27
1051,2840,796,1345346.78,2023-04-03
1052,1694,706,1785290.73,2022-10-01
1053,2192,381,348690.76,2023-09-26
1054,800,1177,766354.69,2023-06-13
1055,498,960,1208637.84,2024-11-06
1056,1368,97,127206.29,2023-04-02
1057,770,827,247285.61,2023-04-24
1058,1161,1648,1564427.97,2022-11-26
1059,51,2923,605924.21,2023-07-17
1060,1940,1275,1302382.21,2024-08-18
1061,2428,1704,351208.81,2023-04-03
1062,2600,2069,1259958.19,2023-03-22
1063,1807,1335,1722008.37,2023-12-29
1064,1827,1236,1104214.57,2023-09-01
1065,2645,1212,1355720.8,2022-11-12
1066,1753,2867,902461.86,2023-05-31
1067,1292,1248,872101.37,2023-02-12
1068,2904,1037,1589377.24,2024-03-17
1069,2208,584,1038503.52,2023-02-11
1070,471,2111,984081.06,2023-12-17
1071,2001,892,97193.48,2022-10-06
1072,2519,2285,1504167.4,2024-08-07
1073,2702,725,1357006.09,2023-03-23
1074,434,521,813948.66,2023-04-09
1075,1352,1336,1582766.5,2024-01-25
1076,2090,2226,984334.18,2023-10-29
1077,2006,1930,621489.89,2024-10-13
1078,1145,164,1357532.06,2024-04-18
1079,1440,238,1287530.83,2022-09-29
1080,893,267,1122054.94,2023-08-30
1081,1395,272,1667202.83,2024-10-26
1082,852,1272,1250070.86,2022-11-28
1083,2726,1554,809334.78,2023-05-29
1084,1530,221,493810.38,2022-12-05
1085,2235,2887,603566.98,2024-06-15
1086,2715,1704,351208.81,2025-02-18
1087,1324,2840,637879.43,2024-12-25
1088,1713,2539,716319.92,2024-07-10
1089,2305,1757,1119264.7,2023-09-03
1090,2826,898,1575458.17,2023-05-16
1091,2235,2009,551301.14,2024-01-06
1092,1092,1201,655790.93,2023-04-02
1093,1964,2016,235829.02,2024-08-22
1094,321,936,1837475.7,2025-02-02
1095,1262,356,581233.74,2022-10-20
1096,678,1391,1658277.07,2024-06-18
1097,977,2627,151282.34,2024-01-22
1098,2125,2852,123603.03,2023-11-16
1099,2622,1020,686784.11,2024-03-30
1100,1080,358,1045094.93,2024-07-14
1101,105,1737,588476.29,2025-01-04
1102,1510,1879,1820578.37,2023-07-05
1103,555,2503,968991.55,2023-12-13
1104,2992,2970,522652.47,2025-04-28
1105,2543,1825,187140.88,2023-06-18
1106,1727,1567,1174658.01,2023-11-30
1107,1502,1728,536113.33,2023-09-30
1108,644,2921,1344195.07,2022-12-26
1109,175,1725,413720.23,2024-03-20
1110,2044,2588,1052060.6,2024-05-27
1111,202,968,1419803.88,2024-08-28
1112,2486,955,1152021.23,2023-06-21
1113,877,1540,980754.0,2022-11-29
1114,1805,2786,126136.54,2024-11-30
1115,1995,1861,1891870.96,2022-06-29
1116,1049,1276,1136281.21,2025-06-11
1117,389,138,774141.68,2022-10-25
1118,2801,2289,1046217.22,2024-09-24
1119,1032,832,143871.1,2023-01-05
1120,2398,1922,1432393.63,2023-11-28
1121,500,459,82347.04,2024-03-14
1122,2129,762,1599136.5,2024-07-11
1123,2887,226,413236.69,2023-12-22
1124,51,893,1660002.7,2022-12-28
1125,2750,1128,1356776.76,2024-10-09
1126,145,2549,1941190.16,2022-10-30
1127,1006,1374,594515.04,2022-06-28
1128,2094,751,311293.81,2024-02-26
1129,1956,2803,1404183.31,2024-01-16
1130,465,1990,1921244.65,2024-11-17
1131,812,2816,1659662.12,2024-07-07
1132,2990,554,1413061.53,2024-03-24
1133,218,865,1382325.51,2022-08-07
1134,327,2722,965166.42,2024-10-28
1135,45,1791,374045.3,2022-10-26
1136,1628,1617,441864.32,2025-05-06
1137,1153,1785,1620474.43,2023-01-23
1138,2877,1474,354549.5,2023-12-30
1139,396,2055,1239709.41,2024-04-10
1140,1093,1946,204858.86,2023-03-30
1141,2084,2082,115026.35,2025-02-01
1142,2042,2934,1364682.31,2023-05-04
1143,2632,2549,1941190.16,2024-06-16
1144,1913,2155,863846.97,2025-05-19
1145,2250,2098,862436.92,2022-06-20
1146,1248,1433,759482.94,2024-03-15
1147,2051,2563,1862463.7,2023-04-30
1148,2886,2971,1418531.92,2025-02-02
1149,2014,2537,1261325.8,2023-12-31
1150,1457,1906,1968998.4,2024-08-12
1151,2870,2380,1560942.3,2024-08-10
1152,1955,350,1494835.22,2023-06-06
1153,406,1198,515147.16,2022-11-26
1154,2453,355,1829428.1,2025-01-03
1155,1877,2465,1357396.21,2022-07-10
1156,1204,1707,1590744.78,2023-12-20
1157,275,2652,1568837.45,2023-08-01
1158,2508,222,566986.67,2022-07-18
1159,1539,2413,1856882.53,2024-08-28
1160,2902,725,1357006.09,2022-12-30
1161,923,2616,1878675.04,2024-06-17
1162,2940,2340,886351.93,2024-11-19
1163,1452,395,211169.37,2023-01-16
1164,85,2208,567312.14,2023-01-10
1165,2660,2961,743001.47,2022-08-29
1166,837,545,1396181.09,2022-10-25
1167,2021,2747,1386871.03,2024-07-08
1168,2117,1630,818128.22,2023-01-03
1169,1608,2131,168722.96,2023-11-19
1170,1744,2221,1034361.01,2023-06-24
1171,2705,2484,1120886.86,2023-02-01
1172,2341,2152,954551.54,2024-11-19
1173,1236,599,369566.51,2022-10-21
1174,73,86,1845924.89,2025-06-09
1175,938,768,607879.26,2022-11-01
1176,1579,1356,504138.97,2024-12-26
1177,248,2628,208899.33,2025-03-08
1178,936,204,649516.94,2024-10-29
1179,1298,573,299690.74,2024-07-16
1180,1072,385,669932.12,2024-04-30
1181,396,1117,482710.24,2025-05-27
1182,690,162,1001480.85,2024-04-19
1183,1815,1668,1138612.47,2023-09-28
1184,1532,390,470095.1,2024-08-21
1185,914,885,189091.69,2024-04-25
1186,1382,729,1805604.34,2023-05-13
1187,2306,1157,483387.94,2022-07-25
1188,2459,1531,92403.34,2022-06-17
1189,1952,1791,374045.3,2022-06-29
1190,218,1019,1298832.1,2023-08-11
1191,2917,2583,626833.75,2023-10-26
1192,2334,1711,796467.41,2023-11-02
1193,2824,290,1632633.57,2024-04-13
1194,125,2212,702048.28,2023-03-14
1195,1108,2592,484190.55,2024-06-05
1196,2785,2324,1632657.32,2025-04-19
1197,675,2943,961998.49,2024-05-03
1198,2420,1958,909745.11,2024-04-15
1199,221,1233,700882.64,2025-04-08
1200,1300,844,1613734.34,2024-03-11
1201,2137,1738,887006.21,2024-07-18
1202,2224,1820,897529.64,2022-09-06
1203,1632,287,1304587.29,2023-05-01
1204,588,2846,961722.16,2023-07-01
1205,2326,1838,1908362.2,2024-12-18
1206,1685,2011,1888873.72,2022-07-23
1207,1544,624,1745284.55,2024-04-10
1208,466,2608,589700.39,2022-08-15
1209,804,1374,594515.04,2023-02-20
1210,1229,2585,559012.45,2024-08-07
1211,1315,1655,1536295.5,2022-08-15
1212,280,1150,618690.51,2023-10-22
1213,2955,929,1987186.29,2024-04-27
1214,494,1411,621034.16,2023-11-11
1215,809,2725,1466323.88,2024-02-07
1216,2098,2568,93502.34,2024-12-09
1217,784,2802,1803335.56,2023-08-05
1218,1246,2288,860632.13,2022-12-22
1219,2625,2361,150037.79,2022-07-20
1220,2401,2922,172693.41,2024-07-29
1221,1486,1004,1874133.93,2024-04-25
1222,272,731,375611.33,2024-06-08
1223,207,131,841893.91,2023-11-02
1224,2130,1359,648787.9,2022-08-18
1225,2364,175,873968.9,2023-07-09
1226,1278,196,284741.28,2023-07-07
1227,121,719,885980.1,2023-02-27
1228,1146,426,1681840.94,2024-01-06
1229,2775,1848,699614.6,2024-03-04
1230,132,881,1116486.85,2024-04-09
1231,1657,2935,1031507.82,2023-03-06
1232,1031,751,311293.81,2022-08-27
1233,998,2011,1888873.72,2023-08-14
1234,2961,1017,782667.16,2025-06-04
1235,892,318,163421.61,2025-04-24
1236,838,1225,395272.8,2023-09-07
1237,2595,611,677124.0,2023-04-19
1238,1276,257,659920.49,2023-02-19
1239,1198,2566,1387056.74,2024-05-06
1240,1802,508,293041.93,2025-05-13
1241,2100,2345,579607.63,2025-03-21
1242,1976,1612,995112.69,2024-06-10
1243,666,307,1773467.13,2023-04-11
1244,1968,1922,1432393.63,2022-08-27
1245,2481,2701,1494344.0,2023-04-23
1246,2979,1206,1066150.95,2023-11-12
1247,2981,578,320179.42,2024-06-27
1248,2629,2498,1955352.08,2023-11-01
1249,728,404,342179.3,2024-06-29
1250,144,425,1568692.55,2024-09-18
1251,2028,557,701968.52,2024-05-16
1252,2031,1096,883893.75,2024-05-20
1253,2220,547,165880.49,2023-04-22
1254,332,2903,1220322.15,2025-03-02
1255,1396,356,581233.74,2023-10-11
1256,1967,1381,1798313.52,2023-06-06
1257,82,2999,1553433.23,2024-02-09
1258,2009,2802,1803335.56,2024-11-24
1259,2325,1728,536113.33,2024-09-22
1260,967,329,739382.9,2024-07-30
1261,922,589,1058024.85,2023-04-09
1262,1122,2816,1659662.12,2022-07-04
1263,248,2714,1248992.44,2025-04-06
1264,2977,1125,1951917.85,2025-03-01
1265,2404,1596,1034613.78,2024-05-06
1266,329,2550,1620495.98,2024-02-12
1267,1720,2864,1895457.08,2022-11-14
1268,2638,2594,1302696.26,2025-06-11
1269,1307,378,1109257.68,2024-12-10
1270,2500,1624,111987.81,2024-09-09
1271,1607,704,971941.98,2024-02-10
1272,1972,377,354917.86,2024-11-03
1273,1132,1438,1489120.43,2023-09-04
1274,1984,212,812343.87,2024-04-20
1275,1738,1297,1373716.77,2023-11-27
1276,2827,2177,662663.5,2022-09-12
1277,2824,1776,1225045.15,2024-03-07
1278,2079,1786,712492.01,2024-04-24
1279,668,878,1524350.56,2023-05-30
1280,1810,2096,559974.41,2023-08-25
1281,1524,2853,1834874.95,2023-07-12
1282,1838,1895,1927621.9,2023-08-28
1283,396,2770,1646364.24,2023-07-31
1284,1897,504,289581.59,2024-12-19
1285,729,270,1215511.77,2023-06-17
1286,2357,2420,1804511.55,2024-04-16
1287,2338,799,343456.44,2023-06-14
1288,2844,2686,187820.16,2024-06-06
1289,2479,354,275499.23,2022-09-20
1290,2018,1556,1192554.39,2024-11-22
1291,2955,1960,351409.42,2025-02-17
1292,5,2728,1799960.24,2023-07-26
1293,2005,2609,1614455.2,2023-02-18
1294,47,6,82106.96,2022-09-07
1295,521,702,434018.67,2024-12-09
1296,2649,1797,1228609.54,2024-01-23
1297,2366,1737,588476.29,2023-12-20
1298,659,1134,283560.69,2024-02-09
1299,1254,1380,325041.45,2024-12-20
1300,750,1813,870645.82,2025-05-16
1301,2072,1189,127500.28,2023-10-21
1302,803,1,408304.49,2022-10-08
1303,2865,44,1778812.35,2022-11-10
1304,899,2484,1120886.86,2024-04-16
1305,2233,2036,799477.67,2024-08-03
1306,2051,2610,558620.56,2023-05-23
1307,164,1721,1356859.11,2024-07-12
1308,1175,1736,235379.79,2024-10-30
1309,1395,2311,332664.14,2022-08-15
1310,1260,2445,997166.62,2024-10-06
1311,360,2698,762530.73,2024-01-30
1312,2214,1699,1782269.37,2022-11-05
1313,2224,2645,1022853.62,2022-11-21
1314,1246,2462,1677839.5,2025-03-31
1315,2668,2094,379703.91,2024-01-17
1316,1993,2855,193789.21,2023-05-23
1317,1114,2467,1941300.04,2022-10-25
1318,2910,793,830570.85,2023-11-17
1319,2863,731,375611.33,2022-12-05
1320,32,859,621971.81,2024-12-05
1321,2957,2382,989379.86,2024-10-11
1322,579,684,1593357.0,2024-06-10
1323,1549,2265,1838315.85,2023-01-01
1324,1650,2053,1049355.07,2024-02-16
1325,1929,105,376015.42,2023-08-29
1326,2655,2806,1757439.13,2024-06-20
1327,848,1927,1139385.52,2023-08-07
1328,1504,1525,780312.38,2024-04-12
1329,2012,2177,662663.5,2024-10-04
1330,1508,1176,733306.13,2024-12-15
1331,1343,1983,1458592.84,2024-12-15
1332,2889,2842,603067.21,2025-01-22
1333,1584,1329,155946.56,2024-07-12
1334,879,18,1248620.46,2024-07-19
1335,2376,588,1666016.3,2023-03-29
1336,1068,1715,406593.93,2023-10-24
1337,1180,841,1179470.97,2025-03-09
1338,74,2070,583836.69,2022-10-11
1339,458,912,556060.82,2024-10-29
1340,529,615,469060.66,2022-09-17
1341,710,1418,432936.32,2023-12-30
1342,1887,1519,1176869.6,2023-01-03
1343,79,1060,242843.54,2024-02-27
1344,312,566,1817282.24,2025-03-18
1345,671,1727,1577091.52,2024-03-16
1346,1611,1254,218435.84,2025-06-02
1347,978,2836,528328.79,2024-06-25
1348,1530,2994,1370490.06,2022-07-16
1349,13,2343,792758.44,2024-12-29
1350,1152,1292,630308.86,2025-01-20
1351,1515,2650,580872.75,2024-10-20
1352,2640,1817,139169.28,2022-06-21
1353,952,402,929970.72,2024-01-14
1354,1174,2336,809971.57,2025-05-26
1355,618,2702,1407630.93,2025-03-03
1356,1737,1729,999457.5,2023-12-06
1357,727,596,1041149.21,2022-11-12
1358,2694,1038,635063.98,2024-06-15
1359,2013,1796,1637308.34,2023-03-19
1360,1756,10,1588498.58,2024-04-12
1361,826,2276,1653617.14,2023-03-19
1362,624,2787,243475.05,2025-04-22
1363,2058,244,245029.14,2022-09-01
1364,1972,288,1223923.21,2023-12-21
1365,250,201,1435167.24,2023-09-25
1366,592,1045,517670.13,2025-02-06
1367,1295,2153,525257.63,2025-05-20
1368,2933,2164,947650.4,2024-09-25
1369,2773,1756,804616.55,2022-07-19
1370,1118,464,883307.04,2024-05-05
1371,2577,1884,549641.9,2024-03-05
1372,2684,2407,589807.31,2023-11-05
1373,981,2449,480561.76,2022-08-25
1374,2470,1594,149764.87,2024-01-09
1375,2510,1960,351409.42,2023-08-01
1376,2471,1002,1940817.56,2023-11-26
1377,2696,2621,1186992.05,2024-06-21
1378,917,2511,1125955.65,2022-07-06
1379,832,1007,512247.79,2023-11-25
1380,2071,802,1084849.09,2023-08-05
1381,2968,803,890220.5,2024-03-26
1382,2159,1828,1219774.04,2023-09-17
1383,1760,2269,1422083.3,2024-03-29
1384,2099,862,576250.01,2023-02-12
1385,2260,2948,1844573.88,2022-11-13
1386,1633,2139,1336335.35,2022-12-17
1387,2380,2169,1546810.93,2024-04-02
1388,613,1416,698544.34,2023-08-04
