neighborhood_id,name,school_rating,air_quality_index,crime_float
635,Mullenmouth Gardens,8,109.7,8.76
636,Collinsburgh Gardens,2,45.8,4.44
637,Callahanborough Ridge,4,87.7,3.07
638,New Steven Village,7,115.5,5.65
639,Lake Benjamin Heights,5,44.8,1.84
640,Madisonbury Bay,6,27.6,9.38
641,Lake Austin Gardens,6,55.4,9.05
642,South Richard Village,3,114.7,7.15
643,Catherinestad Park,8,93.7,3.11
644,South Rachel Park,5,40.7,2.82
645,Saraview Park,10,55.6,8.01
646,Changmouth Heights,2,87.6,6.97
647,Lake Kyle Estates,1,96.4,5.87
648,New Johnathan Heights,8,57.1,3.84
649,New Christopherfort Estates,5,69.1,9.86
650,Phillipshire Estates,5,59.8,7.75
651,Johnton Park,1,72.6,4.81
652,Hoodbury Estates,1,70.2,4.54
653,West Breannafurt Bay,3,65.7,2.08
654,North Joel Estates,8,51.6,1.08
655,Hendersonmouth Bay,4,57.9,1.91
656,Joelside Village,10,106.2,2.68
657,Tiffanymouth Village,4,46.9,9.63
658,Nicoleshire Village,6,38.4,4.82
659,Angelatown Gardens,6,56.5,4.61
660,Port Tiffany Gardens,3,77.1,9.81
661,Smithstad Bay,4,101.4,7.49
662,New Timothy Ridge,4,75.5,8.71
663,Jamesfort Park,3,100.0,7.65
664,Sherryport Gardens,1,37.7,5.5
665,Allisonmouth Ridge,9,73.4,3.84
666,North Kimberlyshire Gardens,5,45.1,8.73
667,Lake Deannafurt Heights,7,29.9,2.47
668,North Wendyshire Park,5,67.7,6.67
669,Elizabethborough Gardens,6,46.0,4.24
670,Fostermouth Estates,5,54.4,4.71
671,New Cody Village,10,39.9,6.18
672,Port Judymouth Bay,9,37.5,8.02
673,South Robinmouth Village,6,87.3,5.39
674,Cherylberg Bay,8,109.0,4.43
675,Port Davidshire Village,8,83.2,2.3
676,Amyview Park,6,62.2,6.51
677,Joneston Gardens,2,27.9,4.09
678,East Yvonnefort Village,6,85.3,7.39
679,Shannonville Estates,7,47.1,5.0
680,Kimhaven Ridge,6,94.8,5.69
681,North Alexandriaton Gardens,7,36.7,8.69
682,Pierceborough Park,4,86.2,9.46
683,East Jerryhaven Bay,2,41.1,4.57
684,Dawnhaven Heights,2,113.7,5.26
685,Port Anthonyhaven Heights,1,97.1,5.72
686,Lauraside Heights,2,46.2,2.4
687,Mcintoshshire Bay,7,50.9,3.23
688,Port Patricia Village,8,82.6,2.18
689,Stevefort Ridge,3,22.9,6.97
690,Lake Colleenmouth Ridge,6,106.4,5.2
691,Tinafurt Ridge,9,113.5,5.94
692,West Xavier Park,9,37.7,6.38
693,Whiteton Bay,10,63.5,6.76
694,Katelynchester Estates,5,110.9,5.33
695,Lake Joshua Park,2,64.2,4.29
696,Lake Virginia Village,3,50.4,1.0
697,Johnmouth Ridge,3,54.4,5.22
698,Kimville Heights,8,114.7,5.29
699,Lake Victoriaborough Heights,7,99.8,6.37
700,East Ralphview Ridge,1,74.8,2.7
701,Henryport Estates,7,59.5,2.47
702,Port Luiston Bay,7,102.8,2.99
703,New Veronica Heights,7,82.5,5.65
704,Lake Maryburgh Ridge,10,100.8,7.16
705,North Erikaport Village,9,100.9,4.72
706,Judyburgh Ridge,2,38.2,3.61
707,West Brandon Bay,8,81.8,3.45
708,Frankside Estates,8,38.8,1.17
709,Thompsonland Heights,9,22.2,9.75
710,Port Alexa Village,5,32.5,4.95
711,Port Brandonchester Heights,4,29.0,1.13
712,Port Nichole Park,6,62.0,8.07
713,Eileenchester Gardens,6,66.4,8.12
714,Lake Ryan Village,2,104.4,9.56
715,Jessicafort Heights,5,97.6,1.64
716,North Jonmouth Gardens,3,39.2,8.57
717,Port Kevin Ridge,7,102.8,2.1
718,Ericaland Ridge,4,58.5,9.77
719,East Scott Park,1,39.9,7.62
720,Monicamouth Heights,9,86.6,2.88
721,Port Jacobtown Gardens,5,113.6,2.43
722,Brandonburgh Bay,1,94.5,5.95
723,Zacharystad Heights,5,68.1,3.69
724,North Matthewfurt Village,1,106.4,2.96
725,Lake Rebecca Heights,4,83.3,3.92
726,North Stevenport Park,5,78.5,4.56
727,Allenfort Park,1,116.9,6.23
728,Port Vanessa Bay,8,88.8,2.39
729,Austinport Ridge,2,44.9,5.5
730,Mollymouth Bay,10,53.8,9.73
731,Jacobsport Ridge,1,26.0,6.8
732,West Nathan Bay,9,99.1,2.13
733,Robertsmouth Park,6,118.2,8.1
734,North Markhaven Ridge,6,100.6,4.95
735,Nicolestad Park,1,88.9,4.22
736,North Kimberly Park,5,109.9,5.37
737,West Michelleburgh Gardens,9,49.5,7.27
738,West Alexis Park,10,38.7,4.13
739,Lake Christian Bay,8,47.5,8.48
740,South Catherine Ridge,9,36.0,5.78
741,Jamesstad Gardens,5,101.9,5.87
742,Hughesside Gardens,1,97.6,5.55
743,South Garretttown Bay,3,108.3,6.58
744,South Tara Village,10,43.9,7.49
745,East James Bay,9,101.9,2.71
746,New Johnbury Bay,8,96.6,2.39
747,New Katherineburgh Village,6,61.0,3.9
748,South Juliehaven Heights,9,85.9,1.39
749,East Linda Park,3,107.3,2.82
750,East Emilybury Gardens,4,29.9,6.14
751,West Donna Ridge,7,85.8,5.73
752,Fosterfurt Bay,10,45.6,4.3
753,South Juan Estates,2,21.3,9.29
754,Fitzgeraldfort Bay,8,112.8,8.49
755,Jamesview Gardens,1,56.1,7.69
756,Kennedybury Gardens,6,99.4,1.52
757,North Darlene Estates,5,72.9,7.61
758,Reedchester Ridge,5,27.8,2.94
759,New Sandra Estates,2,30.1,3.08
760,West Mariemouth Gardens,4,39.3,6.91
761,Dianaborough Estates,3,75.8,6.02
762,North Cassie Bay,2,96.6,6.19
763,Gallowaytown Bay,8,90.3,4.84
764,South Ann Heights,3,99.2,5.95
765,Glenntown Estates,6,85.8,5.81
766,East Mike Estates,8,113.4,9.12
767,Lake Shelia Estates,6,104.5,4.71
768,West Williamview Bay,7,102.6,3.91
769,Marthachester Park,10,74.6,4.38
770,Port Zacharyfurt Estates,5,56.0,5.07
771,New Markville Gardens,1,92.6,9.85
772,Kevinside Estates,1,71.8,9.94
773,South Nicholeville Village,1,50.0,3.0
774,Wrightburgh Ridge,6,22.2,8.4
775,Nancymouth Bay,5,111.9,5.6
776,Wadehaven Estates,10,35.5,1.34
777,Nathanielmouth Village,3,33.8,4.3
778,Amyburgh Estates,4,43.3,8.3
779,Lake Patriciachester Heights,10,60.0,9.26
780,West Cynthiaborough Bay,2,92.4,8.14
781,Rangelshire Park,8,102.6,7.21
782,Port Edward Estates,2,79.5,3.7
783,Tranberg Bay,10,58.2,8.02
784,Clementsville Ridge,6,54.8,8.35
785,South Jamiehaven Gardens,2,107.0,3.04
786,New Michelle Bay,10,112.9,6.7
787,Port Lisa Bay,7,25.4,5.72
788,Larrybury Village,9,76.5,3.94
789,Donnachester Bay,4,35.3,7.06
790,East Amyborough Gardens,8,95.3,6.18
791,Stephensonborough Heights,4,63.2,8.08
792,Douglastown Park,3,53.6,5.28
793,North Donna Bay,1,74.8,3.36
794,South Deniseshire Gardens,9,63.4,7.28
795,South Emily Ridge,3,68.1,2.78
796,Port Stevetown Gardens,10,39.6,6.54
797,North Kevinton Bay,9,44.6,1.64
798,South Tylerstad Ridge,7,52.3,9.32
799,East Cherylbury Heights,2,87.2,4.81
800,Julietown Village,4,52.1,6.34
801,Port Jeanettebury Heights,5,36.9,4.15
802,New Kayla Ridge,8,82.3,4.96
803,Gonzalezbury Ridge,4,40.0,4.36
804,Rodriguezton Ridge,2,31.2,1.49
805,Thomasfort Estates,3,106.9,8.38
806,Hallton Heights,6,89.4,2.0
807,Ryanfort Gardens,8,22.3,2.88
808,West Ericview Estates,4,40.4,5.71
809,East George Village,9,68.3,7.57
810,Carrollside Park,1,57.7,9.15
811,West Justinland Estates,1,45.5,1.54
812,Leehaven Park,10,47.1,5.18
813,Riostown Heights,2,58.9,3.44
814,Allenborough Ridge,6,106.4,1.17
815,Lake Leslie Ridge,7,43.1,4.43
816,Lake Ian Bay,2,110.4,5.36
817,Jonestown Estates,9,28.8,2.79
818,North Emily Gardens,9,112.6,1.19
819,South Stephanie Park,9,50.5,5.41
820,New Jessicamouth Bay,3,21.8,7.16
821,Meganport Village,5,43.6,9.8
822,North Crystal Estates,5,101.2,6.63
823,Juliestad Gardens,1,114.4,9.54
824,North Alexis Park,3,54.2,4.54
825,Port Andreastad Park,2,93.0,5.69
826,North Samanthamouth Bay,10,107.3,7.18
827,North Edwardstad Gardens,4,77.3,4.84
828,Laurenland Village,10,52.9,5.88
829,New Jonathan Park,3,78.1,7.16
830,North Ashleychester Park,3,50.9,7.35
831,Bishopmouth Estates,3,63.0,9.18
832,West Cindymouth Ridge,3,85.6,6.08
833,Port Kevinside Park,6,26.8,5.8
834,Reedtown Bay,2,38.4,8.56
835,Floreshaven Park,1,96.5,8.92
836,Danielfurt Gardens,7,50.3,7.71
837,Davisfort Ridge,5,35.2,2.69
838,South Joshua Park,3,22.6,9.87
839,Cooktown Estates,5,80.6,6.51
840,Cooperside Estates,4,43.1,1.23
841,West Dennisview Heights,8,33.4,8.62
842,West Elizabethville Gardens,6,38.4,4.49
843,Lake Richard Gardens,3,36.4,3.04
844,Floresberg Gardens,1,112.5,9.55
845,Carrton Park,4,95.8,1.6
846,Gabriellehaven Gardens,10,69.0,3.92
847,New Vanessaland Gardens,4,62.8,7.99
848,Anthonymouth Estates,7,92.0,4.55
849,Garciafort Bay,10,79.4,5.73
850,Carolynburgh Bay,1,72.1,5.06
851,Port Anna Ridge,1,107.8,3.21
852,East Sandra Estates,7,118.4,1.35
853,Turnershire Gardens,9,96.5,9.66
854,Rodriguezberg Park,5,64.0,8.96
855,New Christopherhaven Ridge,5,66.1,4.8
856,Lake Lisa Estates,1,89.0,9.13
857,Maynardstad Gardens,8,29.0,5.51
858,South Troy Park,10,113.8,7.27
859,Ingramborough Park,7,61.4,5.06
860,Port Patricia Park,8,79.0,7.41
861,Lake Nina Park,8,29.0,3.92
862,Elizabethfort Bay,3,91.8,2.11
863,New Joanneland Heights,8,83.4,1.77
864,Johnsonhaven Bay,7,92.7,9.78
865,East Sarahmouth Estates,3,57.9,4.43
866,Jensenview Ridge,3,111.2,6.09
867,Dianeland Bay,3,36.2,2.3
868,South Madison Ridge,1,62.0,3.79
869,Howardfort Ridge,8,48.9,2.63
870,Andersonbury Park,4,20.4,7.89
871,East John Heights,8,69.8,5.49
872,Danielberg Ridge,1,80.8,5.44
873,South Joseph Park,10,85.9,5.08
874,North Anthonyland Gardens,2,80.1,1.06
875,New Paulberg Estates,5,82.0,6.02
876,New Alejandro Ridge,4,24.9,2.33
877,Nathanside Bay,6,23.7,8.68
878,Christinamouth Bay,10,103.8,3.69
879,Stacyberg Heights,1,30.9,9.94
880,South Jasontown Park,5,81.1,7.22
881,West Joshua Estates,10,98.7,2.6
882,Lake Jenniferborough Gardens,10,56.0,1.32
883,West Brian Ridge,5,52.3,9.08
884,Lisaport Ridge,2,95.8,8.59
885,New Marcberg Heights,5,67.1,2.1
886,Lake Taylor Ridge,5,52.9,4.72
887,Hallmouth Park,4,81.2,1.98
888,Reedport Bay,9,118.7,5.35
889,South Ronaldview Bay,10,113.4,9.88
890,Petersenhaven Village,7,80.9,3.85
891,Lake Steven Estates,10,119.5,4.18
892,North Elizabeth Park,10,76.3,5.68
893,Timothyville Bay,8,69.3,2.62
894,North Michelleton Estates,4,90.9,9.81
895,Danielfurt Heights,2,22.4,6.63
896,North Barry Heights,4,100.0,9.99
897,Harveytown Gardens,1,53.4,6.04
898,Lake Katherinestad Bay,4,21.1,2.81
899,Lake Kariborough Village,5,99.0,3.77
900,New Julie Estates,9,52.4,1.06
901,Kellyhaven Bay,6,54.1,7.52
902,Littletown Estates,1,103.2,2.75
903,East Blakeshire Ridge,6,112.2,5.31
904,South John Gardens,1,84.6,5.33
905,Millerstad Bay,8,109.2,5.83
906,Hancockside Village,8,98.4,4.73
907,Lake Matthewchester Bay,1,103.5,3.69
908,North Robin Bay,6,75.5,1.17
909,North Ashley Estates,6,100.0,8.99
910,Port Brandonview Village,2,117.0,3.52
911,East Jessica Heights,6,118.4,6.64
912,Port John Ridge,3,77.1,4.51
913,Port Stephaniechester Estates,2,106.5,7.76
914,Leeshire Bay,6,91.0,3.44
915,Garyfort Heights,8,107.7,4.34
916,Fullerview Ridge,5,41.6,3.72
917,Williamsberg Heights,6,98.5,8.0
918,Port Marvin Heights,8,70.6,8.19
919,West Kyle Estates,3,39.0,9.31
920,New Johnberg Bay,9,51.0,3.95
921,Hallville Ridge,2,102.2,9.44
922,Duanemouth Bay,3,40.5,1.33
923,Diazton Gardens,9,31.6,3.8
924,South Tonyafort Heights,10,107.2,4.0
925,Williamshire Heights,2,72.1,6.93
926,Fordborough Village,1,77.8,3.81
927,Lake Katherineport Park,6,40.1,3.58
928,Robersonfurt Estates,6,97.3,7.04
929,South Darrenbury Village,3,35.7,2.03
930,Greenland Estates,9,71.4,2.86
931,Knightburgh Village,9,51.8,2.27
932,Port Kelly Bay,5,77.4,2.54
933,South Laura Village,10,109.2,5.87
934,Skinnermouth Heights,3,22.9,9.13
935,South Allisonland Heights,2,58.4,1.78
936,Judyport Gardens,3,90.5,9.02
937,Johnsontown Bay,8,81.6,3.81
938,Lopezville Ridge,4,91.3,7.04
939,Markstad Estates,2,117.4,7.8
940,Thomasmouth Gardens,10,33.2,8.32
941,West Brittney Bay,8,29.7,3.79
942,Millerburgh Bay,8,67.1,9.53
943,North Rachel Park,10,45.8,4.27
944,Kristenberg Park,6,98.9,8.94
945,East Christopherburgh Gardens,8,23.0,5.28
946,Kristenfurt Village,8,66.1,2.54
947,Marvinport Ridge,6,80.4,2.15
948,South Michelleside Heights,7,101.8,8.17
949,Lake Nathanielberg Village,9,84.9,8.13
950,New Curtisfurt Estates,8,60.1,4.72
951,New Mariaberg Estates,4,74.8,9.77
952,Thompsonside Gardens,2,54.1,8.33
953,West Anthonyview Estates,7,98.4,4.92
954,Lake Taylorchester Ridge,6,74.5,3.13
955,Jacobfort Bay,2,93.9,7.41
956,Shannonberg Ridge,8,31.4,6.36
957,North Gregorychester Village,9,29.8,5.01
958,Herringview Village,7,27.0,1.98
959,Scottchester Ridge,10,97.1,4.41
960,Lake Michaelfort Gardens,1,29.1,8.35
961,Abigailmouth Estates,1,95.7,6.95
962,West Mathewview Gardens,9,49.2,6.54
963,Carrieside Gardens,4,40.6,8.9
964,West Janet Village,10,99.4,7.12
965,Jessemouth Gardens,6,119.0,6.24
966,West Lisa Estates,9,60.4,2.15
967,North Erikview Village,1,56.9,5.94
968,West Cynthiachester Heights,1,90.3,8.39
969,Richardmouth Village,2,106.1,8.79
970,Markmouth Park,7,90.2,4.55
971,Jamesmouth Village,7,60.6,4.92
972,Port George Park,3,67.5,2.69
973,Stevenmouth Gardens,6,104.0,2.39
974,West Angelton Ridge,3,33.4,1.65
975,New Joshuashire Heights,3,92.1,5.38
976,Mcphersonbury Gardens,3,28.5,6.78
977,West Ashley Gardens,8,109.4,7.26
978,Kevinfurt Gardens,10,38.0,5.58
979,Lindatown Estates,8,58.5,3.03
980,Danielberg Gardens,10,20.7,5.48
981,West Josephmouth Bay,4,91.2,3.42
982,New Ronaldmouth Estates,10,56.7,9.8
983,East Desireebury Estates,8,90.5,2.02
984,Lisaville Gardens,2,34.2,7.58
985,Harperville Ridge,5,66.5,1.7
986,Charlesland Estates,2,44.5,6.68
987,Davisstad Bay,2,88.4,5.85
988,East Eric Estates,5,81.3,9.13
989,Port Sonyaside Estates,1,66.9,5.61
990,West Rachelview Gardens,10,93.4,4.79
991,Leslieville Ridge,5,48.9,1.32
992,Martinberg Estates,5,92.7,6.07
993,Lake Christinaberg Heights,8,77.8,6.16
994,New Steven Bay,5,100.9,6.62
995,South Williamburgh Village,8,28.3,5.55
996,Loganburgh Ridge,5,45.2,6.54
997,Stephanieville Village,5,21.4,2.0
998,Coffeyfurt Park,10,93.9,6.93
999,Brownton Village,3,46.1,7.31
1000,West Victoria Gardens,3,99.9,8.76
1001,West Jenniferport Village,2,116.7,6.36
1002,Martinhaven Ridge,3,103.8,7.77
1003,Lake Garyhaven Gardens,7,43.8,4.96
1004,Kimberlyland Bay,3,41.1,7.61
1005,Brownside Village,1,84.2,7.8
1006,Davidview Heights,1,36.8,4.59
1007,North Deniseland Village,8,94.6,7.77
1008,Port Craigmouth Estates,4,58.0,7.35
1009,Mileschester Gardens,5,34.5,8.83
1010,New Helen Heights,5,112.7,5.04
1011,Peterton Bay,6,116.2,7.15
1012,Tonyview Heights,2,111.8,6.74
1013,Lake Alejandrostad Ridge,7,81.0,6.87
1014,North Erin Village,6,47.0,8.22
1015,Aprilshire Village,10,59.1,7.96
1016,North Deborah Bay,4,93.4,6.3
1017,Gutierrezside Park,9,53.7,7.21
1018,Lopezfurt Park,6,74.8,7.06
1019,West Tracyton Ridge,2,21.2,1.88
1020,North Jennifer Heights,8,55.2,7.53
1021,East Lisa Village,4,23.4,6.57
1022,Heatherhaven Heights,10,85.7,8.52
1023,East Samuelton Estates,2,90.8,2.08
1024,West Lisastad Ridge,10,33.0,6.91
1025,East Sarahstad Bay,10,100.3,2.66
1026,South Michelleberg Heights,3,45.3,5.2
1027,Richardsonstad Heights,8,112.3,3.49
1028,Port Paige Gardens,6,45.7,8.03
1029,West Adrian Village,1,58.3,3.99
1030,Tyroneshire Heights,5,115.6,3.38
1031,Richardsonfurt Gardens,2,69.2,9.36
1032,North Madison Estates,7,37.8,5.43
1033,Donnamouth Park,9,96.9,2.97
1034,New Danielfurt Bay,2,111.3,7.44
1035,Costastad Heights,1,27.3,6.14
1036,Kellyfort Village,8,21.9,5.48
1037,Tamaramouth Bay,1,113.3,6.98
1038,Dominicborough Village,3,90.0,9.14
1039,West Jennifer Estates,1,71.5,9.46
1040,South Sharon Gardens,8,63.6,8.6
1041,East Caleb Ridge,2,74.0,1.03
1042,Dawnburgh Bay,8,32.1,5.82
1043,West Michelle Village,6,88.2,4.61
1044,Julieside Bay,2,56.5,8.68
1045,Brianfurt Village,2,104.1,7.84
1046,Wendyland Village,4,37.7,1.35
1047,Sanchezfurt Gardens,4,49.9,4.51
1048,Timothybury Heights,6,68.7,8.97
1049,Wrightland Gardens,4,34.0,2.74
1050,South Kathy Bay,10,43.8,4.5
1051,Lake Nancy Ridge,9,84.3,5.5
1052,Port Cole Ridge,8,116.7,1.15
1053,West Jeanette Village,1,53.8,7.49
1054,West Paul Gardens,2,41.2,6.88
1055,Mayerport Estates,8,114.0,8.83
1056,Pattyfort Estates,3,94.1,3.1
1057,Parsonsfurt Heights,1,93.5,5.4
1058,Jessetown Heights,8,110.7,6.57
1059,West Michael Park,3,21.4,6.69
1060,Lake Travis Village,2,65.6,2.54
1061,East Amanda Estates,2,101.8,1.96
1062,Robertsonbury Gardens,10,99.9,2.99
1063,Samuelview Ridge,4,62.6,8.3
1064,Schneidermouth Bay,7,52.4,9.78
1065,Valeriemouth Estates,9,33.7,8.53
1066,New Cherylport Ridge,4,96.4,6.34
1067,Lake Vincentchester Village,2,32.1,2.27
1068,Roberthaven Gardens,3,89.6,5.98
1069,Christopherchester Gardens,4,112.6,1.37
1070,Thomasbury Heights,10,57.6,2.42
1071,Kerriside Gardens,2,20.6,2.61
1072,Robertstad Heights,10,108.7,4.75
1073,East Brandyville Ridge,8,89.2,2.86
1074,Melissabury Bay,5,72.3,4.71
1075,South Kenneth Park,10,89.2,6.37
1076,Morrisburgh Bay,8,81.2,1.79
1077,East Williamfort Ridge,5,54.8,1.04
1078,Lake Karenside Park,4,31.8,5.77
1079,Natalietown Heights,10,56.2,7.85
1080,North Philipfort Estates,9,41.9,7.93
1081,Riverashire Bay,4,47.6,2.74
1082,Randyville Ridge,3,88.5,9.72
1083,West Tiffany Gardens,8,37.6,7.03
1084,Jordanburgh Heights,1,84.5,3.57
1085,Claymouth Gardens,5,53.4,8.25
1086,Lake Allen Ridge,8,24.3,7.66
1087,North Michaelburgh Estates,3,35.8,1.26
1088,West Hannahview Estates,2,27.1,3.12
1089,Monteston Gardens,10,78.0,4.77
1090,Christensenview Bay,6,43.0,1.99
1091,East Morgan Park,2,43.7,4.71
1092,West Christine Park,7,109.1,1.66
1093,Port Cynthiaton Estates,8,25.4,4.92
1094,Mccormickberg Park,10,65.5,4.49
1095,Rhondafort Park,8,92.0,6.69
1096,Smithport Village,4,53.6,1.29
1097,Douglasburgh Estates,1,48.1,2.0
1098,South Barbaraton Gardens,8,61.8,7.84
1099,Stuarthaven Park,5,80.4,8.11
1100,South Mary Bay,10,110.6,6.2
1101,South Brandon Estates,4,28.6,8.71
1102,Lake Corey Gardens,4,79.2,8.53
1103,West Craigport Village,1,93.0,7.63
1104,South Kelseyville Park,4,52.7,6.22
1105,West Michael Estates,3,111.4,9.08
1106,Josephburgh Gardens,1,24.0,5.24
1107,South Tamaratown Ridge,9,23.4,5.78
1108,Hallton Gardens,2,65.2,3.16
1109,Delgadoberg Estates,1,89.3,4.66
1110,Scottland Park,3,55.8,3.15
1111,Rachelburgh Heights,1,68.0,3.74
1112,South Tiffanychester Bay,8,105.8,7.73
1113,East David Heights,8,66.4,2.25
1114,Lake Janet Bay,7,38.5,8.84
1115,South Jessicashire Bay,8,90.4,1.01
1116,South Kim Bay,2,58.5,7.22
1117,New Danielview Estates,1,49.7,7.78
1118,Lake Kimberly Bay,10,74.2,8.15
1119,East Evelyn Ridge,2,82.0,4.02
1120,Joshuaborough Heights,9,114.5,7.07
1121,South Pamelamouth Heights,2,58.3,5.19
1122,Wilcoxview Heights,6,56.6,6.83
1123,Thompsonstad Bay,2,76.1,7.96
1124,Garyberg Park,6,43.9,2.02
1125,Brianfurt Gardens,10,107.1,7.33
1126,West Donaldburgh Ridge,4,52.0,9.08
1127,South David Estates,7,47.7,1.57
1128,East Ashley Village,8,68.6,5.74
1129,North Savannah Heights,8,91.0,7.1
1130,Donaldmouth Estates,5,65.2,4.31
1131,East Thomasside Bay,2,38.8,8.96
1132,Millsberg Heights,2,59.1,2.61
1133,Robinsonville Heights,2,36.5,2.01
1134,Tinaborough Park,8,35.0,2.84
1135,North Joshua Bay,1,49.3,9.73
1136,East Vincent Estates,3,67.4,4.78
1137,Dakotamouth Bay,1,49.2,1.57
1138,Markland Ridge,4,103.5,5.68
1139,East Cindyburgh Village,7,77.9,6.9
1140,Richardsview Ridge,6,68.6,6.99
1141,East Jessicaview Estates,9,64.5,3.74
1142,East Melissa Park,5,37.2,3.34
1143,Jeanberg Gardens,6,117.1,7.93
1144,East Brian Heights,3,55.3,5.1
1145,Madisonhaven Park,10,112.4,7.41
1146,Debraland Village,3,117.3,8.55
1147,West Alex Bay,3,36.1,2.05
1148,North Mark Village,10,32.6,3.34
1149,Montesside Park,4,76.2,1.31
1150,North Anthony Village,6,34.8,5.04
1151,Lake Susanstad Park,9,50.2,9.28
1152,Laurafurt Gardens,8,96.9,9.53
1153,East Joshua Village,3,20.4,7.65
1154,Hodgesburgh Estates,6,84.7,3.66
1155,West Sueborough Village,10,86.7,8.2
1156,Sarahchester Bay,8,53.9,2.01
1157,Manningchester Gardens,1,33.9,5.96
1158,Allisonburgh Village,1,60.2,8.57
1159,Port Jessicashire Gardens,6,29.2,1.5
1160,New Lisamouth Bay,4,78.3,3.0
1161,West Lisa Ridge,5,39.6,1.75
1162,New Julie Ridge,8,87.7,9.62
1163,Wallacemouth Estates,7,39.4,3.86
1164,Calvinhaven Estates,9,114.3,9.18
1165,Christopherport Village,7,34.8,8.68
1166,South Monica Village,7,57.3,3.56
1167,West Alan Village,5,117.8,8.87
1168,East Shannon Heights,4,92.8,5.0
1169,Port Daniel Gardens,8,48.9,8.25
1170,North Sara Gardens,7,34.0,6.28
1171,North Craig Heights,3,40.8,5.27
1172,East Patriciachester Ridge,9,118.7,1.6
1173,Woodfurt Estates,7,28.8,4.69
1174,Shawnton Village,7,37.5,5.16
1175,Lake Stevenberg Estates,3,39.9,8.49
1176,Juliashire Village,9,69.1,8.41
1177,Christophermouth Village,10,50.4,6.03
1178,Davidchester Gardens,4,22.7,1.02
1179,East Nathanport Village,5,115.6,8.51
1180,Reedfort Gardens,2,85.4,9.03
1181,Ayalaside Gardens,3,69.2,7.19
1182,Stevenchester Park,1,31.9,3.49
1183,East Brandon Heights,10,94.6,6.23
1184,East Andrewmouth Estates,7,106.8,6.65
1185,Lake Davidville Gardens,2,57.3,7.6
1186,Woodsberg Heights,5,36.3,1.53
1187,Taylorberg Village,8,107.8,2.22
1188,Port Susanport Park,1,47.3,4.78
1189,Pattersonmouth Village,1,49.0,5.77
1190,Jamiebury Heights,9,39.4,6.65
1191,New Sherriberg Ridge,2,79.9,2.5
1192,New Joshua Village,6,102.7,7.16
1193,North Don Village,5,88.5,7.2
1194,Ellisfurt Heights,9,78.0,8.41
1195,North Katrinashire Heights,3,71.8,4.36
1196,Matthewton Gardens,7,54.0,9.2
1197,Lake Eric Heights,4,35.5,2.99
1198,Evansmouth Park,9,81.3,8.48
1199,Port Charlesside Estates,9,91.3,7.32
1200,Port Mitchellside Ridge,2,61.7,9.24
1201,Sanfordtown Heights,3,112.3,5.32
1202,Griffinberg Village,6,33.9,4.98
1203,Fordview Estates,9,96.4,4.08
1204,Hayesmouth Bay,5,22.9,8.33
1205,Lake Sheilaview Park,3,105.7,2.28
1206,North Ronaldborough Park,5,32.5,2.17
1207,North Robertside Heights,7,89.1,8.06
1208,East Jillian Heights,1,97.5,7.82
1209,New Danielleton Heights,4,30.8,8.14
1210,New Michaeltown Estates,10,25.9,2.07
1211,Robbinschester Village,1,26.6,7.01
1212,New Charles Ridge,2,98.2,9.28
1213,Reedshire Park,10,110.1,2.66
1214,Chaseville Village,1,29.1,8.61
1215,Port Elizabethton Village,10,54.8,2.45
1216,Johnsonstad Estates,10,44.2,6.13
1217,Lindaton Heights,10,96.3,5.76
1218,Amybury Bay,4,116.4,2.55
1219,Krauseberg Ridge,9,20.4,7.53
1220,Masonborough Park,9,105.1,5.27
1221,Lake Suzanne Bay,10,38.5,7.06
1222,Kiddtown Heights,3,103.5,9.83
1223,South Michaelton Gardens,4,71.4,4.67
1224,North Erin Ridge,6,32.4,1.99
1225,Kaitlynhaven Park,8,96.2,7.34
1226,Davidside Estates,1,28.2,5.44
1227,Hahnberg Gardens,5,65.7,7.63
1228,East Richardland Bay,8,42.6,4.67
1229,Matthewbury Ridge,7,38.9,1.63
1230,Stevensonview Ridge,8,113.9,4.31
1231,Lake Williamview Heights,8,87.2,4.57
1232,Powellmouth Estates,2,31.9,4.55
1233,Matthewmouth Bay,10,117.8,7.67
1234,West Debraberg Park,2,56.4,2.79
1235,Rossside Park,10,104.4,4.64
1236,Jasonport Park,7,92.5,3.51
1237,Huangborough Bay,10,79.4,7.81
1238,North Johnburgh Ridge,7,55.6,7.0
1239,North Ericshire Gardens,8,71.1,2.33
1240,East Michelle Gardens,2,32.2,5.4
1241,West Prestonfurt Park,3,23.0,7.64
1242,Henryberg Ridge,2,69.8,1.24
1243,Port Carrie Park,7,80.5,3.94
1244,Powellland Village,10,82.3,7.84
1245,Port Stephen Bay,9,96.8,8.13
1246,Lake David Park,5,86.2,5.41
1247,Bennettland Village,9,54.4,8.74
1248,Anaton Estates,1,115.3,1.28
1249,Catherinehaven Gardens,2,58.4,3.83
1250,Mathisfurt Gardens,8,66.0,1.3
1251,West Lisa Estates,5,108.5,2.48
1252,South Shelby Gardens,3,51.2,4.5
1253,East Michelleland Ridge,2,76.9,5.41
1254,Michaelland Estates,9,77.2,5.28
1255,Lake Gina Ridge,3,70.7,4.52
1256,Fraziermouth Gardens,10,117.1,6.55
1257,East Jennifer Village,5,52.0,1.25
1258,Bakerhaven Heights,3,103.7,4.14
1259,North Stephanie Bay,10,22.7,9.02
