property_id,address,price,bedrooms,bathrooms,area_sqft,agent_id
551,"15445 Jason Estates Apt. 066, Martinezburgh Heights, Lake Sherryville",558159.05,1,1,3753.56,1001
552,"817 King Square Suite 813, Davidhaven Ridge, North Frederickfort",1909937.14,1,1,2855.26,349
553,"113 Elizabeth Corners, Jonestown Estates, Watkinsfort",691214.27,6,5,2998.83,1513
554,"1117 Mckay Crossroad, West Travisland Village, Port Jennifermouth",1413061.53,3,5,1136.85,2349
555,"20732 David Lights, Lake Christineberg Park, Ramseyhaven",1928677.28,3,2,4877.5,775
556,"278 Kevin Inlet Apt. 713, Donnatown Bay, Matthewport",1300970.19,6,1,807.86,834
557,"96754 Jeremy Viaduct Suite 575, Deborahberg Heights, South Daniel",701968.52,2,3,2357.93,123
558,"2296 Johnson Turnpike Suite 869, Harrischester Park, Dianafurt",937237.18,4,5,3232.44,1026
559,"405 Jeffrey Station Apt. 233, Port Kellychester Gardens, Lake Chad",624096.42,6,3,4384.54,1770
560,"5150 Taylor Glen Suite 005, Port Shane Heights, East Scottmouth",927904.16,6,1,929.71,2255
561,"1664 Hughes Rue Apt. 113, Sarahstad Bay, North Caroline",344860.51,6,1,4145.51,2894
562,"9805 Zachary Squares Apt. 592, Amandaville Heights, Dawnview",1558382.76,1,5,1184.93,565
563,"6027 Parker Bypass Suite 862, Jenniferberg Gardens, Lucasberg",1333027.06,5,4,3184.09,1184
564,"56047 Joel Oval, Port Kevin Ridge, Ashleymouth",1938840.28,2,4,1133.32,2175
565,"1761 Bradshaw Ramp Apt. 680, Jamesbury Ridge, Newtonport",745569.19,1,4,1679.36,1331
566,"099 Little Fields, South John Heights, Pricemouth",1817282.24,4,2,4053.51,1469
567,"0711 Pierce Trail, Lake Christinaton Heights, Bautistabury",1303373.08,2,4,1902.08,911
568,"71887 Vasquez Hill Apt. 690, Wellsfort Estates, Alexandrahaven",741326.36,4,1,537.9,358
569,"4282 Ochoa Light Apt. 793, New Charles Ridge, Josephton",386183.09,1,5,4776.88,2260
570,"0308 Mendez Mountain Suite 428, West Charles Estates, Lindseymouth",1426341.44,1,5,1022.88,1715
571,"436 Lopez Stravenue Suite 718, Diaztown Gardens, Weavermouth",1881474.77,6,2,4038.36,1341
572,"69339 Wilson Terrace, Florestown Bay, Kellerhaven",744227.01,1,3,3495.01,1629
573,"002 Li Orchard, Mossbury Village, Parsonsberg",299690.74,1,1,2590.92,709
574,"1599 Kristin Branch Apt. 983, West Aaronport Bay, Lake Gabrielaport",500601.47,3,4,2337.79,221
575,"7407 Adam Mountains, East Monicatown Estates, Lake Caitlynfurt",243685.85,5,2,2850.67,1878
576,"7116 Linda Curve, Baxterstad Ridge, South Jenniferstad",246398.57,1,2,1402.27,521
577,"66482 David Locks, South Monica Village, Donnaport",1170172.75,6,4,808.9,367
578,"56501 Campbell Station, Davisfort Ridge, Chavezmouth",320179.42,6,3,4759.27,2930
579,"6229 Anderson Club Suite 772, North Douglaston Gardens, Laurafort",798581.62,4,4,2458.52,1332
580,"53929 Alex Skyway Apt. 745, Aaronchester Ridge, Johnmouth",510825.65,6,3,1904.25,2972
581,"5093 Sarah Parkways Suite 760, North Savannah Heights, New Anna",168326.72,3,2,4522.25,1802
582,"8587 Thompson Trafficway, Marymouth Ridge, New Amandafurt",884406.89,2,3,2222.69,104
583,"64047 Hickman Lodge, Teresabury Estates, Lake Jason",285576.18,1,3,1564.69,1499
584,"744 Mark Hills, Dianechester Village, Nicolaston",1038503.52,6,2,4838.17,1267
585,"28187 Farmer Viaduct, Kerriside Gardens, Troyside",1024290.74,2,3,1556.95,2287
586,"148 Vanessa Union Suite 841, Huangborough Bay, West Noah",1925316.85,1,4,4996.28,2191
587,"728 Frances Station, Evanstown Estates, South Samanthachester",404627.7,3,1,3872.54,517
588,"6171 Young Turnpike, Mitchellland Gardens, Patricialand",1666016.3,6,2,2274.08,16
589,"43724 Amy Vista, Monroestad Gardens, Bobbyport",1058024.85,4,4,4707.26,2863
590,"231 Courtney Path Apt. 597, Richardport Gardens, Markmouth",1583689.61,2,2,1742.28,314
591,"26446 Thomas Pass, Mannmouth Estates, Emilytown",1916273.92,5,4,4477.43,1675
592,"32930 Bell Camp Apt. 648, South Kelseyville Park, Port John",1716418.37,4,5,4353.17,1105
593,"3086 Henry Plains Suite 321, North Mark Village, New Gregorymouth",1597005.27,3,4,2601.87,330
594,"37528 Marc Mountains, Lake Annaland Estates, New Kathleen",1351791.61,5,1,3376.0,1482
595,"7723 Pacheco Plain Apt. 768, East Jamesport Estates, South Zachary",108885.89,4,1,4128.24,1243
596,"84676 Eric Coves, East Williamfort Ridge, Lindseyfort",1041149.21,4,3,4880.99,515
597,"1165 Cindy Crossroad Apt. 236, Rodriguezberg Park, West Elizabethchester",531763.48,3,2,1884.2,1259
598,"464 Pittman Mission, Grayport Heights, Steelechester",1474031.75,6,4,2964.58,453
599,"018 Jeremy Roads, Lake Georgemouth Heights, North Jesseport",369566.51,3,4,4295.64,2477
600,"3736 Garcia Shores, Port Johnnyshire Park, Swansonville",1497449.2,3,2,2106.13,2355
601,"8155 Derek Extensions, North Sharonshire Heights, Cruzfurt",1588457.06,1,4,3469.66,1133
602,"91564 Amanda Green Suite 770, Thomasport Park, Cindyville",1617977.31,6,1,3948.87,415
603,"5436 Mccoy Radial, Port Jamesshire Ridge, Port Matthewfort",1367514.78,5,4,3983.5,2240
604,"15016 Jackson Viaduct Apt. 697, New Austin Heights, Sarahmouth",1136827.98,5,2,2586.2,11
605,"025 Crawford Tunnel, Dustinmouth Gardens, New Anthony",1725775.09,4,2,1880.25,1382
606,"68743 Rowe Wells, Susantown Ridge, South Kelseybury",1380162.98,3,5,4434.94,2060
607,"7018 Ellis Rest, North Philipfort Estates, Mcmillanfurt",1628079.78,6,1,2877.06,1136
608,"876 Escobar Camp, South Kimberly Park, Lake Mark",1206438.05,4,5,604.4,1660
609,"827 Jessica Cliffs, Tylermouth Bay, Port Aprilview",857891.09,1,3,4310.34,413
610,"032 Lopez Knoll, Larryview Heights, Petersonton",1986489.55,2,1,1224.49,1520
611,"2682 Smith Pine, Ashleyport Heights, Evanberg",677124.0,6,3,870.18,2975
612,"708 Andrew Way Apt. 783, Port Paige Gardens, East Maria",438057.17,1,1,3687.05,209
613,"85591 Laura View, Randyville Ridge, North Veronicaview",677034.29,6,5,2407.48,982
614,"7052 Lane Grove Apt. 525, Loganburgh Ridge, Jeremyside",1033608.82,1,5,2232.73,240
615,"537 Nathaniel Route, West Angel Park, Lake Michael",469060.66,1,2,972.66,1830
616,"27744 Bird Ridge, Michelleport Gardens, Port Benjamin",1137456.87,5,5,3219.76,203
617,"27250 Sheryl Turnpike, New Daniel Heights, Haynesfurt",233949.26,3,1,4722.61,860
618,"532 Yvonne Lock Apt. 800, Pinedahaven Estates, Kimmouth",651802.93,4,1,1583.16,2826
619,"764 Hahn Ranch, North Joshuahaven Village, East Francisco",1033053.42,1,5,4201.86,2672
620,"6438 Michael Lakes Suite 543, East Christopher Park, Bruceview",1145169.69,1,1,4480.82,1590
621,"2648 Jennifer Turnpike Apt. 152, Jacobstown Park, Cynthiafurt",1777483.7,2,3,3576.84,2527
622,"689 Michael Ville Suite 064, West Madison Gardens, Port Haleyfurt",1957317.04,1,5,1662.67,2384
623,"355 Frank Trail, East Vincent Estates, Lake Carolville",1324187.22,6,4,4196.64,1347
624,"709 Meyers Lakes Suite 107, Samanthahaven Gardens, Kathrynview",1745284.55,1,1,846.69,1793
625,"62507 Robinson Parkways, East Ryan Park, Owensfurt",734194.14,3,5,1245.42,489
626,"49215 Larry Falls Suite 920, Matthewbury Ridge, Robertsonville",123456.93,2,5,2878.18,1818
627,"2969 Newton Station Apt. 870, Mirandaville Heights, New Christinamouth",1083365.58,1,4,1119.21,1917
628,"6037 Heather Highway, North Ashley Estates, Summersmouth",1229589.06,1,2,2605.77,1702
629,"081 Melissa Meadow Suite 965, New Allen Park, West Shelbyfurt",283104.55,1,5,3606.17,455
630,"102 Michael Trace, New Lisaport Village, South Sarah",1576058.69,4,2,1084.0,831
631,"2631 Kyle Keys, South Lori Heights, Lake Danielton",1379544.52,5,4,1630.91,2009
632,"48794 Mitchell Walk, Leeshire Bay, Burnschester",1567796.35,5,2,2683.24,929
633,"8205 Benjamin Viaduct, Harpershire Ridge, Gillespieburgh",157411.29,4,5,4384.81,29
634,"8002 Gregory Islands, West Johnbury Ridge, Pughfurt",429557.46,3,5,567.16,2961
635,"8984 Herrera River, Jenniferside Bay, Marisafort",1455330.62,3,3,2594.85,2051
636,"414 Jackie Prairie, Lake Randallborough Estates, West Erica",140437.42,2,3,3511.08,1201
637,"868 Young Street Apt. 054, West Joshua Estates, Liutown",452776.94,2,2,4443.53,763
638,"36223 White Manor Suite 341, Jamesfort Park, New Gregory",391556.99,1,4,3132.86,1575
639,"917 Christopher Ports, Burnston Ridge, North Danielfort",1236732.46,4,5,2085.85,1868
640,"135 Erickson Road Apt. 880, Wendytown Heights, West Jenniferton",578396.67,6,4,589.65,1813
641,"9698 Barbara Road Apt. 483, Ashleyview Gardens, Yangstad",1389901.3,3,1,2466.19,2827
642,"157 Jamie Bypass Suite 821, Micheleville Bay, Morrowmouth",307316.8,5,3,3636.42,582
643,"361 Flowers Mill Apt. 569, Jamesstad Gardens, Danaton",251729.96,1,1,4274.28,1222
644,"96772 Rebecca Spring Suite 723, North Leeborough Estates, Laurenton",1661026.75,4,1,519.85,40
645,"538 Jerry Hollow, Stephenshaven Heights, Prestonshire",497764.39,3,1,4906.51,2658
646,"55900 Cristina Skyway Apt. 041, Thomasbury Heights, Shawnville",1083548.94,3,2,1769.31,868
647,"2452 Jessica Orchard Apt. 386, Reynoldston Ridge, Victoriaside",1429407.25,6,1,3290.01,910
648,"7124 Savage Corners, East Angelaport Heights, East Nathanfort",1189543.63,3,5,4348.76,2062
649,"2030 Hernandez Island, Amyburgh Estates, Martinburgh",206640.15,1,1,1856.42,439
650,"464 Laura Well Suite 611, Martinfort Bay, Madisonfurt",1498093.2,5,1,4163.21,1296
651,"12721 Timothy Well Apt. 095, Thomasshire Bay, South Jenniferton",1727651.17,1,2,954.2,292
652,"5472 Michael Crossing, Elizabethport Village, West Joefort",803949.42,6,3,3936.43,2926
653,"5092 Isabel Gardens Suite 349, Millsmouth Bay, Staceymouth",1136095.05,4,3,2319.26,1004
654,"65343 Hendricks Radial, Brownton Village, Montgomeryview",523689.72,5,3,1547.03,2253
655,"952 Oliver Lights, South Jessicashire Bay, New Jared",254173.23,1,3,576.84,486
656,"680 Brown Crossing Suite 488, South Catherine Ridge, South Robert",1770491.75,3,4,2392.75,637
657,"333 Timothy Well, North Philipfort Estates, Alyssachester",1021921.23,5,4,4349.85,501
658,"991 Gary Stream Suite 369, New Jesus Estates, North Matthewmouth",694510.01,2,5,2016.32,456
659,"023 Flynn Ford Suite 474, Port Brookeville Estates, East Carolyn",342686.22,1,4,4584.23,1350
660,"163 Sullivan Lodge, Laurastad Village, West Thomas",1629785.61,2,2,3165.24,2306
661,"5382 Brian Skyway Suite 419, Jenniferberg Gardens, Nicholasmouth",1035681.04,1,3,2130.26,634
662,"96162 Stevens Fields, Larsenchester Estates, Hughesport",802650.65,6,1,3930.92,2452
663,"9092 Barrera Alley, South Chad Bay, New Charles",966770.78,2,4,584.87,1211
664,"74104 Keller Drives Suite 095, Lake Michael Park, East Codyland",1590594.34,4,3,3972.66,1732
665,"5533 Tracy Village, Robertsonbury Gardens, Jennifertown",1564475.09,4,2,665.05,265
666,"15609 Perez Ranch, Lake Kimberly Park, Perezfurt",927762.46,1,4,1416.08,2049
667,"413 Elizabeth Prairie, Thompsonville Heights, Solishaven",970582.92,3,4,4124.79,2672
668,"80523 Simpson Rapids, North Megan Park, North Brianshire",1002913.94,6,2,2665.19,2961
669,"62195 Smith Locks Apt. 643, Martinfort Bay, North Sabrina",197506.75,1,4,1931.23,935
670,"38282 Kelly Well Apt. 853, Lake Andrea Bay, East Brian",1097746.46,2,4,1834.28,299
671,"2636 Shelly Ramp, Lake Kimberly Bay, Lake Michael",1693830.32,5,3,3675.55,2752
672,"989 Keller Loop Suite 102, Donnaview Gardens, Rogersland",427650.36,1,2,3031.8,1362
673,"499 Lauren Isle Suite 500, Lake Tammystad Heights, Cameronberg",578355.52,4,5,2312.72,605
674,"8977 Kimberly Viaduct Apt. 278, West Kyle Heights, Lake Rebecca",1795525.66,2,5,2822.87,1230
675,"28121 Trevino Shoal, New Julie Ridge, Morrishaven",1994300.86,4,4,2428.75,558
676,"7122 Malone Fork, New Brandon Gardens, Cobbberg",99748.35,6,4,3574.37,590
677,"840 Brittany Bridge Suite 516, Port Kelly Bay, Ellisfort",998210.81,1,2,4743.86,853
678,"339 Sandra Island, East Ashley Village, Lucasborough",1475127.94,4,4,2379.06,567
679,"89001 Elizabeth Parks, West Debra Park, Codyview",767618.31,2,2,4519.02,1767
680,"4672 Christopher Parks Suite 607, New Heatherview Park, Rebeccatown",1466308.28,4,5,734.53,2752
681,"7522 Jennifer Drive Apt. 967, Lake Jamie Park, Jensenberg",1412638.63,3,5,4633.35,2144
682,"38533 Bryan Court Apt. 859, South Kimburgh Park, Alanton",1987804.45,5,2,1293.64,2843
683,"452 Amy Coves Apt. 991, Lake Joseph Ridge, Lake Thomasberg",722449.08,3,2,1668.69,1421
684,"1732 Gray Spring, West Debraberg Park, South Rogerside",1593357.0,6,5,4746.16,2474
685,"068 Bowers Shore, Duanemouth Bay, West Billy",1562245.48,4,2,3099.7,344
686,"1583 Barrett Alley, South Brandy Ridge, Port Sandraville",1917426.74,3,5,4341.89,1758
687,"7649 Hannah Knolls, Port Stephaniemouth Gardens, West Victoria",1906965.89,1,3,1363.33,2688
688,"498 Mcclain Locks, North Sarah Heights, Lake Kimberlyborough",1496703.95,4,4,759.98,1941
689,"84598 Carpenter Lakes, Lake Jessica Gardens, East Derek",1040367.92,4,4,3698.06,1411
690,"792 Thomas Wells, Harveytown Gardens, Port Justinland",569006.82,4,1,3140.13,114
691,"8842 Montgomery Circle Suite 914, North Gregorychester Village, New Christopher",543180.92,5,3,1162.23,742
692,"9431 Lori Glens, North Kimberly Park, Kingfort",995565.2,4,2,2549.49,845
693,"578 Deborah Road, South Sharon Gardens, Davidville",426103.77,6,2,1289.49,2636
694,"7044 Valerie Way, Ronaldbury Ridge, Luistown",362672.08,1,1,3927.1,1904
695,"914 Fields Pines Suite 305, Tinaview Ridge, Amandastad",1673854.0,6,4,2416.67,495
696,"0492 Kathy Forge, Port Debbie Heights, Joseview",1939927.05,1,4,1239.72,1207
697,"33304 Elizabeth Ports Apt. 082, Martinezberg Bay, Smithberg",382620.08,5,3,1013.09,1099
698,"4616 Hart Manor, New Coreyfurt Park, Port Elizabethbury",1687327.45,4,5,2990.57,133
699,"00570 Beard Wall Apt. 108, Garyberg Park, South Michellestad",799610.05,1,4,4799.09,33
700,"244 Anthony Alley, Lake Emily Park, Turnerstad",478074.26,2,2,633.15,739
701,"69496 Mosley Village, West Joshua Estates, Saundersmouth",1514004.53,5,5,562.61,1091
702,"455 Tammy Lodge, Debbiechester Bay, Parsonsbury",434018.67,4,3,2729.55,318
703,"0105 Daniel Light Suite 698, Samanthabury Gardens, Lake Johnchester",196256.04,5,1,4407.58,1846
704,"360 Eric Groves Suite 933, Judychester Ridge, Rossmouth",971941.98,1,2,4128.01,330
705,"4905 Johnson Trafficway Suite 924, East Katherine Park, Gonzalezfurt",848119.26,2,4,4491.92,162
706,"773 Smith Harbors, Port Elizabeth Estates, North Tanya",1785290.73,6,1,4736.13,1193
707,"971 Angela Hills Suite 313, Timothyfurt Bay, West Jennifer",1199940.84,2,2,2359.71,1880
708,"028 Michael Turnpike, Larryview Heights, Martinezport",432396.43,3,4,3099.07,464
709,"385 James Knolls, South Jason Gardens, Port Johnville",1737008.96,4,2,3034.41,1817
710,"4436 Willis Fort, Boydmouth Village, New Brianview",911803.98,2,5,523.98,911
711,"4550 Justin Harbors Apt. 980, New Jennifer Gardens, South Roberttown",1919173.22,1,4,3903.04,1332
712,"04419 Stuart Lodge, Foxview Bay, Melissaborough",579410.35,2,3,3271.02,2510
713,"5434 Jennifer Ranch Apt. 098, Lake Samuelland Bay, Carlton",1649837.43,5,3,989.27,2473
714,"43581 Smith Light, Heathermouth Bay, New Cathyport",500448.95,5,2,1072.49,2871
715,"069 Carly Pike Suite 568, Kathymouth Ridge, Gregoryborough",383367.07,4,2,2934.13,357
716,"00433 White Knolls, West Justinland Estates, Port Selenabury",387325.42,5,1,4200.11,911
717,"3720 Duane Extension Suite 898, Lake John Heights, Lake Mariafurt",748278.42,1,3,4887.23,2307
718,"757 Renee Ramp, Lake Robin Ridge, Paulstad",1648840.02,1,2,4237.0,2944
719,"83248 Butler Extension, West Tracyton Ridge, Richardsonstad",885980.1,4,3,4208.28,1859
720,"8637 Kimberly Heights Suite 958, Teresabury Estates, North Mariamouth",1736984.26,5,3,2101.54,842
721,"17604 Sandra Spring Apt. 573, Jacobstown Park, South Gregory",1209175.24,3,5,3870.13,2402
722,"56293 Deborah Via, Foxview Bay, Clarkshire",797378.72,4,1,2775.49,2237
723,"492 Francis Burgs, Nguyenton Village, New Susan",914910.19,1,4,3866.83,1489
724,"490 Dominguez Mountains, New Caseyton Gardens, Espinozaside",1526791.72,1,2,700.68,42
725,"089 Jennifer Mill, North Dana Gardens, Robinsonland",1357006.09,1,5,4819.24,704
726,"60444 Jennifer Tunnel Suite 107, Kristenton Bay, Taylorfurt",1222441.97,2,2,3972.41,1522
727,"3711 Webb Branch Suite 918, West Travismouth Ridge, Lake Alyssaview",1571128.65,3,2,3288.63,1145
728,"8001 Adrian Shoal Apt. 427, Brownburgh Ridge, North Miaton",577372.28,5,1,3131.52,711
729,"206 Davis Isle, Blaketon Bay, Kevinberg",1805604.34,3,2,1612.7,710
730,"0715 Margaret Squares, Lake Ronald Bay, West Lisamouth",92596.24,2,2,2108.84,167
731,"8085 Swanson Orchard Apt. 178, South Lori Heights, East Lisa",375611.33,3,3,2048.24,244
732,"3582 Harper Dam Apt. 354, Margarethaven Ridge, Soliston",297962.44,6,2,4951.9,1162
733,"67626 Bell Unions, Doylebury Park, New Sharon",710836.73,6,1,1517.16,1659
734,"1716 Maria Vista, Lake Michelleport Estates, New Ryanhaven",1195318.91,5,5,1781.77,853
735,"45766 Laura Harbor Suite 586, New Karen Bay, West Saraview",1277660.73,2,2,4438.16,1207
736,"1342 Darren Flats, Lake Lindseyburgh Ridge, New Tammy",1711619.62,4,2,3164.43,542
737,"3937 Cynthia Stream Suite 628, Skinnerton Village, Lake Rebecca",93905.53,5,1,2060.69,2206
738,"2494 Bell Club Suite 433, Reyesview Park, Samanthachester",1999656.74,2,1,1068.47,1104
739,"60043 Eddie Village, East Frederickland Bay, East Craigmouth",1525104.48,1,2,4458.67,236
740,"099 Brian Tunnel Suite 971, Reedshire Park, Michellemouth",933115.56,3,5,2267.7,2506
741,"0052 Samuel Crossroad Suite 681, Thomasville Bay, Catherineborough",1234195.49,2,1,1030.57,995
742,"30459 Hale Orchard, Devinstad Heights, East Chris",1936603.24,4,2,838.64,1884
743,"8160 Owens Trafficway Suite 355, Berryview Gardens, Hardymouth",673260.81,3,3,1220.24,61
744,"944 Zachary Flat, Port Anthonyhaven Heights, Port Chrismouth",817147.1,5,3,3384.13,2320
745,"909 Lowe Knoll, Melissastad Ridge, North Elizabeth",470046.99,4,3,3299.6,401
746,"216 Hansen Curve, New Michelle Bay, Michaelville",1205037.17,2,4,2508.52,2880
747,"780 Kaufman Hollow, Toddside Park, Garciamouth",519833.61,4,3,1544.54,1642
748,"74579 Rodriguez Lodge Apt. 527, Lake Brianamouth Park, South Alanberg",325968.97,4,3,2630.54,620
749,"825 Peterson Plains Apt. 442, Johnhaven Ridge, Phillipsland",1362137.21,5,4,1633.44,422
750,"237 Odonnell Summit Suite 550, Stevensmouth Estates, New Eduardofort",1802814.28,2,1,4506.6,1744
751,"56539 Rhonda Bridge Apt. 010, East Cherylborough Village, Vargaschester",311293.81,2,1,520.29,2430
752,"2573 Tamara Drive, North Amy Heights, Silvaland",384011.25,6,5,4560.74,1292
753,"237 Dennis Fields, South Chase Ridge, North Matthewhaven",1759155.06,3,1,1359.73,2889
754,"56375 Russell Trace, Port Anna Ridge, North Jillian",283317.87,3,2,4370.27,1453
755,"39928 Larson Divide Suite 548, New Katiestad Park, Troyview",99071.54,1,3,1444.48,572
756,"5769 Rivera Green Apt. 162, Andersonberg Village, Smithtown",272705.63,6,1,1847.81,2729
757,"6670 Sarah Shoals, West David Village, North Melanieshire",1695327.13,5,4,2683.02,2422
758,"3739 Preston Prairie Suite 518, Aliciaton Park, Ashleystad",965111.33,2,3,2597.62,520
759,"0057 Sharon Greens Suite 121, North Deniseland Village, South Robertton",798774.53,6,3,4369.86,629
760,"9369 Blankenship Knolls, East Laura Gardens, Larryhaven",1943835.83,5,5,1563.2,1042
761,"8470 Anderson Course, North Brian Park, Myersport",1286302.5,6,3,3651.85,2211
762,"0625 William Mountains, Timothyfurt Bay, Stephaniemouth",1599136.5,5,2,3811.79,31
763,"43052 Moon Islands Suite 490, Zacharystad Heights, Blackport",660821.34,5,4,2716.87,1768
764,"292 Sarah Shoal, Reedchester Ridge, Port Michaelland",1026001.87,4,5,1392.23,856
765,"19855 Stevens Square Suite 843, West Madison Gardens, Mileston",1770805.01,2,5,3153.06,2287
766,"781 Jessica Terrace Apt. 738, New Howard Ridge, West Jerryfort",905596.89,1,3,4426.73,235
767,"33414 Butler Fork Apt. 155, East Teresa Park, East Scott",398583.98,4,5,3494.8,1775
768,"221 Michael Station, Lopezburgh Park, Maryfort",607879.26,5,3,3364.43,1472
769,"1029 Tyler Street Apt. 206, Larrybury Village, Nathanielhaven",1491662.51,5,2,4232.94,2218
770,"14381 Sheila Village Suite 521, Fordview Estates, Markbury",409848.78,3,4,3697.71,1958
771,"28920 Colon Avenue Suite 169, North Cheyenneville Heights, Port Matthewfurt",339153.31,2,1,3828.45,1091
772,"788 Christopher Junction Suite 960, Port Jeffrey Park, Thomaschester",843965.28,2,5,4005.13,1485
773,"8488 Danny Pine, East Jennifer Heights, Wardtown",665875.64,2,3,3817.01,329
774,"635 Anthony Turnpike Suite 166, Donnatown Bay, Anthonyville",1588612.36,4,2,2999.52,708
775,"4945 Jason Stravenue Suite 630, West Frankport Park, East Crystal",432448.46,3,1,3897.42,2185
776,"264 Robinson Light Apt. 043, Debraland Village, North Edwardland",432033.99,6,4,1256.01,1229
777,"81051 Carlos Row, Port Garychester Gardens, Phillipton",938666.49,5,4,1349.16,1032
778,"683 Flores Village Suite 847, North Kevinfurt Bay, Amandastad",1771158.82,6,1,907.88,695
779,"315 Villarreal Freeway, West Andrew Bay, Tinabury",1602404.33,2,3,892.35,2334
780,"6304 Johnson Extension Apt. 861, Lake Michelleport Estates, Waynefurt",1180923.54,5,1,4046.27,2481
781,"019 Danielle Crescent Suite 501, Thompsonmouth Park, Wilsonborough",1428158.05,4,4,1266.08,2842
782,"777 Michael Summit Apt. 225, Wendyport Heights, Beasleymouth",931297.32,2,4,2293.26,1075
783,"336 Thornton Radial, Charlesland Estates, North Steven",1843636.7,3,1,4832.93,1480
784,"55072 Melissa Pines Suite 288, West Johnbury Ridge, Lake Williamview",906192.46,2,1,2647.46,1168
785,"3841 Mary Ferry Apt. 307, Nelsonville Bay, Lake Matthew",1322270.54,1,2,3265.35,205
786,"71346 Joshua Squares Suite 005, South Jason Park, South Jonathanfort",1495661.76,1,5,1488.23,1519
787,"0148 Heather Mountains Suite 262, Odonnellbury Gardens, North Raymondton",1544989.81,5,5,1299.36,657
788,"2037 Charles Avenue Suite 551, Hayesmouth Bay, Lake Ronaldberg",651926.97,4,1,890.8,2425
789,"79046 White Isle Apt. 605, Sandraborough Bay, West Paul",506610.14,1,1,2389.42,88
790,"2273 Smith Wells, Jacquelinemouth Heights, Liuton",1868987.33,2,4,2686.34,153
791,"96387 Sharon Estate, Alyssaland Park, Weekschester",695111.93,3,4,999.04,2807
792,"31286 Navarro Fields, South Edwardstad Park, Myersberg",1516855.61,1,4,4890.27,532
793,"70327 Jose Grove, Lake Maryburgh Ridge, New Christinaville",830570.85,2,5,3709.53,1450
794,"35143 Sanders Via Suite 403, Davidhaven Ridge, South Adrienne",99820.87,5,3,1527.21,711
795,"4438 Amber Cliff, East Debbie Park, Alexisbury",463779.57,4,1,2501.12,1744
796,"12020 Krystal Stream, Derekborough Heights, Ronaldhaven",1345346.78,2,1,1425.14,812
797,"33661 Melissa Points Apt. 543, Donnaberg Bay, Dorishaven",1590081.36,1,1,3393.11,2529
798,"38994 Snyder Square, Sharpberg Heights, New Mitchell",577232.4,6,1,4842.49,1228
799,"32863 Castillo Light, Stephensonhaven Ridge, Andrewschester",343456.44,2,1,2250.9,1131
800,"8368 Harrison Brook Suite 830, Clementsville Ridge, West Nicole",1807862.12,3,1,4619.27,806
801,"20058 Lang Hill, Williemouth Gardens, North Jessica",962752.05,4,4,3463.22,1591
802,"2764 Anna Brook Apt. 053, East Blakeshire Ridge, Josemouth",1084849.09,4,4,4524.33,130
803,"63418 Garcia Burgs Apt. 926, East George Village, Garrettchester",890220.5,6,2,4055.18,2476
804,"766 Welch Road, Phillipsfort Village, North Rachel",641249.58,5,1,4184.55,1756
805,"947 Santiago Knoll, Kristietown Estates, East Mary",1632995.83,4,3,4362.57,410
806,"64092 Mathew Centers Apt. 315, Lake Russell Bay, Port Michaelville",1062266.35,4,1,4991.02,2026
807,"74566 Regina Cape, Dianaton Village, New Shirley",1269867.31,5,2,1275.96,2857
808,"37316 Scott Stream Apt. 645, Port Jay Heights, Lake Karen",430884.07,2,3,3021.63,1824
809,"604 Rachel Cove Apt. 351, Lake Katherine Ridge, Edwardsshire",670692.71,3,1,3958.62,690
810,"781 Marsh Grove Apt. 533, Markmouth Park, New Sandra",500526.65,3,4,4014.07,805
811,"4197 Durham Unions Suite 752, Tammymouth Ridge, New Kristinland",1041887.67,4,5,1649.88,2336
812,"121 Michael Walks, Michaeltown Bay, New Lonnie",1540842.55,1,2,2115.21,1202
813,"049 Fischer Union Apt. 385, Holmesburgh Village, Frankville",1563604.87,3,2,2203.25,561
814,"1371 Kirk Pine, New Kyleville Heights, South Mariafort",882601.5,5,1,1763.93,1916
815,"6484 Quinn Mountains, Jenniferberg Gardens, Mariahside",412076.68,5,4,3802.74,1091
816,"763 Smith Valley, South Bradyfort Ridge, Lake Deanna",201381.01,1,1,3180.29,931
817,"7005 Samuel Mission, Maryborough Ridge, New Bryan",1041650.84,3,3,2667.69,1098
818,"67699 Danielle Loaf, Alexandraside Estates, Smithstad",414811.67,4,3,1555.05,2417
819,"793 Jamie Center, Angelicamouth Estates, Jefferystad",1238539.3,1,5,4014.56,1954
820,"649 Brown Glen, Bellhaven Park, Markside",1104570.6,3,4,724.6,2002
821,"968 Jeffrey Via Suite 199, Cruzview Ridge, Lewistown",1705145.54,6,4,3816.68,1203
822,"4016 Gray Divide Suite 275, Jillshire Village, North Michael",506487.65,5,5,1678.66,870
823,"90705 Willis Plaza, Lorimouth Heights, Lake Daniel",957509.94,4,4,870.59,1849
824,"98482 Gilmore Walks Apt. 948, New Ian Park, North Michael",1699023.38,3,4,1653.83,1697
825,"87755 Rachael Curve, North Katrinashire Heights, Graceshire",1710232.96,2,4,3897.58,1656
826,"711 Edward Roads, Kathleenville Village, Wardberg",1142629.17,1,3,3466.05,2843
827,"5701 Debbie Corners, East Gloriatown Village, New Phillipburgh",247285.61,3,5,3859.45,2340
828,"122 Anthony Ports Suite 613, South Stephanie Park, Bradyberg",144431.49,1,2,2537.65,2850
829,"2098 Scott Tunnel Apt. 061, Edwardschester Village, New Mandy",400519.35,1,1,3996.82,1262
