inspection_id,property_id,buyer_id,date,feedback
686,443,1185,2022-06-30,Move-in ready
687,81,791,2024-04-26,Minor issues
688,914,1253,2024-10-17,Structural issues
689,1823,1066,2023-10-15,Excellent
690,432,566,2023-10-15,Move-in ready
691,1599,496,2024-09-23,Structural issues
692,988,1844,2023-06-08,Structural issues
693,232,675,2024-04-22,Needs renovation
694,2683,2488,2024-09-09,Needs renovation
695,91,2461,2024-02-07,Move-in ready
696,2818,1193,2023-11-07,Excellent
697,883,288,2023-06-15,Move-in ready
698,669,348,2025-06-05,Needs renovation
699,1126,2921,2024-04-20,Excellent
700,1354,1801,2022-10-07,Structural issues
701,2502,2444,2023-04-15,Good condition
702,168,1948,2024-03-20,Needs renovation
703,1404,1643,2023-09-21,Minor issues
704,2282,1988,2023-03-05,Needs renovation
705,1023,236,2022-10-15,Minor issues
706,2625,860,2025-01-26,Minor issues
707,1428,1830,2024-08-14,Structural issues
708,812,1811,2023-05-25,Move-in ready
709,302,2652,2023-10-26,Move-in ready
710,1517,448,2022-06-27,Good condition
711,1167,406,2024-01-14,Needs renovation
712,1635,1990,2022-09-15,Minor issues
713,1980,1556,2023-10-11,Minor issues
714,2484,1480,2023-02-26,Structural issues
715,2689,2840,2023-11-30,Move-in ready
716,827,527,2024-05-22,Move-in ready
717,544,1112,2022-11-19,Structural issues
718,1569,1964,2022-12-28,Needs renovation
719,1917,326,2024-04-04,Structural issues
720,1728,1932,2023-02-05,Excellent
721,1346,1850,2024-02-22,Structural issues
722,485,542,2025-05-15,Good condition
723,2478,1253,2024-08-08,Excellent
724,1082,2745,2025-04-03,Good condition
725,669,2205,2023-12-08,Move-in ready
726,2559,2818,2024-03-02,Excellent
727,1222,834,2022-12-16,Structural issues
728,2165,567,2023-08-17,Minor issues
729,2409,1831,2023-01-29,Minor issues
730,2341,1143,2023-03-08,Good condition
731,965,2766,2022-06-20,Minor issues
732,1585,1995,2025-01-11,Excellent
733,2237,2134,2023-09-11,Minor issues
734,2074,2476,2023-10-12,Structural issues
735,1601,2468,2025-06-05,Good condition
736,2128,1962,2024-04-10,Structural issues
737,1737,951,2023-06-27,Structural issues
738,323,1217,2023-12-09,Good condition
739,2209,2838,2023-06-06,Needs renovation
740,1326,2393,2023-04-22,Good condition
741,2969,2553,2023-09-07,Excellent
742,2499,217,2022-10-23,Move-in ready
743,1153,1193,2023-11-28,Excellent
744,1911,1143,2023-09-21,Needs renovation
745,1877,219,2024-10-22,Minor issues
746,565,1484,2023-07-19,Excellent
747,1117,1408,2022-08-26,Move-in ready
748,617,1968,2022-08-12,Structural issues
749,1688,262,2023-11-05,Good condition
750,2465,1369,2024-08-11,Excellent
751,1885,2660,2022-07-13,Needs renovation
752,2252,1947,2025-02-03,Excellent
753,225,1870,2022-09-24,Excellent
754,371,2514,2024-10-07,Needs renovation
755,2503,508,2023-07-07,Excellent
756,1564,30,2022-09-02,Needs renovation
757,1839,2237,2024-08-30,Needs renovation
758,2290,127,2024-12-05,Needs renovation
759,1287,1696,2023-07-23,Structural issues
760,2451,2496,2024-03-12,Move-in ready
761,472,2769,2022-08-19,Good condition
762,2294,2672,2023-11-04,Move-in ready
763,1525,2192,2023-06-11,Minor issues
764,1968,1881,2022-09-11,Good condition
765,2948,1924,2024-02-09,Excellent
766,121,436,2024-06-09,Needs renovation
767,2359,2679,2025-05-14,Move-in ready
768,2557,883,2025-03-14,Structural issues
769,2572,711,2024-01-26,Excellent
770,1613,1851,2023-07-11,Structural issues
771,1959,2833,2024-12-03,Excellent
772,2771,1616,2024-09-20,Needs renovation
773,377,1963,2022-07-17,Minor issues
774,275,2125,2024-08-31,Minor issues
775,743,1665,2023-04-05,Minor issues
776,2995,1801,2022-08-26,Move-in ready
777,2161,1685,2023-08-16,Good condition
778,1654,953,2023-08-02,Needs renovation
779,2301,1607,2022-09-10,Needs renovation
780,2188,489,2023-11-25,Needs renovation
781,43,811,2024-11-09,Needs renovation
782,1680,532,2023-07-18,Excellent
783,2806,2519,2025-03-31,Structural issues
784,1726,1242,2023-12-24,Good condition
785,2499,1036,2023-03-18,Minor issues
786,1625,1501,2023-04-17,Excellent
787,2323,1993,2024-01-15,Minor issues
788,125,1282,2022-12-01,Needs renovation
789,1615,1217,2023-05-11,Excellent
790,1018,1052,2024-04-22,Structural issues
791,2662,1379,2025-03-17,Excellent
792,423,541,2024-10-25,Good condition
793,2674,1905,2023-04-03,Minor issues
794,698,199,2024-10-22,Structural issues
795,2672,129,2024-05-02,Good condition
796,2870,724,2023-03-28,Structural issues
797,2523,1023,2023-09-17,Excellent
798,2080,670,2025-01-12,Structural issues
799,38,97,2022-11-30,Move-in ready
800,2414,668,2024-07-07,Good condition
801,1456,1009,2024-02-18,Minor issues
802,1317,107,2025-03-07,Excellent
803,2593,1454,2022-12-13,Minor issues
804,2149,1747,2024-10-10,Structural issues
805,1716,2453,2023-01-09,Good condition
806,158,327,2023-05-04,Structural issues
807,694,895,2023-02-06,Needs renovation
808,367,1295,2023-07-16,Needs renovation
809,1231,60,2025-04-15,Excellent
810,504,1284,2023-10-06,Move-in ready
811,1869,1340,2024-07-16,Structural issues
812,2825,1094,2023-10-29,Move-in ready
813,596,1894,2022-12-02,Minor issues
814,2119,1710,2022-08-17,Good condition
815,2670,715,2025-04-12,Minor issues
816,1840,2983,2024-04-18,Structural issues
817,809,990,2022-06-21,Needs renovation
818,980,1347,2022-07-18,Minor issues
819,2522,1273,2022-11-13,Needs renovation
820,82,384,2022-10-24,Structural issues
821,1097,1051,2022-10-19,Excellent
822,1834,1613,2022-10-08,Minor issues
823,344,1697,2023-03-13,Move-in ready
824,2739,718,2023-09-05,Structural issues
825,2929,1491,2023-07-26,Good condition
826,2996,1698,2024-05-31,Excellent
827,268,57,2023-03-26,Needs renovation
828,319,2190,2024-09-04,Excellent
829,259,2607,2023-03-24,Move-in ready
830,1995,1007,2024-08-19,Move-in ready
831,740,2616,2025-02-21,Minor issues
832,1510,576,2025-05-14,Needs renovation
833,1048,2600,2023-07-31,Minor issues
834,1514,2872,2023-07-21,Excellent
835,1153,1760,2025-02-02,Move-in ready
836,261,523,2024-06-03,Move-in ready
837,253,903,2024-05-12,Structural issues
838,1149,1685,2024-11-20,Minor issues
839,2767,711,2024-10-12,Minor issues
840,1067,1240,2023-01-09,Move-in ready
841,213,312,2023-11-01,Structural issues
842,2102,2530,2022-09-03,Needs renovation
843,2890,2090,2024-07-17,Structural issues
844,470,1230,2024-05-06,Move-in ready
845,861,1368,2023-07-01,Needs renovation
846,1392,2624,2022-06-26,Excellent
847,738,1405,2023-08-24,Move-in ready
848,2929,1761,2025-04-29,Needs renovation
849,2183,2738,2023-04-05,Minor issues
850,2649,10,2025-04-14,Minor issues
851,2841,2094,2024-10-21,Good condition
852,1017,2076,2024-02-02,Excellent
853,2915,1863,2022-08-26,Excellent
854,299,1003,2023-05-23,Move-in ready
855,1054,178,2024-03-20,Minor issues
856,2756,1120,2023-07-13,Structural issues
857,362,2061,2022-06-18,Move-in ready
858,1300,76,2023-09-06,Excellent
859,2863,2195,2023-11-27,Needs renovation
860,2744,1067,2022-07-25,Good condition
861,1417,2751,2023-12-28,Excellent
862,1104,1711,2022-10-17,Move-in ready
863,1440,320,2024-04-18,Needs renovation
864,244,1645,2025-05-03,Structural issues
865,95,2712,2024-01-12,Move-in ready
866,2641,1765,2024-11-18,Good condition
867,393,2557,2022-10-15,Move-in ready
868,1429,2425,2024-11-17,Minor issues
869,896,2619,2022-10-09,Minor issues
870,638,1345,2024-10-09,Needs renovation
871,5,951,2022-10-21,Good condition
872,1293,2192,2022-11-21,Excellent
873,1551,1268,2024-07-19,Needs renovation
874,2441,1026,2024-11-02,Excellent
875,524,2241,2023-10-25,Good condition
876,2818,1313,2024-02-26,Excellent
877,2756,70,2024-09-02,Good condition
878,2394,676,2024-07-18,Move-in ready
879,864,441,2023-06-05,Structural issues
880,1454,196,2023-03-06,Minor issues
881,2295,2034,2024-11-11,Needs renovation
882,62,1402,2023-10-24,Move-in ready
883,774,2384,2022-11-23,Good condition
884,156,983,2022-09-24,Excellent
885,2597,2995,2023-08-30,Move-in ready
886,857,763,2024-07-07,Move-in ready
887,2551,652,2022-08-23,Minor issues
888,583,103,2024-07-21,Excellent
889,2791,1493,2025-03-10,Move-in ready
890,1507,2896,2023-07-29,Excellent
891,2969,1568,2024-02-05,Needs renovation
892,2069,1236,2024-12-25,Structural issues
893,2040,1522,2022-07-25,Minor issues
894,1414,1813,2023-06-03,Structural issues
895,2833,900,2023-05-29,Needs renovation
896,2435,996,2024-12-24,Structural issues
897,2378,1185,2023-06-08,Needs renovation
898,294,121,2022-07-15,Structural issues
899,2794,1439,2023-09-09,Good condition
900,2210,2067,2023-09-01,Structural issues
901,1448,1823,2022-11-04,Structural issues
902,1802,2174,2023-12-18,Needs renovation
903,2169,62,2025-02-07,Move-in ready
904,2318,1394,2024-10-28,Minor issues
905,738,2974,2025-04-18,Structural issues
906,993,2474,2024-09-25,Minor issues
907,2124,814,2024-02-26,Good condition
908,2794,292,2022-08-04,Structural issues
909,2468,2304,2023-04-25,Minor issues
910,1481,2586,2023-03-28,Move-in ready
911,2411,2787,2022-07-18,Structural issues
912,1198,1656,2024-05-26,Move-in ready
913,2834,2996,2024-10-02,Good condition
914,1847,1198,2022-08-16,Excellent
915,1719,645,2025-03-20,Move-in ready
916,1309,2781,2023-09-04,Move-in ready
917,1545,2623,2025-05-08,Minor issues
918,15,857,2024-02-07,Needs renovation
919,1833,408,2023-02-25,Structural issues
920,2617,2080,2024-07-04,Minor issues
921,1461,2132,2022-10-02,Minor issues
922,1345,219,2023-05-29,Structural issues
923,2262,131,2023-09-14,Move-in ready
924,542,142,2022-12-14,Minor issues
925,1399,2716,2023-07-01,Needs renovation
926,187,1033,2022-11-22,Minor issues
927,2398,193,2022-11-07,Minor issues
928,1178,853,2022-10-25,Structural issues
929,86,2592,2022-06-27,Minor issues
930,1064,2184,2024-09-02,Excellent
931,1967,2028,2025-01-27,Needs renovation
932,2515,688,2022-08-07,Good condition
933,611,1221,2024-06-04,Move-in ready
934,1047,1102,2025-04-19,Good condition
935,2794,1957,2024-01-10,Needs renovation
936,2603,415,2023-10-11,Structural issues
937,1982,331,2024-02-26,Structural issues
938,2674,2557,2022-12-09,Move-in ready
939,2756,2,2024-05-31,Good condition
940,277,741,2024-06-03,Good condition
941,803,1629,2023-06-06,Minor issues
942,737,2501,2023-07-05,Move-in ready
943,2659,295,2025-03-17,Move-in ready
944,1618,2533,2022-10-30,Move-in ready
945,1035,514,2022-09-27,Minor issues
946,339,2616,2024-09-06,Minor issues
947,1701,2713,2023-12-05,Minor issues
948,1125,1981,2022-06-15,Good condition
949,120,2002,2023-01-25,Move-in ready
950,2348,901,2023-11-24,Excellent
951,750,1815,2024-04-03,Excellent
952,1722,1502,2023-12-17,Needs renovation
953,2872,2897,2022-10-06,Good condition
954,2228,1016,2024-11-17,Good condition
955,2805,790,2025-04-08,Good condition
956,2669,22,2024-12-18,Good condition
957,1583,328,2023-04-08,Move-in ready
958,2150,907,2022-12-22,Needs renovation
959,372,1354,2025-06-11,Needs renovation
960,2330,192,2024-01-15,Good condition
961,2017,1210,2023-03-19,Good condition
962,1570,1547,2025-01-24,Move-in ready
963,2850,1097,2024-07-11,Needs renovation
964,155,2253,2024-11-30,Minor issues
965,100,1216,2024-07-10,Needs renovation
966,2279,2718,2025-03-03,Needs renovation
967,395,1630,2022-10-25,Minor issues
968,575,870,2022-09-07,Needs renovation
969,1232,1565,2024-09-13,Move-in ready
970,1033,1151,2022-06-20,Minor issues
971,474,157,2022-09-27,Minor issues
972,198,1612,2023-07-20,Good condition
973,1762,1861,2022-08-01,Move-in ready
974,971,2013,2024-03-09,Minor issues
975,2165,2178,2024-02-21,Structural issues
976,674,297,2022-07-21,Excellent
977,501,2226,2024-11-03,Good condition
978,162,246,2022-11-28,Minor issues
979,660,2491,2023-04-29,Good condition
980,2064,2707,2025-03-14,Excellent
981,1929,2543,2024-02-25,Structural issues
982,2950,191,2025-02-22,Move-in ready
983,429,2685,2024-01-15,Good condition
984,1869,250,2022-08-13,Move-in ready
985,1413,1601,2025-02-03,Excellent
986,1905,2613,2023-10-14,Move-in ready
987,1756,1356,2024-02-24,Structural issues
988,2580,1518,2023-07-02,Minor issues
989,1494,1843,2023-12-16,Structural issues
990,88,923,2024-06-20,Move-in ready
991,922,1633,2023-02-15,Move-in ready
992,1889,2983,2023-05-04,Excellent
993,2594,2413,2024-11-18,Move-in ready
994,1145,2004,2024-12-31,Structural issues
995,341,85,2025-02-09,Structural issues
996,2532,2934,2023-01-15,Structural issues
997,2392,2564,2023-12-03,Needs renovation
998,1979,2168,2025-05-10,Excellent
999,2212,2934,2023-10-05,Minor issues
1000,1289,665,2024-05-11,Needs renovation
1001,177,2204,2024-11-26,Good condition
1002,1184,1294,2023-11-12,Needs renovation
1003,793,1084,2024-05-08,Needs renovation
1004,102,1081,2024-07-04,Structural issues
1005,2231,714,2024-05-18,Good condition
1006,1897,133,2025-04-02,Good condition
1007,97,631,2024-03-27,Minor issues
1008,1920,1432,2023-04-05,Excellent
1009,1073,1830,2024-09-22,Excellent
1010,829,2904,2025-01-13,Structural issues
1011,1779,1191,2023-03-23,Move-in ready
1012,367,1739,2023-09-08,Needs renovation
1013,2167,572,2023-11-19,Excellent
1014,331,427,2024-11-19,Minor issues
1015,578,2600,2023-06-22,Needs renovation
1016,216,789,2022-07-18,Excellent
1017,2077,672,2023-09-03,Good condition
1018,1945,718,2023-05-22,Minor issues
1019,923,2807,2023-01-14,Needs renovation
1020,120,2229,2023-06-03,Good condition
1021,1058,2267,2024-06-21,Move-in ready
1022,2613,54,2022-09-30,Structural issues
1023,2832,2112,2024-12-29,Move-in ready
1024,1759,2846,2023-09-27,Good condition
1025,440,682,2023-10-22,Excellent
1026,2057,85,2025-02-15,Excellent
1027,1248,2876,2023-12-03,Needs renovation
1028,247,1630,2024-12-07,Excellent
1029,2792,1903,2022-08-09,Minor issues
1030,520,380,2024-05-23,Good condition
1031,547,1824,2023-05-13,Good condition
1032,2877,1658,2022-08-23,Structural issues
1033,433,4,2025-01-14,Structural issues
1034,2175,389,2025-05-12,Move-in ready
1035,1860,1703,2024-04-17,Minor issues
1036,955,1506,2025-03-11,Needs renovation
1037,350,1368,2025-01-10,Needs renovation
1038,1714,1983,2025-04-17,Needs renovation
1039,2677,1850,2023-07-14,Good condition
1040,298,52,2024-01-05,Minor issues
1041,27,1618,2022-08-06,Structural issues
1042,1682,2155,2024-01-01,Move-in ready
1043,1775,1123,2022-07-20,Minor issues
1044,1259,414,2023-11-06,Excellent
1045,1937,964,2023-11-27,Excellent
1046,2486,1274,2024-01-28,Minor issues
1047,2250,2332,2024-09-24,Excellent
1048,785,2605,2022-08-30,Minor issues
1049,1196,761,2023-04-30,Excellent
1050,707,1301,2025-01-30,Minor issues
1051,1820,1556,2023-05-10,Structural issues
1052,2388,2334,2024-07-06,Move-in ready
1053,2846,2013,2024-03-04,Move-in ready
1054,1976,906,2023-05-25,Move-in ready
1055,2346,1532,2023-06-15,Good condition
1056,1590,2567,2025-02-18,Minor issues
1057,140,920,2022-08-10,Move-in ready
1058,660,2737,2025-04-23,Move-in ready
1059,1021,2690,2024-10-26,Minor issues
1060,124,409,2023-06-05,Excellent
1061,2771,2968,2022-08-02,Good condition
1062,2520,1446,2024-03-26,Move-in ready
1063,2648,254,2023-03-02,Move-in ready
1064,1802,2647,2024-07-26,Good condition
1065,1439,2639,2024-03-02,Good condition
1066,2544,2499,2023-06-26,Minor issues
1067,2984,2734,2023-12-24,Move-in ready
1068,912,577,2024-04-24,Needs renovation
1069,238,2665,2023-12-30,Excellent
1070,1998,2013,2024-06-03,Needs renovation
1071,1380,2940,2024-02-01,Structural issues
1072,1715,309,2022-06-17,Move-in ready
1073,375,1481,2023-12-21,Move-in ready
1074,2632,2493,2024-10-05,Move-in ready
1075,1412,2813,2024-10-31,Move-in ready
1076,2577,942,2025-01-25,Needs renovation
1077,2069,1193,2024-06-08,Good condition
1078,1612,515,2022-11-15,Move-in ready
1079,2375,2800,2022-08-01,Good condition
1080,1780,759,2022-10-30,Structural issues
1081,2085,357,2025-03-20,Excellent
1082,2948,2850,2023-12-26,Move-in ready
1083,1674,1629,2024-04-05,Good condition
1084,2711,791,2023-07-21,Good condition
1085,2359,2192,2023-06-29,Good condition
1086,1440,344,2024-04-22,Move-in ready
1087,2139,883,2024-10-20,Excellent
1088,820,1123,2024-03-30,Structural issues
1089,839,1669,2022-07-22,Needs renovation
1090,1318,1783,2022-08-22,Structural issues
1091,251,2837,2023-05-24,Structural issues
1092,2043,1815,2023-08-12,Structural issues
1093,2577,1020,2024-06-11,Excellent
1094,1996,594,2023-04-07,Excellent
1095,2873,1068,2022-07-21,Good condition
1096,2883,1739,2023-09-22,Minor issues
1097,1588,591,2024-04-27,Good condition
1098,2199,2011,2023-01-20,Move-in ready
1099,1189,989,2023-12-14,Good condition
1100,2529,1668,2024-04-12,Excellent
1101,2048,1235,2024-05-27,Needs renovation
1102,2469,2623,2023-09-24,Needs renovation
1103,574,1601,2024-08-15,Structural issues
1104,968,2988,2023-02-02,Excellent
1105,2141,1979,2022-07-15,Good condition
1106,2475,2946,2025-03-21,Move-in ready
1107,706,2391,2024-06-08,Excellent
1108,427,1723,2024-01-09,Move-in ready
1109,692,2295,2024-03-05,Move-in ready
1110,2414,166,2022-06-30,Structural issues
1111,1279,1428,2023-11-20,Excellent
1112,2156,633,2023-01-11,Minor issues
1113,573,1795,2023-03-22,Minor issues
1114,843,915,2024-09-20,Good condition
1115,767,1383,2023-05-03,Structural issues
1116,394,536,2022-07-25,Move-in ready
1117,2296,1905,2024-11-19,Minor issues
1118,1649,914,2024-06-26,Excellent
1119,29,1050,2024-05-08,Good condition
1120,2552,1812,2022-12-08,Move-in ready
1121,1034,1071,2023-05-22,Minor issues
1122,1743,1398,2023-12-11,Move-in ready
1123,746,529,2024-06-23,Excellent
1124,1643,2503,2024-05-04,Minor issues
1125,2114,1357,2024-09-14,Good condition
1126,1689,2428,2022-12-09,Needs renovation
1127,273,1953,2022-08-10,Excellent
1128,296,1890,2024-03-19,Good condition
1129,1014,1522,2025-01-30,Move-in ready
1130,2692,589,2024-10-12,Move-in ready
1131,2267,1217,2022-11-24,Excellent
1132,1068,2632,2023-03-19,Minor issues
1133,120,2916,2024-03-22,Move-in ready
1134,1340,30,2023-07-11,Move-in ready
1135,95,1452,2025-04-07,Minor issues
1136,1065,2798,2023-04-09,Excellent
1137,2905,2157,2024-03-11,Good condition
1138,1986,1704,2022-09-06,Minor issues
1139,1280,2191,2023-03-17,Minor issues
1140,2121,1222,2024-06-18,Good condition
1141,926,2235,2023-01-10,Move-in ready
1142,1023,488,2025-06-06,Needs renovation
1143,1869,1785,2023-02-23,Good condition
1144,2030,2195,2022-08-01,Needs renovation
1145,805,1435,2024-08-25,Structural issues
1146,1173,2215,2025-04-13,Needs renovation
1147,2610,523,2023-12-12,Excellent
1148,1485,520,2024-08-19,Excellent
1149,2217,2199,2024-11-10,Good condition
1150,1585,64,2023-12-04,Move-in ready
1151,775,1494,2023-04-07,Needs renovation
1152,1267,442,2024-07-03,Minor issues
1153,1737,2868,2025-02-28,Excellent
1154,1276,1669,2023-11-29,Good condition
1155,1074,405,2025-01-27,Good condition
1156,2641,2371,2023-01-30,Move-in ready
1157,448,134,2022-12-18,Move-in ready
1158,409,1200,2023-04-15,Move-in ready
1159,1895,911,2024-01-26,Structural issues
1160,2626,2706,2023-08-02,Move-in ready
1161,326,2578,2022-10-10,Needs renovation
1162,2364,2075,2023-06-06,Move-in ready
1163,964,1284,2024-02-06,Structural issues
1164,1026,1154,2024-02-24,Structural issues
1165,2909,34,2024-11-05,Move-in ready
1166,406,552,2025-06-05,Minor issues
1167,1945,301,2022-08-25,Needs renovation
1168,1813,2007,2024-03-24,Move-in ready
1169,431,1318,2025-03-31,Minor issues
1170,2651,2056,2024-08-22,Excellent
1171,798,2465,2023-06-26,Good condition
1172,2420,394,2024-12-27,Move-in ready
1173,1847,1155,2023-05-09,Excellent
1174,1997,2335,2023-08-15,Excellent
1175,58,2156,2024-12-02,Good condition
1176,2692,788,2022-09-29,Good condition
1177,2204,2438,2025-02-03,Move-in ready
1178,656,683,2025-04-24,Structural issues
1179,2602,184,2023-12-23,Minor issues
1180,1071,397,2024-04-26,Structural issues
1181,2531,1594,2024-09-29,Excellent
1182,2277,1211,2025-02-15,Good condition
1183,634,2845,2025-01-27,Structural issues
1184,1004,1903,2025-01-02,Minor issues
1185,1032,1319,2024-08-09,Needs renovation
1186,1704,2622,2023-03-24,Excellent
1187,2274,1855,2025-05-15,Needs renovation
1188,2150,59,2024-05-20,Needs renovation
1189,975,2254,2023-10-05,Minor issues
1190,1312,1720,2025-04-28,Needs renovation
1191,1696,180,2025-02-23,Good condition
1192,2271,34,2023-05-11,Excellent
1193,2375,2228,2023-03-03,Good condition
1194,2741,493,2024-04-29,Structural issues
1195,2260,2095,2022-09-21,Good condition
1196,29,2864,2023-10-24,Needs renovation
1197,1,2,2024-08-14,Excellent
1198,800,1869,2024-05-03,Structural issues
1199,630,2238,2024-09-09,Minor issues
1200,2146,1963,2022-07-10,Move-in ready
1201,657,2968,2024-06-08,Move-in ready
1202,2569,634,2022-07-06,Good condition
1203,781,42,2023-10-09,Minor issues
1204,289,252,2023-12-21,Structural issues
1205,257,1738,2023-04-29,Structural issues
1206,697,682,2025-04-13,Needs renovation
1207,2899,2418,2023-10-08,Minor issues
1208,1551,2653,2022-06-17,Minor issues
1209,686,463,2024-08-14,Excellent
1210,1103,284,2023-12-12,Excellent
1211,2855,278,2025-01-14,Structural issues
1212,2300,244,2022-12-16,Minor issues
1213,11,2782,2023-05-05,Needs renovation
1214,1861,550,2023-12-08,Structural issues
1215,2717,683,2023-12-20,Move-in ready
1216,2435,1263,2025-03-04,Needs renovation
1217,2713,2289,2022-08-14,Minor issues
1218,888,1361,2023-08-26,Structural issues
1219,974,1255,2024-02-14,Structural issues
1220,687,2882,2024-06-02,Minor issues
1221,821,2292,2022-09-25,Structural issues
1222,2609,2215,2024-05-19,Minor issues
1223,2642,2683,2023-11-24,Excellent
1224,2523,1327,2023-02-24,Excellent
1225,2495,363,2024-07-10,Good condition
1226,2497,577,2023-01-19,Move-in ready
1227,941,983,2022-09-12,Excellent
1228,1488,2149,2024-12-14,Structural issues
1229,1428,1866,2024-08-28,Needs renovation
1230,2112,2661,2024-01-19,Needs renovation
1231,1076,1639,2023-04-08,Move-in ready
1232,883,2653,2023-06-05,Structural issues
1233,2495,400,2024-01-03,Minor issues
1234,335,2715,2023-08-05,Structural issues
1235,110,1435,2023-04-06,Excellent
1236,2274,2000,2023-05-26,Excellent
1237,852,76,2025-06-03,Move-in ready
1238,2607,613,2024-07-11,Structural issues
1239,1677,354,2024-09-16,Excellent
1240,2948,2397,2025-02-19,Structural issues
1241,2742,234,2024-08-18,Move-in ready
1242,2498,1220,2022-09-23,Good condition
1243,1756,1917,2022-07-28,Structural issues
1244,1343,2570,2024-06-06,Move-in ready
1245,643,2671,2024-03-23,Good condition
1246,767,1902,2022-07-08,Structural issues
1247,2081,2520,2023-06-24,Move-in ready
1248,2993,2826,2024-01-05,Good condition
1249,1126,1345,2024-08-04,Excellent
1250,2218,332,2023-07-12,Good condition
1251,2304,2524,2022-12-14,Good condition
1252,1939,2566,2022-06-18,Needs renovation
1253,2103,1146,2024-08-28,Excellent
1254,2114,1233,2023-07-05,Structural issues
1255,1982,1108,2022-08-07,Structural issues
1256,1055,176,2023-01-08,Good condition
1257,2361,714,2024-11-08,Minor issues
1258,754,2264,2022-09-28,Structural issues
1259,1630,1420,2024-06-19,Move-in ready
1260,2213,91,2022-08-06,Minor issues
1261,2691,760,2022-08-24,Good condition
1262,229,2284,2023-06-22,Move-in ready
1263,2712,93,2025-05-15,Excellent
1264,1872,85,2023-01-02,Good condition
1265,2335,2039,2025-05-08,Excellent
1266,862,2694,2025-03-05,Move-in ready
1267,1319,1829,2023-04-30,Excellent
1268,2809,602,2024-11-25,Move-in ready
1269,2527,528,2024-11-05,Excellent
1270,1409,2857,2022-12-02,Excellent
1271,2607,1728,2022-11-23,Structural issues
1272,101,2877,2024-11-30,Move-in ready
1273,2242,1100,2025-03-15,Minor issues
1274,2457,2986,2024-12-12,Good condition
1275,6,426,2025-03-27,Excellent
1276,2845,2676,2025-02-14,Structural issues
1277,456,524,2022-08-09,Needs renovation
1278,1558,625,2024-01-08,Excellent
1279,2883,767,2022-11-01,Excellent
1280,2543,2645,2023-08-14,Move-in ready
1281,1170,1981,2022-11-12,Move-in ready
1282,153,20,2022-08-04,Needs renovation
1283,1413,476,2022-11-19,Structural issues
1284,2837,163,2023-05-24,Minor issues
1285,2666,1837,2022-09-15,Needs renovation
1286,1263,2845,2024-05-11,Excellent
1287,1741,208,2024-08-23,Structural issues
1288,1473,1938,2022-07-22,Move-in ready
1289,1985,653,2024-05-19,Excellent
1290,2182,1963,2025-03-06,Minor issues
1291,1184,1877,2022-10-26,Minor issues
1292,995,223,2023-05-31,Move-in ready
1293,2177,871,2022-07-12,Excellent
1294,1801,541,2023-03-31,Move-in ready
1295,2198,2471,2023-09-15,Good condition
1296,2532,388,2024-02-08,Move-in ready
1297,233,152,2024-01-14,Move-in ready
1298,2830,1711,2024-09-10,Needs renovation
1299,1094,2626,2022-08-03,Minor issues
1300,1260,2571,2024-09-30,Move-in ready
1301,330,2069,2022-10-10,Good condition
1302,1082,552,2024-04-05,Good condition
1303,2777,631,2023-05-08,Needs renovation
1304,798,64,2024-12-30,Excellent
1305,2309,1953,2022-12-05,Excellent
1306,1871,1021,2022-11-15,Needs renovation
1307,1773,2275,2024-08-01,Move-in ready
1308,767,2054,2024-11-12,Minor issues
1309,1549,1410,2023-03-03,Minor issues
1310,1475,2981,2025-01-11,Excellent
1311,1422,569,2025-04-12,Excellent
1312,2085,1695,2024-08-23,Structural issues
1313,1327,1574,2024-06-15,Structural issues
1314,1475,101,2024-02-09,Move-in ready
1315,1746,1575,2024-08-12,Excellent
1316,2052,1954,2023-10-29,Structural issues
1317,688,2695,2024-08-17,Minor issues
1318,1270,2090,2025-05-09,Minor issues
1319,457,919,2023-12-08,Good condition
1320,211,221,2024-03-05,Needs renovation
1321,1407,1444,2024-05-01,Excellent
1322,1660,2626,2024-12-06,Excellent
1323,1395,1022,2025-01-24,Needs renovation
1324,1171,1822,2022-07-08,Structural issues
1325,2088,1431,2023-11-10,Needs renovation
1326,2397,1088,2024-06-18,Move-in ready
1327,2567,2084,2023-12-29,Excellent
1328,1179,1865,2023-04-26,Good condition
1329,1175,485,2025-06-09,Move-in ready
1330,2864,1276,2022-08-04,Excellent
1331,145,1348,2024-03-19,Move-in ready
1332,1580,869,2023-01-06,Needs renovation
1333,1976,166,2022-12-20,Minor issues
1334,2472,1372,2022-09-12,Move-in ready
1335,434,269,2023-05-02,Structural issues
1336,428,2419,2022-12-03,Minor issues
1337,2656,495,2022-12-29,Needs renovation
1338,2191,2642,2023-09-04,Minor issues
1339,1491,2683,2024-04-08,Structural issues
1340,1427,1335,2022-12-08,Structural issues
1341,1145,670,2024-12-04,Needs renovation
1342,2355,2149,2025-03-31,Good condition
1343,2725,783,2023-02-04,Needs renovation
1344,2653,622,2023-06-30,Excellent
1345,314,2524,2022-06-27,Move-in ready
1346,2518,1886,2024-08-10,Minor issues
1347,2945,357,2025-05-25,Good condition
1348,2130,24,2022-06-15,Good condition
1349,2924,2841,2024-05-11,Minor issues
1350,1809,2856,2025-05-11,Minor issues
1351,1207,794,2023-09-27,Minor issues
1352,212,1082,2022-09-07,Structural issues
1353,2555,11,2023-02-19,Structural issues
